09:37:12,22.77,1,1,22.77_22.80_23.70_,18_1_1_,22.55_21.67_21.61_21.31_21.20_,137_1_3_4_1_
09:37:17,22.77,1,1,22.77_22.80_22.88_23.70_,17_1_119_1_,22.66_22.55_21.67_21.61_21.31_,1_18_1_3_4_
09:38:03,22.77,1,1,22.74_22.77_22.80_22.88_23.70_,8_17_1_119_1_,22.66_22.55_22.53_21.67_21.61_,1_10_8_1_3_
09:38:08,22.77,1,1,22.74_22.77_22.80_22.88_23.70_,8_10_1_119_1_,22.66_22.55_22.53_21.67_21.61_,1_10_8_1_3_
09:38:34,22.77,1,1,22.74_22.75_22.80_22.88_23.70_,8_10_1_119_1_,22.66_22.54_22.53_21.67_21.61_,1_10_8_1_3_
09:39:36,22.77,1,1,22.74_22.75_22.80_22.88_23.70_,8_10_1_119_1_,22.66_22.54_22.53_21.67_21.61_,1_10_8_1_3_
09:39:46,22.77,1,1,22.74_22.80_22.88_23.70_,18_1_119_1_,22.66_22.53_22.52_21.67_21.61_,1_8_10_1_3_
09:40:27,22.77,1,1,22.74_22.80_22.88_23.70_,18_1_119_1_,22.66_22.53_22.52_21.67_21.61_,1_8_10_1_3_
09:40:47,22.77,1,1,22.74_22.75_22.80_22.88_23.70_,8_10_1_119_1_,22.66_22.54_22.53_21.67_21.61_,1_10_8_1_3_
09:41:03,22.77,1,1,22.74_22.80_22.88_23.70_,18_1_119_1_,22.66_22.53_22.52_21.67_21.61_,1_8_10_1_3_
09:41:28,22.77,1,1,22.74_22.75_22.80_22.88_23.70_,8_10_1_119_1_,22.66_22.54_22.53_21.67_21.61_,1_10_8_1_3_
09:41:38,22.77,1,1,22.74_22.80_22.88_23.70_,18_1_119_1_,22.66_22.53_22.52_21.67_21.61_,1_8_10_1_3_
09:42:45,22.66,1,2,22.74_22.77_22.80_23.70_,18_1_1_1_,22.60_22.55_22.53_22.52_21.67_,1_119_8_10_1_
09:44:17,22.66,1,2,22.74_22.80_23.70_,18_1_1_,22.60_22.53_22.52_21.67_21.61_,1_8_10_1_3_
09:44:22,22.66,1,2,22.74_22.77_22.80_23.70_,18_1_1_1_,22.60_22.55_22.53_22.52_21.67_,1_119_8_10_1_
09:45:19,22.66,1,2,22.74_22.77_22.80_23.70_,18_1_1_1_,22.60_22.55_22.53_22.52_21.67_,1_238_8_10_1_
09:45:24,22.66,1,2,22.74_22.80_23.70_,19_1_1_,22.60_22.55_22.53_22.52_21.67_,1_138_8_10_1_
