09:03:20,20.59,1,1,20.68_20.72_20.88_21.90_,8_35_1_1_,20.59_20.55_20.00_19.88_19.65_,7_70_5_1_3_
09:03:46,20.59,1,1,20.68_20.70_20.72_20.88_21.90_,8_1_35_1_1_,20.59_20.56_20.51_20.00_19.88_,7_70_1_5_1_
09:03:56,20.59,1,1,20.68_20.70_20.72_20.88_21.90_,8_1_35_1_1_,20.59_20.55_20.51_20.00_19.88_,7_70_1_5_1_
09:05:33,20.59,1,1,20.66_20.68_20.70_20.88_21.90_,8_1_35_1_1_,20.57_20.54_20.49_20.00_19.88_,8_70_1_5_1_
09:05:38,20.59,1,1,20.66_20.68_20.70_20.88_21.90_,8_1_35_1_1_,20.57_20.53_20.49_20.00_19.88_,8_70_1_5_1_
09:06:30,20.59,1,1,20.66_20.69_20.88_21.90_22.50_,9_35_1_1_1_,20.57_20.53_20.48_20.00_19.88_,8_70_1_5_1_
09:08:53,20.59,1,1,20.66_20.69_20.71_20.88_21.90_,8_1_35_1_1_,20.57_20.54_20.50_20.00_19.88_,8_70_1_5_1_
09:10:25,20.59,1,1,20.63_20.68_20.70_20.88_21.90_,8_1_35_1_1_,20.54_20.53_20.49_20.00_19.88_,8_70_1_5_1_
09:11:32,20.59,1,1,20.63_20.66_20.69_20.88_21.90_,8_1_35_1_1_,20.54_20.52_20.48_20.00_19.88_,8_70_1_5_1_
09:11:37,20.59,1,1,20.63_20.66_20.68_20.88_21.90_,8_1_35_1_1_,20.54_20.52_20.48_20.00_19.88_,8_70_1_5_1_
09:13:09,20.59,1,1,20.63_20.65_20.66_20.88_21.90_,8_1_35_1_1_,20.54_20.50_20.46_20.00_19.88_,8_70_1_5_1_
09:14:46,20.54,3,5,20.63_20.64_20.67_20.88_21.90_,8_1_35_1_1_,20.54_20.50_20.46_20.00_19.88_,4_70_1_5_1_
09:16:14,20.54,3,5,20.62_20.66_20.68_20.88_21.90_,8_1_35_1_1_,20.52_20.51_20.47_20.00_19.88_,8_70_1_5_1_
09:16:44,20.54,3,5,20.62_20.65_20.67_20.88_21.90_,8_1_35_1_1_,20.52_20.51_20.46_20.00_19.88_,8_70_1_5_1_
09:18:22,20.54,3,5,20.62_20.64_20.66_20.88_21.90_,8_1_35_1_1_,20.52_20.50_20.45_20.00_19.88_,8_70_1_5_1_
09:20:04,20.54,3,5,20.71_20.73_20.76_20.88_21.90_,8_1_35_1_1_,20.62_20.59_20.54_20.00_19.88_,8_70_1_5_1_
09:20:09,20.54,3,5,20.73_20.74_20.76_20.88_21.90_,1_8_35_1_1_,20.65_20.59_20.54_20.00_19.88_,8_70_1_5_1_
09:21:57,20.54,3,5,20.74_20.75_20.78_20.88_21.90_,8_1_35_1_1_,20.65_20.61_20.56_20.00_19.88_,8_70_1_5_1_
09:24:46,20.54,3,5,20.72_20.75_20.88_21.90_22.50_,9_35_1_1_1_,20.63_20.59_20.53_20.00_19.88_,8_70_1_5_1_
09:24:56,20.54,3,5,20.72_20.73_20.75_20.88_21.90_,8_1_35_1_1_,20.63_20.58_20.54_20.00_19.88_,8_70_1_5_1_
09:25:01,20.54,3,5,20.72_20.73_20.76_20.88_21.90_,8_1_35_1_1_,20.63_20.59_20.54_20.00_19.88_,8_70_1_5_1_
09:25:32,20.54,3,5,20.72_20.74_20.76_20.88_21.90_,8_1_35_1_1_,20.63_20.59_20.55_20.00_19.88_,8_70_1_5_1_
09:25:47,20.54,3,5,20.72_20.73_20.76_20.88_21.90_,8_1_35_1_1_,20.63_20.59_20.54_20.00_19.88_,8_70_1_5_1_
09:25:58,20.54,3,5,20.72_20.73_20.75_20.88_21.90_,8_1_35_1_1_,20.63_20.59_20.54_20.00_19.88_,8_70_1_5_1_
09:26:03,20.54,3,5,20.72_20.73_20.76_20.88_21.90_,8_1_35_1_1_,20.63_20.59_20.54_20.00_19.88_,8_70_1_5_1_
09:29:03,20.54,3,5,20.75_20.76_20.78_20.88_21.90_,8_1_35_1_1_,20.66_20.62_20.57_20.00_19.88_,8_70_1_5_1_
09:29:08,20.54,3,5,20.75_20.76_20.79_20.88_21.90_,8_1_35_1_1_,20.66_20.62_20.57_20.00_19.88_,8_70_1_5_1_
09:29:33,20.54,3,5,20.75_20.76_20.79_20.88_21.90_,8_1_35_1_1_,20.66_20.63_20.57_20.00_19.88_,8_70_1_5_1_
09:30:40,20.54,3,5,20.75_20.76_20.79_20.88_21.90_,8_1_35_1_1_,20.66_20.62_20.57_20.00_19.88_,8_70_1_5_1_
09:30:50,20.54,3,5,20.75_20.76_20.79_20.88_21.90_,8_1_35_1_1_,20.66_20.62_20.57_20.00_19.88_,8_70_1_5_1_
09:31:31,20.54,3,5,20.75_20.76_20.79_20.88_21.90_,8_1_35_1_1_,20.66_20.62_20.57_20.00_19.88_,8_70_1_5_1_
09:32:02,20.54,3,5,20.75_20.76_20.78_20.88_21.90_,8_1_35_1_1_,20.66_20.62_20.57_20.00_19.88_,8_70_1_5_1_
09:32:17,20.54,3,5,20.75_20.76_20.79_20.88_21.90_,8_1_35_1_1_,20.66_20.63_20.57_20.00_19.88_,8_70_1_5_1_
09:32:27,20.54,3,5,20.75_20.76_20.79_20.88_21.90_,8_1_35_1_1_,20.66_20.62_20.57_20.00_19.88_,8_70_1_5_1_
09:32:33,20.54,3,5,20.75_20.76_20.79_20.88_21.90_,8_1_35_1_1_,20.66_20.63_20.57_20.00_19.88_,8_70_1_5_1_
09:33:03,20.54,3,5,20.75_20.76_20.79_20.88_21.90_,8_1_35_1_1_,20.66_20.62_20.57_20.00_19.88_,8_70_1_5_1_
09:33:39,20.54,3,5,20.75_20.76_20.78_20.88_21.90_,8_1_35_1_1_,20.66_20.62_20.57_20.00_19.88_,8_70_1_5_1_
09:34:51,20.54,3,5,20.75_20.76_20.79_20.88_21.90_,8_1_35_1_1_,20.66_20.62_20.57_20.00_19.88_,8_70_1_5_1_
09:37:55,20.54,3,5,20.75_20.76_20.79_21.90_22.50_,8_1_35_1_1_,20.66_20.57_20.00_19.88_19.65_,8_1_5_1_3_
09:38:11,20.54,3,5,20.75_20.78_21.90_22.50_,9_35_1_1_,20.66_20.61_20.56_20.00_19.88_,8_70_1_5_1_
09:38:16,20.54,3,5,20.75_20.77_21.90_22.50_,9_35_1_1_,20.66_20.61_20.56_20.00_19.88_,8_70_1_5_1_
09:38:26,20.54,3,5,20.73_20.75_20.77_21.90_22.50_,1_9_35_1_1_,20.66_20.61_20.56_20.00_19.88_,8_70_1_5_1_
09:38:57,20.54,3,5,20.73_20.75_20.77_21.90_22.50_,1_9_35_1_1_,20.66_20.61_20.56_20.00_19.88_,8_70_1_5_1_
09:39:38,20.54,3,5,20.73_20.75_20.77_21.90_22.50_,1_9_35_1_1_,20.66_20.61_20.56_20.00_19.88_,8_70_1_5_1_
09:39:43,20.54,3,5,20.73_20.75_20.78_21.90_22.50_,1_9_35_1_1_,20.66_20.61_20.56_20.00_19.88_,8_70_1_5_1_
09:40:34,20.54,3,5,20.73_20.76_20.79_20.80_21.90_,1_1_8_35_1_,20.70_20.63_20.57_20.00_19.88_,8_70_1_5_1_
09:41:05,20.54,3,5,20.73_20.78_20.80_20.81_21.90_,1_1_8_35_1_,20.71_20.65_20.60_20.00_19.88_,8_70_1_5_1_
09:41:46,20.54,3,5,20.73_20.79_20.80_20.83_21.90_,1_1_8_35_1_,20.71_20.66_20.61_20.00_19.88_,8_70_1_5_1_
09:41:51,20.54,3,5,20.73_20.79_20.80_20.82_21.90_,1_1_8_35_1_,20.71_20.66_20.61_20.00_19.88_,8_70_1_5_1_
09:41:56,20.54,3,5,20.73_20.79_20.80_20.83_21.90_,1_1_8_35_1_,20.71_20.66_20.61_20.00_19.88_,8_70_1_5_1_
09:42:06,20.54,3,5,20.73_20.79_20.80_20.83_21.90_,1_1_8_35_1_,20.71_20.66_20.61_20.00_19.88_,8_70_1_5_1_
09:42:53,20.74,1,6,20.81_20.83_21.90_22.50_,1_43_1_1_,20.74_20.67_20.62_20.00_19.88_,7_70_1_5_1_
09:43:44,20.74,1,6,20.82_20.83_20.84_21.90_22.50_,1_8_35_1_1_,20.74_20.67_20.63_20.00_19.88_,8_70_1_5_1_
09:44:04,20.74,1,6,20.82_20.83_20.85_21.90_22.50_,1_8_35_1_1_,20.74_20.69_20.63_20.00_19.88_,8_70_1_5_1_
09:44:09,20.74,1,6,20.82_20.83_20.85_21.90_22.50_,1_8_35_1_1_,20.74_20.68_20.63_20.00_19.88_,8_70_1_5_1_
09:45:52,20.74,1,6,20.84_20.85_20.87_21.90_22.50_,1_8_35_1_1_,20.75_20.71_20.66_20.00_19.88_,8_70_1_5_1_
09:46:02,20.74,1,6,20.84_20.85_20.87_21.90_22.50_,1_8_35_1_1_,20.75_20.70_20.66_20.00_19.88_,8_70_1_5_1_
09:46:07,20.74,1,6,20.84_20.85_20.86_21.90_22.50_,1_8_35_1_1_,20.75_20.69_20.66_20.00_19.88_,8_70_1_5_1_
09:46:13,20.74,1,6,20.83_20.85_20.86_21.90_22.50_,1_8_35_1_1_,20.75_20.69_20.64_20.00_19.88_,8_70_1_5_1_
09:46:18,20.74,1,6,20.83_20.85_21.90_22.50_,1_43_1_1_,20.75_20.69_20.64_20.00_19.88_,8_70_1_5_1_
09:46:33,20.74,1,6,20.83_20.85_20.86_21.90_22.50_,1_8_35_1_1_,20.75_20.69_20.64_20.00_19.88_,8_70_1_5_1_
09:48:31,20.74,1,6,20.82_20.83_20.85_21.90_22.50_,8_1_35_1_1_,20.73_20.69_20.64_20.00_19.88_,8_70_1_5_1_
09:48:36,20.74,1,6,20.82_20.85_21.90_22.50_,9_35_1_1_,20.73_20.69_20.63_20.00_19.88_,8_70_1_5_1_
09:48:41,20.74,1,6,20.82_20.85_21.90_22.50_,9_35_1_1_,20.73_20.68_20.63_20.00_19.88_,8_70_1_5_1_
09:49:02,20.74,1,6,20.82_20.85_21.90_22.50_,9_35_1_1_,20.73_20.68_20.63_20.00_19.88_,8_70_1_5_1_
09:49:58,20.74,1,6,20.82_20.84_21.90_22.50_,9_35_1_1_,20.73_20.67_20.63_20.00_19.88_,8_70_1_5_1_
