09:00:02,13.27,3,3,13.28_13.29_13.30_13.31_13.32_,2_252_663_520_322_,13.27_13.26_13.25_13.24_13.23_,298_353_250_940_643_
09:00:28,13.28,2,5,13.29_13.30_13.31_13.32_13.33_,2_213_663_672_314_,13.28_13.27_13.26_13.25_13.24_,200_300_553_644_640_
09:00:33,13.28,2,5,13.29_13.30_13.31_13.32_13.33_,2_113_513_672_464_,13.28_13.27_13.26_13.25_13.24_,300_300_553_644_640_
09:00:58,13.29,2,7,13.30_13.31_13.32_13.33_13.34_,113_113_514_664_205_,13.29_13.28_13.27_13.26_13.25_,300_300_500_644_644_
09:01:09,13.29,2,7,13.30_13.31_13.32_13.33_13.34_,4_413_664_464_205_,13.29_13.28_13.27_13.26_13.25_,200_300_500_644_644_
09:01:14,13.29,2,7,13.30_13.31_13.32_13.33_13.34_,4_213_664_664_205_,13.29_13.28_13.27_13.26_13.25_,200_300_500_644_644_
09:01:29,13.30,4,11,13.31_13.32_13.33_13.34_13.35_,113_414_660_355_258_,13.30_13.29_13.28_13.27_13.26_,200_300_500_590_644_
09:02:10,13.31,200,211,13.32_13.33_13.34_13.35_13.36_,414_660_361_258_266_,13.30_13.29_13.28_13.27_13.26_,200_300_200_893_644_
09:02:20,13.31,200,211,13.31_13.32_13.33_13.34_13.35_,100_514_668_361_258_,13.29_13.28_13.27_13.26_13.25_,300_300_500_644_644_
09:03:02,13.30,1,212,13.32_13.33_13.34_13.35_13.36_,414_660_361_258_266_,13.30_13.29_13.28_13.27_13.26_,199_300_200_894_644_
09:03:12,13.30,1,213,13.32_13.33_13.34_13.35_13.36_,414_660_211_258_266_,13.30_13.29_13.28_13.27_13.26_,198_300_200_894_644_
09:03:17,13.30,1,213,13.30_13.32_13.33_13.34_13.35_,2_664_669_211_258_,13.29_13.28_13.27_13.26_13.25_,100_100_200_644_644_
09:03:27,13.30,1,213,13.30_13.31_13.32_13.33_13.34_,102_400_665_469_211_,13.28_13.27_13.26_13.25_13.24_,300_300_553_644_642_
09:03:37,13.30,1,213,13.30_13.31_13.32_13.33_13.34_,2_322_664_469_211_,13.28_13.27_13.26_13.25_13.24_,300_400_946_644_642_
09:03:58,13.30,1,213,13.30_13.31_13.32_13.33_13.34_,2_122_514_669_361_,13.29_13.28_13.27_13.26_13.25_,300_300_500_646_644_
09:04:08,13.30,7,220,13.31_13.32_13.33_13.34_13.35_,22_214_660_561_258_,13.30_13.29_13.28_13.27_13.26_,200_300_200_892_646_
09:04:18,13.30,7,220,13.31_13.32_13.33_13.34_13.35_,22_214_660_561_258_,13.30_13.29_13.28_13.27_13.26_,200_300_500_592_646_
09:04:29,13.30,7,220,13.31_13.32_13.33_13.34_13.35_,22_414_660_361_258_,13.30_13.29_13.28_13.27_13.26_,200_300_500_592_646_
09:04:39,13.30,7,220,13.31_13.32_13.33_13.34_13.35_,25_414_660_361_258_,13.30_13.29_13.28_13.27_13.26_,200_300_200_892_646_
09:04:49,13.30,7,220,13.31_13.32_13.33_13.34_13.35_,25_414_660_361_258_,13.30_13.29_13.28_13.27_13.26_,200_300_200_592_646_
09:05:10,13.31,25,245,13.32_13.33_13.34_13.35_13.36_,114_410_552_408_258_,13.31_13.30_13.29_13.28_13.27_,175_300_500_594_592_
09:05:30,13.31,25,245,13.32_13.33_13.34_13.35_13.36_,114_410_552_404_258_,13.31_13.30_13.29_13.28_13.27_,200_300_200_594_592_
09:05:40,13.31,2,247,13.32_13.33_13.34_13.35_13.36_,114_110_402_604_408_,13.31_13.30_13.29_13.28_13.27_,198_300_500_594_592_
09:06:01,13.32,114,361,13.33_13.34_13.35_13.36_13.37_,310_452_259_108_112_,13.31_13.30_13.29_13.28_13.27_,200_200_100_794_492_
09:06:16,13.32,114,361,13.33_13.34_13.35_13.36_13.37_,310_452_259_108_112_,13.30_13.29_13.28_13.27_13.26_,200_300_791_492_496_
09:06:27,13.32,114,361,13.33_13.34_13.35_13.36_13.37_,560_453_109_108_112_,13.30_13.29_13.28_13.27_13.26_,200_200_400_492_496_
09:06:47,13.32,114,361,13.32_13.33_13.34_13.35_13.36_,200_560_253_109_108_,13.30_13.29_13.28_13.27_13.26_,200_200_400_492_496_
09:06:57,13.32,114,361,13.32_13.33_13.34_13.35_13.36_,200_560_253_109_108_,13.30_13.29_13.28_13.27_13.26_,200_200_400_492_496_
09:07:02,13.32,114,361,13.32_13.33_13.34_13.35_13.36_,200_560_253_109_108_,13.29_13.28_13.27_13.26_13.25_,200_300_792_496_493_
09:07:18,13.32,114,361,13.31_13.33_13.34_13.35_13.36_,1_460_352_3_7_,13.30_13.29_13.28_13.26_13.20_,200_200_300_3_5_
