13:25:07,29.27,1,1,29.30_29.62_30.50_,2_1_1_,29.02_28.60_28.30_28.00_,1_3_4_5_
13:29:08,29.27,1,1,29.30_30.50_,2_1_,29.02_28.60_28.30_28.00_,1_3_4_5_
13:30:00,29.27,1,1,29.30_30.50_,2_1_,29.02_28.60_28.30_28.00_,1_3_4_5_
