13:00:45,214.50,1,6062,-,-,214.50_214.00_213.50_213.00_212.50_,543_65_18_5_9_
13:02:27,214.50,1,6063,-,-,214.50_214.00_213.50_213.00_212.50_,543_65_18_5_9_
13:03:49,214.50,1,6064,-,-,214.50_214.00_213.50_213.00_212.50_,542_65_18_5_9_
13:04:25,214.50,1,6065,-,-,214.50_214.00_213.50_213.00_212.50_,541_65_18_5_9_
13:04:30,214.50,5,6070,-,-,214.50_214.00_213.50_213.00_212.50_,536_65_18_5_9_
13:05:58,214.50,1,6083,-,-,214.50_214.00_213.50_213.00_212.50_,524_65_18_5_9_
13:06:59,214.50,1,6086,-,-,214.50_214.00_213.50_213.00_212.50_,521_65_18_5_9_
13:07:14,214.50,1,6087,-,-,214.50_214.00_213.50_213.00_212.50_,520_65_18_5_9_
13:07:35,214.50,1,6087,-,-,214.50_214.00_213.50_213.00_212.50_,519_65_18_5_9_
13:08:00,214.50,1,6088,-,-,214.50_214.00_213.50_213.00_212.50_,519_65_18_5_9_
13:08:41,214.50,1,6089,-,-,214.50_214.00_213.50_213.00_212.50_,518_65_18_4_9_
13:09:32,214.50,1,6089,-,-,214.50_214.00_213.50_213.00_212.50_,521_65_18_4_9_
13:10:34,214.50,5,6094,-,-,214.50_214.00_213.50_213.00_212.50_,519_65_18_4_9_
13:12:32,214.50,1,6118,-,-,214.50_214.00_213.50_213.00_212.50_,499_65_18_4_9_
13:13:18,214.50,1,6126,-,-,214.50_214.00_213.50_213.00_212.50_,600_65_18_4_14_
13:14:50,214.50,1,6126,-,-,214.50_214.00_213.50_213.00_212.50_,610_65_18_4_14_
13:15:42,214.50,1,6126,-,-,214.50_214.00_213.50_213.00_212.50_,611_65_18_4_14_
13:16:07,214.50,1,6127,-,-,214.50_214.00_213.50_213.00_212.50_,610_65_18_4_14_
13:18:20,214.50,1,6128,-,-,214.50_214.00_213.50_213.00_212.50_,609_65_18_4_14_
13:18:46,214.50,1,6129,-,-,214.50_214.00_213.50_213.00_212.50_,608_65_18_4_14_
13:19:01,214.50,3,6132,-,-,214.50_214.00_213.50_213.00_212.50_,605_65_18_4_14_
13:19:47,214.50,4,6136,-,-,214.50_214.00_213.50_213.00_212.50_,601_65_18_4_14_
13:21:04,214.50,1,6138,-,-,214.50_214.00_213.50_213.00_212.50_,591_65_18_4_14_
13:21:55,214.50,1,6139,-,-,214.50_214.00_213.50_213.00_212.50_,589_65_18_4_14_
13:26:08,214.50,1,6147,-,-,214.50_214.00_213.50_213.00_212.50_,701_64_18_4_15_
13:27:04,214.50,1,6147,-,-,214.50_214.00_213.50_213.00_212.50_,700_64_18_4_15_
13:27:14,214.50,1,6147,-,-,214.50_214.00_213.50_213.00_212.50_,699_64_18_4_15_
13:27:50,214.50,1,6147,-,-,214.50_214.00_213.50_213.00_212.50_,699_64_18_4_13_
13:28:36,214.50,1,6147,-,-,214.50_214.00_213.50_213.00_212.50_,703_64_18_4_13_
13:29:07,214.50,1,6147,-,-,214.50_214.00_213.50_213.00_212.50_,703_64_18_4_8_
13:30:00,214.50,10,6157,-,-,214.50_214.00_213.50_213.00_212.50_,701_64_18_4_8_
