12:59:51,59.40,1,9219,-,-,59.40_59.30_59.20_59.10_59.00_,6187_327_5_11_362_
13:01:13,59.40,1,9220,-,-,59.40_59.30_59.20_59.10_59.00_,6186_327_5_11_362_
13:03:57,59.40,2,9222,-,-,59.40_59.30_59.20_59.10_59.00_,6184_327_5_11_362_
13:04:43,59.40,1,9223,-,-,59.40_59.30_59.20_59.10_59.00_,6184_327_5_11_362_
13:06:41,59.40,1,9223,-,-,59.40_59.30_59.20_59.10_59.00_,6195_327_5_11_362_
13:07:17,59.40,1,9223,-,-,59.40_59.30_59.20_59.10_59.00_,6194_327_5_11_362_
13:08:18,59.40,1,9225,-,-,59.40_59.30_59.20_59.10_59.00_,6193_327_5_11_362_
13:09:25,59.40,1,9226,-,-,59.40_59.30_59.20_59.10_59.00_,6192_327_5_11_362_
13:11:02,59.40,1,9227,-,-,59.40_59.30_59.20_59.10_59.00_,6190_327_5_11_362_
13:13:10,59.40,1,9228,-,-,59.40_59.30_59.20_59.10_59.00_,6191_327_5_11_362_
13:15:18,59.40,5,9233,-,-,59.40_59.30_59.20_59.10_59.00_,6185_327_5_11_362_
13:15:49,59.40,5,9233,-,-,59.40_59.30_59.20_59.10_59.00_,6187_327_5_11_362_
13:16:10,59.40,5,9233,-,-,59.40_59.30_59.20_59.10_59.00_,6186_327_5_11_362_
13:17:42,59.40,1,9234,-,-,59.40_59.30_59.20_59.10_59.00_,6186_327_5_11_362_
13:18:12,59.40,5,9240,-,-,59.40_59.30_59.20_59.10_59.00_,6180_327_5_11_362_
13:18:38,59.40,1,9241,-,-,59.40_59.30_59.20_59.10_59.00_,6179_327_5_11_362_
13:19:14,59.40,1,9242,-,-,59.40_59.30_59.20_59.10_59.00_,6179_327_5_11_362_
13:20:31,59.40,10,9252,-,-,59.40_59.30_59.20_59.10_59.00_,6141_327_5_11_362_
13:21:48,59.40,1,9253,-,-,59.40_59.30_59.20_59.10_59.00_,6142_327_5_11_362_
13:26:31,59.40,1,9258,-,-,59.40_59.30_59.20_59.10_59.00_,6166_327_5_11_362_
13:26:56,59.40,1,9258,-,-,59.40_59.30_59.20_59.10_59.00_,6165_327_5_11_362_
13:27:01,59.40,1,9258,-,-,59.40_59.30_59.20_59.10_59.00_,6501_327_5_11_362_
13:27:37,59.40,1,9258,-,-,59.40_59.30_59.20_59.10_59.00_,6500_327_5_11_362_
13:27:53,59.40,1,9258,-,-,59.40_59.30_59.20_59.10_59.00_,6501_327_5_11_362_
13:29:09,59.40,1,9258,-,-,59.40_59.30_59.20_59.10_59.00_,6751_327_5_11_362_
13:30:00,59.40,12,9270,-,-,59.40_59.30_59.20_59.10_59.00_,6746_327_5_11_362_
