09:01:08,26.50,11,2201,26.50_26.55_27.00_27.20_27.50_,301893_711_139_6_6_,-,-
09:01:18,26.50,10,2229,26.50_26.55_27.00_27.20_27.50_,302798_719_139_6_6_,-,-
09:04:22,26.50,1,2591,26.50_26.55_26.95_27.00_27.20_,304576_840_30_139_6_,-,-
09:04:43,26.50,4,2607,26.50_26.55_26.95_27.00_27.20_,304562_845_30_139_6_,-,-
09:05:34,26.50,5,2615,26.50_26.55_26.95_27.00_27.20_,304689_856_30_139_36_,-,-
09:11:28,26.50,2,2766,26.50_26.55_27.00_27.20_27.50_,306906_903_114_6_2_,-,-
09:12:29,26.50,1,2779,26.50_26.55_27.00_27.20_27.50_,307161_909_114_6_2_,-,-
09:12:34,26.50,1,2780,26.50_26.55_27.00_27.20_27.50_,307269_909_114_6_2_,-,-
09:14:42,26.50,1,2806,26.50_26.55_27.00_27.20_27.50_,308062_918_114_6_2_,-,-
09:17:41,26.50,1,2806,26.50_26.55_27.00_27.20_27.50_,307886_19_114_6_2_,-,-
09:19:14,26.50,2,2808,26.50_26.55_26.70_27.00_27.20_,307712_21_1_115_6_,-,-
09:19:39,26.50,2,2808,26.50_26.55_26.70_27.00_27.20_,305707_18_1_115_6_,-,-
09:20:05,26.50,2,2810,26.50_26.55_26.70_27.00_27.20_,305736_18_1_115_6_,-,-
09:21:42,26.50,1,2822,26.50_26.55_26.70_27.00_27.20_,305850_19_1_115_6_,-,-
09:22:02,26.50,26,2850,26.50_26.55_26.70_27.00_27.20_,305823_19_1_115_6_,-,-
09:22:08,26.50,26,2850,26.50_26.55_26.70_27.00_27.20_,305830_19_1_115_6_,-,-
09:22:18,26.50,2,2852,26.50_26.55_26.70_27.00_27.20_,305848_19_1_115_6_,-,-
09:22:43,26.50,2,2857,26.50_26.55_26.70_27.00_27.20_,305944_19_1_115_6_,-,-
09:24:41,26.50,2,2865,26.50_26.55_26.70_27.00_27.20_,305917_19_1_115_6_,-,-
09:24:46,26.50,5,2870,26.50_26.55_26.70_27.00_27.20_,305926_19_1_115_6_,-,-
09:24:51,26.50,5,2870,26.50_26.55_26.70_27.00_27.20_,305928_19_1_115_6_,-,-
09:25:02,26.50,5,2870,26.50_26.55_26.70_27.00_27.20_,305933_19_1_115_6_,-,-
09:26:03,26.50,5,2870,26.50_26.55_26.70_27.00_27.20_,305937_19_1_115_6_,-,-
09:27:36,26.50,2,2872,26.50_26.55_26.70_27.00_27.20_,306453_18_1_115_6_,-,-
09:28:01,26.50,2,2874,26.50_26.55_26.70_27.00_27.20_,306452_18_1_115_6_,-,-
09:28:17,26.50,1,2875,26.50_26.55_26.70_27.00_27.20_,306451_18_1_115_6_,-,-
09:28:52,26.50,1,2875,26.50_26.55_26.70_27.00_27.20_,306265_19_1_115_6_,-,-
09:31:41,26.50,1,2879,26.50_26.55_26.70_27.00_27.20_,306435_18_1_115_6_,-,-
09:31:52,26.50,7,2886,26.50_26.55_26.70_27.00_27.20_,306432_18_1_115_6_,-,-
09:32:38,26.50,1,2888,26.50_26.55_26.70_27.00_27.20_,306446_19_1_115_6_,-,-
09:33:44,26.50,2,2892,26.50_26.55_26.70_27.00_27.20_,305917_19_1_115_6_,-,-
09:33:55,26.50,2,2892,26.50_26.55_26.70_27.00_27.20_,305920_18_1_115_6_,-,-
09:34:05,26.50,2,2894,26.50_26.55_26.70_27.00_27.20_,305918_18_1_115_6_,-,-
09:34:35,26.50,2,2894,26.50_26.55_26.70_27.00_27.20_,305928_18_1_115_6_,-,-
09:34:51,26.50,2,2894,26.50_26.55_26.70_27.00_27.20_,305930_18_1_115_6_,-,-
09:35:37,26.50,2,2894,26.50_26.55_26.70_27.00_27.20_,305964_19_1_115_6_,-,-
09:35:52,26.50,2,2894,26.50_26.55_26.70_27.00_27.20_,306000_21_1_115_6_,-,-
09:36:23,26.50,2,2894,26.50_26.55_26.70_27.00_27.20_,306001_19_1_115_6_,-,-
09:36:38,26.50,1,2895,26.50_26.55_26.70_27.00_27.20_,306005_19_1_115_6_,-,-
09:39:48,26.50,2,2913,26.50_26.55_26.70_27.00_27.20_,305939_18_1_115_6_,-,-
09:40:03,26.50,2,2913,26.50_26.55_26.70_27.00_27.20_,305941_18_1_115_6_,-,-
09:40:55,26.50,2,2913,26.50_26.55_26.70_27.00_27.20_,305751_18_1_115_6_,-,-
09:41:20,26.50,2,2913,26.50_26.55_26.70_27.00_27.20_,305764_19_1_115_6_,-,-
09:41:25,26.50,2,2913,26.50_26.55_26.70_27.00_27.20_,305769_19_1_115_6_,-,-
09:42:01,26.50,1,2914,26.50_26.55_26.70_27.00_27.20_,305777_19_1_115_6_,-,-
09:42:22,26.50,1,2914,26.50_26.55_26.70_27.00_27.20_,305778_19_1_115_6_,-,-
09:44:04,26.50,1,2917,26.50_26.55_26.70_27.00_27.20_,305785_12_1_115_6_,-,-
09:44:45,26.50,1,2917,26.50_26.55_26.70_27.00_27.20_,305880_11_1_115_6_,-,-
09:45:46,26.50,1,2921,26.50_26.55_26.70_27.00_27.20_,305881_11_1_115_6_,-,-
09:45:57,26.50,10,2931,26.50_26.55_26.70_27.00_27.20_,305876_11_1_115_6_,-,-
09:46:02,26.50,10,2931,26.50_26.55_26.70_27.00_27.20_,305877_11_1_115_6_,-,-
09:46:12,26.50,10,2931,26.50_26.55_26.70_27.00_27.20_,305888_11_1_115_6_,-,-
09:47:14,26.50,50,2981,26.50_26.55_26.70_27.00_27.20_,305877_11_1_115_6_,-,-
09:47:29,26.50,50,2981,26.50_26.55_26.70_27.00_27.20_,305879_12_1_115_6_,-,-
09:51:20,26.50,50,2981,26.50_26.55_26.70_27.00_27.20_,305804_12_1_115_6_,-,-
09:52:42,26.50,50,2981,26.50_26.55_26.70_27.00_27.20_,305817_11_1_115_6_,-,-
09:53:07,26.50,50,2981,26.50_26.55_26.70_27.00_27.20_,305817_13_1_115_6_,-,-
09:53:38,26.50,50,2981,26.50_26.55_26.70_27.00_27.20_,305819_11_1_115_6_,-,-
09:54:04,26.50,50,2981,26.50_26.55_26.70_27.00_27.20_,305823_13_1_115_6_,-,-
09:54:14,26.50,4,2985,26.50_26.55_26.70_27.00_27.20_,305821_13_1_116_6_,-,-
09:54:34,26.50,4,2985,26.50_26.55_26.70_27.00_27.20_,305828_11_1_116_6_,-,-
09:55:05,26.50,4,2985,26.50_26.55_26.70_27.00_27.20_,305834_11_1_115_6_,-,-
09:55:41,26.50,4,2985,26.50_26.55_26.70_27.00_27.20_,305837_12_1_115_6_,-,-
09:56:33,26.50,2,2987,26.50_26.55_26.70_27.00_27.20_,305835_12_1_115_6_,-,-
10:02:16,26.50,27,3122,26.50_26.55_26.70_27.00_27.20_,306029_12_1_115_6_,-,-
10:02:26,26.50,27,3122,26.50_26.55_26.70_27.00_27.20_,306028_12_1_115_6_,-,-
10:02:36,26.50,5,3127,26.50_26.55_26.70_27.00_27.20_,306024_12_1_115_6_,-,-
10:02:41,26.50,5,3127,26.50_26.55_26.70_27.00_27.20_,306027_12_1_115_6_,-,-
10:02:46,26.50,5,3127,26.50_26.55_26.70_27.00_27.20_,306037_12_1_115_6_,-,-
10:03:02,26.50,5,3127,26.50_26.55_26.70_27.00_27.20_,306040_12_1_115_6_,-,-
10:04:03,26.50,1,3129,26.50_26.55_26.70_27.00_27.20_,306039_12_1_115_6_,-,-
