09:04:16,39.19,1,1,39.20_39.30_39.31_,53_28_53_,39.17_39.16_39.06_39.05_38.66_,20_51_20_51_3_
09:04:41,39.19,1,1,39.20_39.31_39.32_,53_28_53_,39.18_39.17_39.06_39.05_38.66_,20_51_20_51_3_
09:05:27,39.19,1,1,39.20_39.31_39.32_,53_28_53_,39.18_39.17_39.06_39.05_38.66_,20_51_20_51_3_
09:11:05,39.19,1,1,39.20_39.22_39.23_,53_28_53_,39.09_39.08_39.06_39.05_38.66_,20_51_20_51_3_
09:12:12,39.19,1,1,39.20_39.22_39.23_,53_28_53_,39.09_39.08_39.06_39.05_38.66_,20_51_20_51_3_
09:12:27,39.19,1,1,39.19_39.20_,28_53_,39.06_39.05_38.66_38.26_37.86_,40_102_3_4_5_
09:14:40,39.19,1,1,39.14_39.15_39.20_,28_53_53_,39.06_39.05_39.01_39.00_38.66_,20_51_20_51_3_
09:17:44,39.19,1,1,39.14_39.15_39.20_,28_53_53_,39.06_39.05_39.01_39.00_38.66_,20_51_20_51_3_
09:19:12,39.19,1,1,39.10_39.11_39.20_,28_53_53_,39.06_39.05_38.97_38.96_38.66_,20_51_20_51_3_
09:19:42,39.19,1,1,39.07_39.08_39.20_,28_53_53_,39.06_39.05_38.94_38.93_38.66_,20_51_20_51_3_
09:20:03,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.93_38.92_38.66_,20_51_20_51_3_
09:21:35,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.91_38.90_38.66_,20_51_20_51_3_
09:22:00,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.92_38.26_37.86_,20_51_51_4_5_
09:22:06,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.90_38.89_38.26_,20_51_20_51_4_
09:22:26,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.91_38.90_38.26_,20_51_20_51_4_
09:24:29,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.91_38.90_38.26_,20_51_20_51_4_
09:24:49,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.90_38.89_38.26_,20_51_20_51_4_
09:24:59,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.89_38.88_38.26_,20_51_20_51_4_
09:25:45,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.89_38.88_38.26_,20_51_20_51_4_
09:27:43,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.26_37.86_,20_51_4_5_
09:27:59,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.84_38.83_38.26_,20_51_20_51_4_
09:28:09,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.83_38.82_38.26_,20_51_20_51_4_
09:28:14,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.84_38.83_38.26_,20_51_20_51_4_
09:28:55,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.84_38.83_38.26_,20_51_20_51_4_
09:31:08,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.88_38.87_38.26_,20_51_20_51_4_
09:31:49,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.89_38.88_38.26_,20_51_20_51_4_
09:31:54,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.90_38.89_38.26_,20_51_20_51_4_
09:32:20,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.88_38.87_38.26_,20_51_20_51_4_
09:32:56,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.89_38.88_38.26_,20_51_20_51_4_
09:33:06,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.86_38.85_38.26_,20_51_20_51_4_
09:33:37,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.85_38.84_38.26_,20_51_20_51_4_
09:34:23,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.83_38.82_38.26_,20_51_20_51_4_
09:34:53,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.84_38.83_38.26_,20_51_20_51_4_
09:35:29,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.77_38.76_38.26_,20_51_20_51_4_
09:36:05,39.19,1,1,39.07_39.20_,53_53_,39.06_39.05_38.79_38.78_38.26_,20_51_20_51_4_
