09:00:22,37.60,2,4,42.84_42.85_,1_2_,37.60_37.20_36.80_,1_4_5_
11:27:23,37.93,3,14,38.36_38.37_42.84_42.85_,10_10_1_2_,38.17_37.98_37.97_37.96_36.80_,5_10_10_10_5_
11:27:28,37.93,3,14,38.36_38.37_42.84_42.85_,10_10_1_2_,38.18_37.98_37.97_37.96_36.80_,5_10_10_10_5_
11:30:27,37.93,3,14,38.37_38.38_42.84_42.85_,10_10_1_2_,38.25_37.98_37.97_37.96_36.80_,5_10_10_10_5_
11:32:30,37.93,3,14,38.37_38.38_42.84_42.85_,10_10_1_2_,38.18_37.98_37.97_37.96_36.80_,5_10_10_10_5_
11:32:45,37.93,3,14,38.44_38.45_42.84_42.85_,10_10_1_2_,38.26_38.06_38.05_38.04_36.80_,5_10_10_10_5_
11:33:01,37.93,3,14,38.44_38.45_42.84_42.85_,10_10_1_2_,38.26_38.05_38.04_38.03_36.80_,5_10_10_10_5_
11:33:36,37.93,3,14,38.37_38.38_42.84_42.85_,10_10_1_2_,38.25_37.98_37.97_37.96_36.80_,5_10_10_10_5_
11:33:52,37.93,3,14,38.44_38.45_42.84_42.85_,10_10_1_2_,38.26_38.06_38.05_38.04_36.80_,5_10_10_10_5_
11:33:57,37.93,3,14,38.43_38.44_42.84_42.85_,10_10_1_2_,38.25_38.05_38.04_38.03_36.80_,5_10_10_10_5_
11:36:10,37.93,3,14,38.43_38.44_42.84_42.85_,10_10_1_2_,38.25_38.05_38.04_38.03_36.80_,5_10_10_10_5_
11:36:15,37.93,3,14,38.43_38.44_42.84_42.85_,10_10_1_2_,38.25_38.04_38.03_38.02_36.80_,5_10_10_10_5_
11:36:21,37.93,3,14,38.36_38.37_42.84_42.85_,10_10_1_2_,38.18_37.98_37.97_37.96_36.80_,5_10_10_10_5_
11:37:38,37.93,3,14,38.43_38.44_42.84_42.85_,10_10_1_2_,38.24_38.05_38.04_38.03_36.80_,5_10_10_10_5_
11:37:43,37.93,3,14,38.43_38.44_42.84_42.85_,10_10_1_2_,38.17_38.04_38.03_38.02_36.80_,5_10_10_10_5_
11:37:48,37.93,3,14,38.36_38.37_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:37:53,37.93,3,14,38.43_38.44_42.84_42.85_,10_10_1_2_,38.24_38.04_38.03_38.02_36.80_,5_10_10_10_5_
11:38:49,37.93,3,14,38.43_38.44_42.84_42.85_,10_10_1_2_,38.25_38.05_38.04_38.03_36.80_,5_10_10_10_5_
11:40:01,37.93,3,14,38.43_38.44_42.84_42.85_,10_10_1_2_,38.18_38.05_38.04_38.03_36.80_,5_10_10_10_5_
11:40:47,37.93,3,14,38.36_38.37_42.84_42.85_,10_10_1_2_,38.25_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:43:16,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:45:13,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.24_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:49:09,37.93,3,14,38.36_38.37_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:50:47,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.24_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:51:12,37.93,3,14,38.36_38.37_42.84_42.85_,10_10_1_2_,38.17_37.98_37.97_37.96_36.80_,5_10_10_10_5_
11:51:17,37.93,3,14,38.36_38.37_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:51:22,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.24_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:51:53,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,37.97_37.96_37.95_36.80_36.50_,10_10_10_5_5_
11:52:03,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:54:27,37.93,3,14,38.36_38.37_42.84_42.85_,10_10_1_2_,38.18_37.98_37.97_37.96_36.80_,5_10_10_10_5_
11:55:28,37.93,3,14,38.36_38.37_42.84_42.85_,10_10_1_2_,38.18_37.98_37.97_37.96_36.80_,5_10_10_10_5_
11:56:35,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:57:01,37.93,3,14,42.84_42.85_,1_2_,38.17_36.80_36.50_,5_5_5_
11:57:11,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:58:33,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
11:58:53,37.93,3,14,38.43_38.44_42.84_42.85_,10_10_1_2_,38.24_38.04_38.03_38.02_36.80_,5_10_10_10_5_
11:58:59,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
12:00:00,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
12:00:46,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
12:01:12,37.93,3,14,38.42_38.43_42.84_42.85_,10_10_1_2_,38.24_38.04_38.03_38.02_36.80_,5_10_10_10_5_
12:01:42,37.93,3,14,38.42_38.43_42.84_42.85_,10_10_1_2_,38.24_38.04_38.03_38.02_36.80_,5_10_10_10_5_
12:02:23,37.93,3,14,38.42_38.43_42.84_42.85_,10_10_1_2_,38.24_38.04_38.03_38.02_36.80_,5_10_10_10_5_
12:02:59,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.16_37.96_37.95_37.94_36.80_,5_10_10_10_5_
12:03:04,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
12:03:20,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.24_37.97_37.96_37.95_36.80_,5_10_10_10_5_
12:03:35,37.93,3,14,38.35_38.36_42.84_42.85_,10_10_1_2_,38.17_37.97_37.96_37.95_36.80_,5_10_10_10_5_
12:06:19,37.93,3,14,38.42_38.43_42.84_42.85_,10_10_1_2_,38.23_38.04_38.03_38.02_36.80_,5_10_10_10_5_
12:07:51,37.93,3,14,38.42_38.43_42.84_42.85_,10_10_1_2_,38.23_38.04_38.03_38.02_36.80_,5_10_10_10_5_
12:08:22,37.93,3,14,38.34_38.35_42.84_42.85_,10_10_1_2_,38.16_37.96_37.95_37.94_36.80_,5_10_10_10_5_
12:08:32,37.93,3,14,38.41_38.42_42.84_42.85_,10_10_1_2_,38.23_38.03_38.02_38.01_36.80_,5_10_10_10_5_
12:09:39,37.93,3,14,38.34_38.35_42.84_42.85_,10_10_1_2_,38.16_37.96_37.95_37.94_36.80_,5_10_10_10_5_
12:13:40,37.93,3,14,38.33_38.34_42.84_42.85_,10_10_1_2_,38.15_37.95_37.94_37.93_36.80_,5_10_10_10_5_
12:14:15,37.93,3,14,38.33_38.34_42.84_42.85_,10_10_1_2_,38.15_37.95_37.94_37.93_36.80_,5_10_10_10_5_
12:14:21,37.93,3,14,38.33_38.34_42.84_42.85_,10_10_1_2_,38.14_37.94_37.93_37.92_36.80_,5_10_10_10_5_
12:18:16,37.93,3,14,38.32_38.33_42.84_42.85_,10_10_1_2_,38.14_37.94_37.93_37.92_36.80_,5_10_10_10_5_
12:19:13,37.93,3,14,38.33_38.34_42.84_42.85_,10_10_1_2_,38.14_37.94_37.93_37.92_36.80_,5_10_10_10_5_
12:22:02,37.93,3,14,38.32_38.33_42.84_42.85_,10_10_1_2_,38.14_37.94_37.93_37.92_36.80_,5_10_13_10_5_
12:22:38,37.93,3,14,38.33_38.34_42.84_42.85_,10_10_1_2_,38.14_37.95_37.94_37.93_36.80_,5_10_10_13_5_
12:24:10,37.93,3,14,38.25_38.26_42.84_42.85_,10_10_1_2_,38.06_37.93_37.87_37.86_37.85_,5_3_10_10_10_
12:24:35,37.93,3,14,38.26_38.27_42.84_42.85_,10_10_1_2_,38.07_37.93_37.87_37.86_37.85_,5_3_10_10_10_
12:24:41,37.93,3,14,38.25_38.26_42.84_42.85_,10_10_1_2_,38.07_37.93_37.87_37.86_37.85_,5_3_10_10_10_
12:24:46,37.93,3,14,38.25_38.26_42.84_42.85_,10_10_1_2_,38.06_37.93_37.87_37.86_37.85_,5_3_10_10_10_
12:24:51,37.93,3,14,38.25_38.26_42.84_42.85_,10_10_1_2_,38.14_37.93_37.87_37.86_37.85_,5_3_10_10_10_
12:24:56,37.93,3,14,38.32_38.33_42.84_42.85_,10_10_1_2_,38.14_37.94_37.93_37.92_36.80_,5_10_13_10_5_
12:26:44,37.93,3,14,38.33_38.34_42.84_42.85_,10_10_1_2_,38.14_37.94_37.93_37.92_36.80_,5_10_13_10_5_
12:28:11,37.93,3,14,38.32_38.33_42.84_42.85_,10_10_1_2_,38.14_37.94_37.93_37.92_36.80_,5_10_13_10_5_
12:28:42,37.93,3,14,38.25_38.26_42.84_42.85_,10_10_1_2_,38.06_37.93_37.86_37.85_37.84_,5_3_10_10_10_
12:29:28,37.93,3,14,38.25_38.26_42.84_42.85_,10_10_1_2_,38.06_37.93_37.87_37.86_37.85_,5_3_10_10_10_
12:32:12,37.93,3,14,38.32_38.33_42.84_42.85_,10_10_1_2_,38.13_37.93_37.92_37.91_36.80_,5_13_10_10_5_
12:32:52,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.13_37.93_37.92_37.91_36.80_,5_13_10_10_5_
12:32:58,37.93,3,14,38.24_38.25_42.84_42.85_,10_10_1_2_,38.06_37.93_37.86_37.85_37.84_,5_3_10_10_10_
12:34:09,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.13_37.93_37.92_37.91_36.80_,5_13_10_10_5_
12:34:15,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.12_37.93_37.92_37.91_36.80_,5_13_10_10_5_
12:34:30,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.13_37.93_37.92_37.91_36.80_,5_13_10_10_5_
12:35:37,37.93,3,14,38.24_38.25_42.84_42.85_,10_10_1_2_,38.05_37.93_37.86_37.85_37.84_,5_3_10_10_10_
12:35:47,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.13_37.93_37.92_37.91_37.90_,5_3_10_10_10_
12:36:07,37.93,3,14,38.24_38.25_42.84_42.85_,10_10_1_2_,38.06_37.93_37.86_37.85_37.84_,5_3_10_10_10_
12:38:26,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.93_37.85_37.84_37.83_,5_3_10_10_10_
12:38:51,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.13_37.93_37.92_37.91_36.80_,5_13_10_10_5_
12:39:32,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.93_37.85_37.84_37.83_,5_3_10_10_10_
12:40:49,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.13_37.93_37.92_37.91_36.80_,5_13_10_10_5_
12:42:36,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.12_37.93_37.92_37.91_36.80_,5_13_10_10_5_
12:42:42,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.93_37.85_37.84_37.83_,5_3_10_10_10_
12:42:47,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.12_37.93_37.92_37.91_37.90_,5_3_10_10_10_
12:42:52,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.13_37.93_37.92_37.91_36.80_,5_13_10_10_5_
12:42:57,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.12_37.93_37.92_37.91_36.80_,5_13_10_10_5_
12:44:19,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.13_37.94_37.93_37.92_37.91_,5_1_13_10_10_
12:44:34,37.93,3,14,38.32_38.33_42.84_42.85_,10_10_1_2_,38.06_37.94_37.93_37.92_36.80_,5_11_13_10_5_
12:46:53,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.13_37.94_37.93_37.92_37.91_,5_1_13_10_10_
12:46:58,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.94_37.93_37.85_37.84_,5_1_3_10_10_
12:48:25,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.94_37.93_37.85_37.84_,5_1_3_10_10_
12:49:11,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.13_37.94_37.93_37.92_37.91_,5_1_13_10_10_
12:49:31,37.93,3,14,38.30_38.31_42.84_42.85_,10_10_1_2_,38.12_37.94_37.93_37.92_37.91_,5_1_3_10_10_
12:49:52,37.93,3,14,38.31_38.32_42.84_42.85_,10_10_1_2_,38.12_37.94_37.93_37.92_37.91_,5_1_10_10_10_
12:49:57,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.94_37.85_37.84_37.83_,5_1_10_10_10_
12:54:54,37.93,3,14,38.30_38.31_42.84_42.85_,10_10_1_2_,38.05_37.94_37.92_37.91_37.90_,5_1_10_10_10_
12:54:59,37.93,3,14,38.24_38.25_42.84_42.85_,10_10_1_2_,38.05_37.94_37.85_37.84_37.83_,5_1_10_10_10_
12:55:14,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.94_37.85_37.84_37.83_,5_1_10_10_10_
12:56:26,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.85_37.84_37.83_36.80_,5_10_10_10_5_
12:56:37,37.93,3,14,38.24_38.25_42.84_42.85_,10_10_1_2_,38.05_37.85_37.84_37.83_36.80_,5_10_10_10_5_
12:56:42,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.85_37.84_37.83_36.80_,5_10_10_10_5_
12:57:07,37.93,3,14,38.24_38.25_42.84_42.85_,10_10_1_2_,38.05_37.86_37.85_37.84_36.80_,5_10_10_10_5_
12:57:18,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.85_37.84_37.83_36.80_,5_10_10_10_5_
12:57:28,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.04_37.85_37.84_37.83_36.80_,5_10_10_10_5_
12:57:33,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.84_37.83_37.82_36.80_,5_10_10_10_5_
12:57:38,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.85_37.84_37.83_36.80_,5_10_10_10_5_
12:58:40,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.85_37.84_37.83_36.80_,5_10_10_10_5_
13:00:22,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.05_37.85_37.84_37.83_36.80_,5_10_10_10_5_
13:00:43,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.04_37.85_37.84_37.83_36.80_,5_10_10_10_5_
13:02:05,37.93,3,14,38.15_38.16_42.84_42.85_,10_10_1_2_,38.04_37.77_37.76_37.75_36.80_,5_10_10_10_5_
13:02:56,37.93,3,14,38.22_38.23_42.84_42.85_,10_10_1_2_,38.04_37.84_37.83_37.82_36.80_,5_10_10_10_5_
13:05:40,37.93,3,14,38.22_38.23_42.84_42.85_,10_10_1_2_,38.03_37.83_37.82_37.81_36.80_,5_10_10_10_5_
13:07:43,37.93,3,14,38.22_38.23_42.84_42.85_,10_10_1_2_,38.03_37.84_37.83_37.82_36.80_,5_10_10_10_5_
13:10:48,37.93,3,14,38.22_38.23_42.84_42.85_,10_10_1_2_,38.03_37.84_37.83_37.82_36.80_,5_10_10_10_5_
13:11:59,37.93,3,14,38.28_38.29_42.84_42.85_,10_10_1_2_,38.03_37.90_37.89_37.88_36.80_,5_10_10_10_5_
13:12:30,37.93,3,14,38.21_38.22_42.84_42.85_,10_10_1_2_,38.10_37.83_37.82_37.81_36.80_,5_10_10_10_5_
13:13:37,37.93,3,14,38.28_38.29_42.84_42.85_,10_10_1_2_,38.10_37.90_37.89_37.88_36.80_,5_10_10_10_5_
13:13:47,37.93,3,14,38.21_38.22_42.84_42.85_,10_10_1_2_,38.03_37.83_37.82_37.81_36.80_,5_10_10_10_5_
13:14:03,37.93,3,14,38.28_38.29_42.84_42.85_,10_10_1_2_,38.02_37.90_37.89_37.88_36.80_,5_10_10_10_5_
13:16:01,37.93,3,14,38.21_38.22_42.84_42.85_,10_10_1_2_,38.03_37.83_37.82_37.81_36.80_,5_10_10_10_5_
13:16:26,37.93,3,14,38.22_38.23_42.84_42.85_,10_10_1_2_,38.04_37.83_37.82_37.81_36.80_,5_10_10_10_5_
13:17:33,37.93,3,14,38.22_38.23_42.84_42.85_,10_10_1_2_,38.04_37.84_37.83_37.82_36.80_,5_10_10_10_5_
13:19:05,37.93,3,14,38.21_38.22_42.84_42.85_,10_10_1_2_,38.03_37.83_37.82_37.81_36.80_,5_10_10_10_5_
13:19:10,37.93,3,14,38.21_38.22_42.84_42.85_,10_10_1_2_,37.83_37.82_37.81_36.80_36.50_,10_10_10_5_5_
13:19:16,37.93,3,14,38.29_38.30_42.84_42.85_,10_10_1_2_,38.03_37.91_37.90_37.89_36.80_,5_10_10_10_5_
13:19:26,37.93,3,14,38.22_38.23_42.84_42.85_,10_10_1_2_,38.03_37.84_37.83_37.82_36.80_,5_10_10_10_5_
13:20:22,37.93,3,14,38.21_38.22_42.84_42.85_,10_10_1_2_,38.03_37.83_37.82_37.81_36.80_,5_10_10_10_5_
13:22:10,37.93,3,14,38.22_38.23_42.84_42.85_,10_10_1_2_,38.03_37.83_37.82_37.81_36.80_,5_10_10_10_5_
13:22:25,37.93,3,14,38.21_38.22_42.84_42.85_,10_10_1_2_,38.03_37.83_37.82_37.81_36.80_,5_10_10_10_5_
13:22:35,37.93,3,14,38.29_38.30_42.84_42.85_,10_10_1_2_,38.10_37.90_37.89_37.88_36.80_,5_10_10_10_5_
13:24:54,37.93,3,14,38.29_38.30_42.84_42.85_,10_10_1_2_,38.11_37.91_37.90_37.89_36.80_,5_10_10_10_5_
13:25:27,37.93,3,14,38.23_38.24_38.34_42.84_42.85_,10_10_1_1_2_,38.12_38.02_37.84_37.83_37.82_,1_5_10_10_10_
13:25:53,37.93,3,14,38.23_38.24_38.34_42.84_42.85_,10_10_1_1_2_,38.12_38.03_37.84_37.83_37.82_,1_5_10_10_10_
13:28:12,37.93,3,14,38.23_38.24_38.34_42.84_42.85_,10_10_1_1_2_,38.12_38.04_37.84_37.83_37.82_,1_5_10_10_10_
13:28:53,37.93,3,14,38.23_38.24_38.34_42.84_42.85_,10_10_1_1_2_,38.16_38.12_37.84_37.83_37.82_,5_1_10_10_10_
13:29:34,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,38.15_37.84_37.83_37.82_36.80_,5_10_10_10_5_
13:30:00,37.93,3,14,38.23_38.24_42.84_42.85_,10_10_1_2_,37.84_37.83_37.82_36.80_36.50_,10_10_10_5_5_
