09:00:35,69.70,10,47,69.70_71.00_71.50_71.90_72.00_,2_1_1_1_1_,69.00_68.00_67.00_66.70_,3_1_2_2_
09:02:58,70.70,1,94,71.80_71.90_72.10_72.50_73.00_,3_1_1_15_5_,71.00_70.70_70.60_70.50_70.10_,1_6_2_4_6_
09:03:03,70.70,1,94,71.70_71.80_72.00_72.10_72.50_,2_1_1_1_15_,71.00_70.70_70.60_70.50_70.10_,1_6_2_4_6_
09:03:09,70.70,1,94,71.70_71.80_71.90_72.10_72.50_,2_1_1_1_15_,71.00_70.70_70.60_70.50_70.30_,2_6_2_4_1_
09:04:51,71.60,1,97,71.60_71.70_72.40_72.50_73.00_,1_2_1_15_6_,71.10_71.00_70.90_70.70_70.60_,2_9_1_9_2_
09:06:14,71.10,1,103,71.70_71.80_71.90_72.30_72.50_,4_1_1_1_15_,71.10_71.00_70.90_70.70_70.60_,4_5_1_9_3_
09:06:34,71.20,1,104,71.60_71.70_72.10_72.20_72.30_,5_4_1_1_1_,71.20_71.10_71.00_70.90_70.70_,1_4_5_1_9_
09:07:10,71.00,3,113,71.10_71.50_71.60_71.70_72.00_,4_7_5_2_1_,71.00_70.90_70.70_70.60_70.50_,2_2_9_3_6_
09:07:15,71.00,3,113,71.10_71.40_71.50_71.60_71.70_,4_6_1_5_2_,71.00_70.90_70.70_70.60_70.50_,2_2_9_3_6_
09:10:55,70.30,5,151,70.30_70.40_70.50_70.60_70.70_,3_5_1_2_3_,70.20_70.10_70.00_69.90_69.80_,1_7_15_2_2_
09:11:11,70.10,1,159,70.30_70.40_70.50_70.60_70.70_,4_5_2_3_2_,70.10_70.00_69.90_69.80_69.70_,3_15_1_2_14_
09:12:53,70.00,2,191,70.10_70.40_70.50_70.80_71.00_,5_2_2_3_2_,70.00_69.90_69.80_69.70_69.50_,5_5_2_13_4_
09:21:00,70.90,1,224,70.90_71.00_71.20_71.30_71.40_,1_2_3_3_1_,70.80_70.70_70.60_70.50_70.40_,3_7_7_5_1_
09:23:54,70.70,2,238,70.90_71.00_71.10_71.20_71.70_,5_2_6_2_5_,70.60_70.50_70.40_70.30_70.20_,11_5_1_2_3_
09:24:51,70.70,2,238,70.90_71.00_71.10_71.20_71.70_,5_2_6_2_5_,70.60_70.50_70.30_70.20_70.10_,12_6_2_3_2_
09:25:01,70.70,2,238,70.90_71.00_71.10_71.20_71.70_,5_2_6_2_5_,70.60_70.50_70.30_70.20_70.10_,13_6_2_3_2_
09:25:22,70.70,2,238,70.90_71.00_71.10_71.20_71.70_,5_2_6_2_5_,70.60_70.50_70.30_70.20_70.10_,14_6_2_3_2_
09:25:57,70.70,2,238,70.80_70.90_71.00_71.10_71.20_,1_5_2_6_2_,70.70_70.60_70.50_70.30_70.20_,6_9_6_2_3_
09:27:25,70.70,1,239,70.80_70.90_71.00_71.10_71.20_,1_5_5_3_2_,70.70_70.60_70.50_70.30_70.20_,6_6_9_2_3_
