13:00:53,27.75,1,1201,27.80_27.85_27.90_27.95_28.00_,39_26_28_21_113_,27.75_27.70_27.65_27.60_27.55_,21_3_14_50_107_
13:02:46,27.80,1,1206,27.80_27.85_27.90_27.95_28.00_,38_26_28_22_112_,27.75_27.70_27.65_27.60_27.55_,17_2_14_46_111_
13:02:56,27.75,18,1224,27.75_27.80_27.85_27.90_27.95_,12_38_26_29_21_,27.70_27.65_27.60_27.55_27.50_,2_7_53_91_88_
13:06:52,27.70,3,1255,27.75_27.80_27.85_27.90_27.95_,11_39_26_29_20_,27.70_27.65_27.60_27.55_27.50_,3_8_54_91_88_
13:07:33,27.70,3,1258,27.75_27.80_27.85_27.90_27.95_,12_39_26_29_20_,27.65_27.60_27.55_27.50_27.45_,6_54_87_72_69_
13:07:48,27.70,3,1258,27.75_27.80_27.85_27.90_27.95_,12_39_26_29_20_,27.65_27.60_27.55_27.50_27.45_,7_54_87_72_69_
13:08:03,27.70,3,1258,27.75_27.80_27.85_27.90_27.95_,12_39_26_29_20_,27.70_27.65_27.60_27.55_27.50_,3_6_54_91_87_
13:09:35,27.75,2,1283,27.75_27.80_27.85_27.90_27.95_,7_39_27_28_20_,27.60_27.55_27.50_27.45_27.40_,46_87_72_69_5_
13:10:42,27.75,4,1290,27.75_27.80_27.85_27.90_27.95_,3_39_26_28_20_,27.60_27.55_27.50_27.45_27.40_,57_92_73_69_5_
13:11:18,27.75,4,1290,27.75_27.80_27.85_27.90_27.95_,3_39_26_28_20_,27.60_27.55_27.50_27.45_27.40_,58_92_73_69_5_
13:11:38,27.75,4,1290,27.75_27.80_27.85_27.90_27.95_,3_39_26_28_20_,27.60_27.55_27.50_27.45_27.40_,52_99_73_69_5_
13:13:16,27.75,1,1291,27.75_27.80_27.85_27.90_27.95_,1_40_26_29_20_,27.65_27.60_27.55_27.50_27.45_,8_52_100_73_69_
13:13:21,27.75,1,1291,27.75_27.80_27.85_27.90_27.95_,1_40_26_29_20_,27.65_27.60_27.55_27.50_27.45_,9_58_93_73_69_
13:13:52,27.70,4,1295,27.75_27.80_27.85_27.90_27.95_,1_40_26_29_20_,27.70_27.65_27.60_27.55_27.50_,4_8_51_104_88_
13:14:07,27.70,4,1295,27.75_27.80_27.85_27.90_27.95_,1_40_26_29_20_,27.70_27.65_27.60_27.55_27.50_,7_7_51_104_88_
13:14:12,27.70,4,1295,27.75_27.80_27.85_27.90_27.95_,1_40_26_29_20_,27.70_27.65_27.60_27.55_27.50_,7_2_56_104_88_
13:15:29,27.70,1,1300,27.75_27.80_27.85_27.90_27.95_,3_40_26_29_17_,27.70_27.65_27.60_27.55_27.50_,1_27_56_104_88_
13:16:00,27.75,1,1301,27.75_27.80_27.85_27.90_27.95_,3_39_26_29_17_,27.70_27.65_27.60_27.55_27.50_,1_27_62_96_88_
13:16:21,27.75,1,1303,27.75_27.80_27.85_27.90_27.95_,2_39_26_29_17_,27.65_27.60_27.55_27.50_27.45_,27_62_92_73_69_
13:17:22,27.75,1,1303,27.75_27.80_27.85_27.90_27.95_,3_38_26_29_17_,27.65_27.60_27.55_27.50_27.45_,27_62_92_73_69_
13:17:38,27.75,1,1303,27.75_27.80_27.85_27.90_27.95_,3_38_26_29_17_,27.65_27.60_27.55_27.50_27.45_,28_62_92_73_69_
13:18:03,27.75,1,1304,27.75_27.80_27.85_27.90_27.95_,2_38_26_29_17_,27.70_27.65_27.60_27.55_27.50_,1_27_62_96_88_
13:19:10,27.75,1,1306,27.75_27.80_27.85_27.90_27.95_,1_38_26_29_17_,27.70_27.65_27.60_27.55_27.50_,2_27_62_96_88_
13:19:35,27.75,1,1306,27.75_27.80_27.85_27.90_27.95_,1_38_26_29_17_,27.70_27.65_27.60_27.55_27.50_,2_27_55_103_88_
13:19:40,27.80,2,1308,27.80_27.85_27.90_27.95_28.00_,37_26_29_17_115_,27.70_27.65_27.60_27.55_27.50_,2_27_55_103_88_
13:19:45,27.80,2,1308,27.80_27.85_27.90_27.95_28.00_,37_26_28_18_115_,27.70_27.65_27.60_27.55_27.50_,2_27_55_103_88_
13:20:31,27.80,1,1310,27.80_27.85_27.90_27.95_28.00_,35_26_28_18_115_,27.70_27.65_27.60_27.55_27.50_,8_29_55_103_88_
13:22:14,27.80,1,1321,27.75_27.80_27.85_27.90_27.95_,6_42_26_28_16_,27.70_27.65_27.60_27.55_27.50_,8_29_64_96_88_
13:24:27,27.70,5,1348,27.80_27.85_27.90_27.95_28.00_,51_26_27_16_127_,27.70_27.65_27.60_27.55_27.50_,2_29_64_150_106_
13:24:53,27.70,1,1349,27.80_27.85_27.90_27.95_28.00_,51_26_27_16_127_,27.70_27.65_27.60_27.55_27.50_,3_29_57_150_106_
13:24:58,27.70,1,1350,27.80_27.85_27.90_27.95_28.00_,51_26_27_16_127_,27.70_27.65_27.60_27.55_27.50_,2_29_57_150_106_
13:25:36,27.70,1,1350,-,-,30.15_28.80_27.70_27.65_27.60_,324_27_2_27_55_
13:26:58,27.70,1,1350,27.80_27.85_27.90_27.95_28.00_,29_26_27_17_127_,27.75_27.70_27.65_27.60_27.55_,1_2_27_55_150_
13:27:08,27.70,1,1350,27.80_27.85_27.90_27.95_28.00_,30_26_27_17_127_,27.75_27.70_27.65_27.60_27.55_,1_7_27_55_150_
13:30:00,27.80,90,1440,27.80_27.85_27.90_27.95_28.00_,30_26_11_27_127_,27.75_27.70_27.65_27.60_27.55_,1_13_60_55_150_
