13:00:28,16.80,20,1719,16.90_16.95_17.00_17.05_17.10_,9_25_148_4_26_,16.80_16.75_16.70_16.65_,64_18_42_115_
13:02:16,16.80,60,1779,16.90_16.95_17.00_17.05_17.10_,10_25_149_4_26_,16.85_16.80_16.75_16.70_16.65_,1_6_33_42_115_
13:03:13,16.85,1,1780,16.85_16.90_16.95_17.00_17.05_,2_28_23_132_4_,16.80_16.75_16.70_16.65_,6_33_70_115_
13:04:35,16.75,20,1800,16.85_16.90_16.95_17.00_17.05_,2_28_23_132_4_,16.75_16.70_16.65_,19_70_115_
13:05:31,16.75,1,1801,16.85_16.90_16.95_17.00_17.05_,1_28_23_132_4_,16.75_16.70_16.65_,22_66_115_
13:06:22,16.75,1,1801,16.85_16.90_16.95_17.00_17.05_,1_28_23_132_4_,16.75_16.70_16.65_,22_65_115_
13:07:34,16.75,1,1802,16.85_16.90_16.95_17.00_17.05_,1_28_23_132_4_,16.75_16.70_16.65_,17_65_115_
13:08:46,16.75,1,1802,16.85_16.90_16.95_17.00_17.05_,1_28_24_132_4_,16.80_16.75_16.70_16.65_,4_17_65_115_
13:11:56,16.80,4,1806,16.80_16.85_16.90_16.95_17.00_,5_20_16_7_132_,16.75_16.70_16.65_,2_80_115_
13:12:11,16.80,4,1806,16.80_16.85_16.90_16.95_17.00_,5_20_16_7_132_,16.75_16.70_16.65_,2_82_115_
13:12:36,16.80,4,1806,16.80_16.85_16.90_16.95_17.00_,5_20_16_7_132_,16.75_16.70_16.65_,3_82_115_
13:13:33,16.80,4,1806,16.80_16.85_16.90_16.95_17.00_,5_20_16_7_132_,16.75_16.70_16.65_,14_83_115_
13:14:34,16.80,4,1806,16.80_16.85_16.90_16.95_17.00_,5_20_16_7_132_,16.75_16.70_16.65_,14_80_115_
13:17:18,16.80,4,1806,16.80_16.85_16.90_16.95_17.00_,5_20_16_7_132_,16.75_16.70_16.65_,20_80_115_
13:19:22,16.80,4,1806,16.80_16.85_16.90_16.95_17.00_,5_20_16_7_132_,16.75_16.70_16.65_,21_80_115_
13:19:52,16.80,4,1806,16.80_16.85_16.90_16.95_17.00_,5_19_16_7_132_,16.75_16.70_16.65_,21_80_115_
13:21:30,16.75,9,1843,16.85_16.90_16.95_17.00_17.05_,19_19_10_132_4_,16.70_16.65_,81_115_
13:21:45,16.70,52,1899,16.85_16.90_16.95_17.00_17.05_,19_19_10_132_4_,16.70_16.65_,25_115_
13:22:01,16.70,52,1899,16.85_16.90_16.95_17.00_17.05_,19_17_10_132_4_,16.70_16.65_,25_115_
13:23:28,16.70,1,1900,16.85_16.90_16.95_17.00_17.05_,19_17_10_132_4_,16.70_16.65_,24_115_
13:25:37,16.85,1,1904,16.85_16.90_16.95_17.00_17.05_,19_17_10_132_3_,16.70_16.65_,10_115_
13:26:02,16.85,1,1904,16.85_16.90_16.95_17.00_17.05_,19_17_10_132_3_,16.70_16.65_,10_116_
13:30:00,16.85,10,1914,16.85_16.90_16.95_17.00_17.05_,19_53_7_132_3_,16.80_16.75_16.70_16.65_,10_24_104_135_
09:00:15,16.60,8,8,16.70_16.85_16.95_17.00_17.05_,1_1_3_2_6_,16.60_16.55_16.50_16.40_16.35_,1_4_3_5_3_
09:00:15,16.60,8,8,16.70_16.85_16.95_17.00_17.05_,1_1_3_2_6_,16.60_16.55_16.50_16.40_16.35_,1_4_3_5_3_
09:00:25,16.60,8,8,16.70_16.85_16.95_17.00_17.05_,1_3_3_2_6_,16.60_16.55_16.50_16.40_16.35_,1_4_3_5_3_
09:00:25,16.60,8,8,16.70_16.85_16.95_17.00_17.05_,1_3_3_2_6_,16.60_16.55_16.50_16.40_16.35_,1_4_3_5_3_
09:00:25,16.60,8,8,16.70_16.85_16.95_17.00_17.05_,1_3_3_2_6_,16.60_16.55_16.50_16.40_16.35_,1_4_3_5_3_
09:00:25,16.60,8,8,16.70_16.85_16.95_17.00_17.05_,1_3_3_2_6_,16.60_16.55_16.50_16.40_16.35_,1_4_3_5_3_
09:00:46,16.60,8,8,16.70_16.85_16.95_17.00_17.05_,1_3_3_2_6_,16.65_16.60_16.55_16.50_16.40_,5_1_4_3_5_
09:00:51,16.60,8,8,16.70_16.85_16.95_17.00_17.05_,1_3_3_2_6_,16.65_16.60_16.55_16.50_16.40_,5_3_4_3_5_
09:00:51,16.60,8,8,16.70_16.85_16.95_17.00_17.05_,1_3_3_2_6_,16.65_16.60_16.55_16.50_16.40_,5_3_4_3_5_
09:00:51,16.60,8,8,16.70_16.85_16.95_17.00_17.05_,1_3_3_2_6_,16.65_16.60_16.55_16.50_16.40_,5_3_4_3_5_
09:00:51,16.60,8,8,16.70_16.85_16.95_17.00_17.05_,1_3_3_2_6_,16.65_16.60_16.55_16.50_16.40_,5_3_4_3_5_
09:01:11,16.70,1,9,16.85_16.95_17.00_17.05_17.10_,3_3_2_6_2_,16.70_16.65_16.60_16.55_16.50_,2_5_5_4_3_
09:01:16,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,2_5_5_1_3_
09:01:21,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,3_5_5_1_3_
09:01:26,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,4_5_5_1_3_
09:01:32,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,4_5_5_3_3_
09:01:32,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,4_5_5_3_3_
09:01:32,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,4_5_5_3_3_
09:01:32,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,4_5_5_3_3_
09:01:47,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,5_5_5_3_3_
09:01:47,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,5_5_5_3_3_
09:01:57,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,6_5_5_3_3_
09:01:57,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,6_5_5_3_3_
09:01:57,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,6_5_5_3_3_
09:01:57,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,6_5_5_3_3_
09:01:57,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,6_5_5_3_3_
09:01:57,16.70,1,9,16.85_16.90_16.95_17.00_17.05_,21_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,6_5_5_3_3_
09:02:28,16.70,1,9,16.80_16.85_16.90_16.95_17.00_,2_19_7_3_2_,16.70_16.65_16.60_16.55_16.50_,6_5_5_3_3_
09:02:38,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,19_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,6_5_5_3_3_
09:02:38,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,19_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,6_5_5_3_3_
09:02:38,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,19_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,6_5_5_3_3_
09:02:49,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,19_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,8_5_5_3_3_
09:02:49,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,19_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,8_5_5_3_3_
09:02:49,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,19_7_3_2_6_,16.70_16.65_16.60_16.55_16.50_,8_5_5_3_3_
09:03:04,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,19_7_3_2_6_,16.80_16.75_16.70_16.65_16.60_,10_2_8_5_5_
09:03:09,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,1_18_10_2_6_,16.80_16.75_16.70_16.65_16.60_,10_2_8_5_5_
09:03:09,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,1_18_10_2_6_,16.80_16.75_16.70_16.65_16.60_,10_2_8_5_5_
09:03:09,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,1_18_10_2_6_,16.80_16.75_16.70_16.65_16.60_,10_2_8_5_5_
09:03:09,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,1_18_10_2_6_,16.80_16.75_16.70_16.65_16.60_,10_2_8_5_5_
09:03:30,16.80,2,11,16.85_16.90_16.95_17.00_17.05_,1_18_12_2_6_,16.80_16.75_16.70_16.65_16.60_,10_2_8_5_5_
09:03:35,16.85,1,12,16.90_16.95_17.00_17.05_17.15_,18_12_2_6_2_,16.85_16.80_16.75_16.70_16.65_,1_10_2_8_5_
09:03:40,16.85,1,12,16.95_17.00_17.05_17.15_17.20_,23_9_6_2_21_,16.85_16.80_16.75_16.70_16.65_,1_10_2_8_5_
