09:05:00,30.02,4,4,30.02_32.74_,5_1_,29.84_28.64_28.52_28.34_28.04_,8_3_1_4_5_
09:08:20,30.02,4,4,30.01_30.02_30.23_32.74_,2_5_104_1_,29.90_29.84_28.64_28.52_28.34_,1_8_4_1_4_
09:11:09,30.01,1,5,29.98_30.01_30.23_31.60_32.74_,8_3_105_1_1_,29.90_29.80_28.64_28.52_28.34_,1_8_4_1_4_
09:12:52,30.01,1,5,29.97_29.98_30.01_30.20_30.23_,2_8_1_104_1_,29.90_29.80_28.64_28.52_28.34_,1_8_4_1_4_
09:12:57,30.01,1,5,29.97_29.98_30.00_30.01_30.20_,2_8_5_1_104_,29.90_29.80_28.64_28.52_28.34_,1_8_4_1_4_
09:14:03,30.01,1,5,29.97_29.98_30.00_30.01_30.20_,2_8_5_1_104_,29.90_29.80_28.64_28.52_28.34_,1_8_4_1_4_
09:16:16,30.01,1,5,29.97_29.98_30.00_30.01_30.02_,2_8_5_1_1_,29.90_29.80_28.64_28.52_28.34_,1_9_3_1_4_
09:18:45,30.01,1,5,29.97_29.98_30.00_30.01_30.02_,2_8_5_1_1_,29.90_29.80_28.64_28.52_28.34_,1_8_4_1_4_
09:19:11,30.01,1,5,29.97_29.98_30.00_30.01_30.02_,2_8_5_1_1_,29.90_29.80_28.64_28.52_28.34_,1_9_3_1_4_
09:21:03,30.01,1,5,29.97_29.98_30.00_30.01_30.02_,2_8_5_1_1_,29.90_29.80_28.64_28.52_28.34_,1_9_3_1_4_
09:22:10,30.01,1,5,29.97_29.98_30.00_30.01_30.02_,2_8_5_1_1_,29.90_29.80_28.64_28.52_28.34_,1_9_3_1_4_
09:24:49,30.01,1,5,29.97_29.98_30.00_30.01_30.02_,2_8_5_1_1_,29.90_29.80_28.64_28.52_28.34_,1_9_3_1_4_
09:26:57,30.01,1,5,29.97_30.00_30.01_30.02_30.13_,2_5_1_9_100_,29.90_29.84_28.64_28.52_28.34_,1_9_3_1_4_
09:27:17,30.01,1,5,30.00_30.01_30.02_30.13_30.20_,5_1_9_100_4_,29.90_29.84_28.64_28.52_28.34_,1_9_3_1_4_
09:30:17,30.01,1,5,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.90_29.84_28.64_28.52_28.34_,1_8_4_1_4_
09:30:37,30.01,1,5,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.90_29.84_28.64_28.52_28.34_,1_8_3_1_4_
09:30:42,30.01,1,5,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.90_29.84_28.64_28.52_28.34_,1_8_4_1_4_
09:32:09,30.01,1,5,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.90_29.84_28.64_28.52_28.34_,1_9_3_1_4_
09:32:50,30.01,1,5,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.90_29.84_28.64_28.52_28.34_,1_8_4_1_4_
09:33:16,30.01,1,5,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.90_29.84_28.64_28.52_28.34_,1_8_4_1_4_
09:36:41,30.01,1,5,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.90_29.84_28.64_28.52_28.34_,1_8_4_1_4_
09:38:49,29.84,2,7,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.84_28.64_28.52_28.34_28.04_,8_3_1_4_5_
09:41:07,29.84,2,7,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.84_28.65_28.64_28.52_28.34_,8_4_3_1_4_
09:41:23,29.84,2,7,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.84_28.65_28.64_28.52_28.34_,7_5_3_1_4_
09:43:05,29.84,2,7,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.85_29.84_28.65_28.64_28.52_,3_7_4_3_1_
09:43:51,29.84,2,7,30.00_30.01_30.02_30.20_30.23_,5_1_9_104_1_,29.85_29.84_28.65_28.64_28.52_,2_7_4_3_1_
09:44:58,29.84,2,7,30.00_30.01_30.02_30.06_30.20_,5_1_1_8_104_,29.89_29.88_29.85_28.65_28.64_,2_9_2_4_3_
09:45:23,29.84,2,7,30.00_30.01_30.02_30.06_30.20_,5_1_1_8_104_,29.89_29.88_29.85_28.65_28.64_,3_8_2_4_3_
09:45:44,29.84,2,7,30.00_30.01_30.02_30.06_30.20_,5_1_1_8_104_,29.89_29.88_29.85_28.65_28.64_,2_9_2_4_3_
09:45:54,29.84,2,7,30.00_30.01_30.02_30.06_30.20_,5_1_1_8_104_,29.89_29.88_29.85_28.65_28.64_,3_8_2_4_3_
09:46:25,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_4_,29.91_29.89_29.85_28.65_28.64_,9_2_2_4_3_
09:46:35,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,2_8_3_2_4_
09:47:26,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,2_8_3_2_4_
09:47:42,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_4_,29.92_29.91_29.89_29.85_28.65_,3_8_2_2_4_
09:47:47,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,2_8_3_2_4_
09:47:57,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_4_,29.92_29.91_29.89_29.85_28.65_,2_8_2_2_4_
09:48:02,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,2_8_3_2_4_
09:49:14,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,2_8_3_2_4_
09:50:21,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,2_8_2_3_4_
09:51:27,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_4_,29.92_29.91_29.89_29.85_28.65_,3_8_2_2_4_
09:53:20,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,2_9_2_2_4_
09:54:21,29.84,2,7,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.96_29.92_29.91_29.89_29.85_,1_2_8_3_2_
09:56:50,29.92,3,13,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,1_9_2_2_4_
09:58:53,29.92,3,13,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,1_9_2_2_4_
09:59:24,29.92,3,13,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,1_8_3_2_4_
09:59:44,29.92,3,13,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,1_8_2_2_4_
10:00:25,29.92,3,13,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,1_8_3_2_4_
10:00:41,29.92,3,13,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,1_8_2_2_4_
10:00:46,29.92,3,13,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,1_8_2_3_4_
10:01:27,29.92,3,13,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,1_8_2_3_4_
10:03:14,29.92,3,13,30.00_30.01_30.02_30.10_30.20_,5_1_1_8_104_,29.92_29.91_29.89_29.85_28.65_,1_8_2_3_4_
10:06:45,29.92,3,13,29.99_30.00_30.01_30.02_30.10_,2_5_1_1_8_,29.95_29.92_29.91_29.89_29.85_,1_1_8_2_3_
