09:18:02,18.77,8,8,18.86_18.93_19.75_,8_35_1_,18.78_18.76_17.93_17.88_17.70_,70_8_3_10_4_
09:20:15,18.79,10,38,18.88_18.94_19.75_,8_35_1_,18.79_18.78_17.93_17.88_17.70_,70_8_3_10_4_
09:23:35,18.79,10,38,18.88_18.92_19.75_,8_35_1_,18.78_18.77_17.93_17.88_17.70_,8_70_3_10_4_
09:26:14,18.79,10,38,18.88_18.93_19.75_,8_35_1_,18.78_17.93_17.88_17.70_17.65_,78_3_10_4_1_
09:28:32,18.79,10,38,18.88_18.94_19.75_,8_35_1_,18.79_18.78_17.93_17.88_17.70_,70_8_3_10_4_
09:29:39,18.78,8,46,18.88_18.93_19.75_,8_35_1_,18.78_17.93_17.88_17.70_17.65_,70_3_10_4_1_
09:32:38,18.78,8,46,18.84_18.90_19.75_,8_35_1_,18.74_17.93_17.88_17.70_17.65_,8_3_10_4_1_
09:35:42,18.78,8,46,18.80_18.84_19.75_,8_35_1_,18.70_18.69_17.93_17.88_17.70_,8_70_3_10_4_
09:36:03,18.78,8,46,18.78_18.84_19.75_,8_35_1_,18.69_18.68_17.93_17.88_17.70_,70_8_3_10_4_
09:38:47,18.78,8,46,18.78_18.82_19.75_,8_35_1_,18.68_18.66_17.93_17.88_17.70_,8_70_3_10_4_
09:39:33,18.78,8,46,18.78_18.82_19.75_,8_35_1_,18.68_18.67_17.93_17.88_17.70_,8_70_3_10_4_
09:44:15,18.78,8,46,18.76_18.82_19.75_,8_35_1_,18.69_18.67_18.66_17.93_17.88_,1_70_8_3_10_
09:46:49,18.78,8,46,18.80_18.86_19.75_,8_35_1_,18.71_18.70_18.69_17.93_17.88_,70_8_2_3_10_
09:47:30,18.78,8,46,18.80_18.86_19.75_,8_35_1_,18.71_18.70_18.69_17.93_17.88_,70_8_2_3_10_
09:48:26,18.78,8,46,18.80_18.86_19.75_,8_35_1_,18.71_18.70_18.69_17.93_17.88_,70_8_2_3_10_
09:51:05,18.78,8,46,18.80_18.87_19.75_,8_35_1_,18.72_18.70_18.69_17.93_17.88_,70_8_2_3_10_
09:52:02,18.78,8,46,18.80_18.87_19.75_,8_35_1_,18.75_18.72_18.70_18.69_17.93_,1_70_8_1_3_
09:56:02,18.78,8,46,18.82_18.86_19.06_19.75_,8_35_1_1_,18.75_18.72_18.71_18.69_17.93_,1_8_70_1_3_
09:59:48,18.78,8,46,18.80_18.84_19.06_19.10_19.75_,8_35_1_1_1_,18.75_18.70_18.69_17.93_17.88_,1_8_71_3_10_
10:00:44,18.78,8,46,18.76_18.79_19.06_19.10_19.75_,8_35_1_1_1_,18.75_18.69_18.66_18.64_17.93_,1_1_8_70_3_
10:01:10,18.74,1,47,18.74_18.79_19.06_19.10_19.75_,7_35_1_1_1_,18.69_18.64_17.93_17.88_17.70_,1_78_3_10_4_
10:04:04,18.74,1,47,18.74_18.79_19.06_19.10_19.75_,7_35_1_1_1_,18.71_18.69_18.64_17.93_17.88_,1_1_78_3_10_
10:08:04,18.74,1,47,18.76_18.81_19.06_19.10_19.75_,8_35_1_1_1_,18.71_18.66_17.93_17.88_17.70_,1_79_3_10_4_
10:09:42,18.74,1,47,18.76_18.81_19.06_19.10_19.75_,8_35_1_1_1_,18.71_18.66_18.65_17.93_17.88_,1_9_70_3_10_
10:11:30,18.74,1,47,18.76_18.81_19.06_19.10_19.75_,8_35_1_1_1_,18.71_18.66_17.93_17.88_17.70_,1_79_3_10_4_
10:14:29,18.74,1,47,18.76_18.82_19.06_19.10_19.75_,8_35_1_1_1_,18.71_18.67_18.66_17.93_17.88_,1_70_9_3_10_
10:15:35,18.74,1,47,18.76_18.81_19.06_19.10_19.75_,8_35_1_1_1_,18.71_18.66_17.93_17.88_17.70_,1_79_3_10_4_
10:16:06,18.74,1,47,18.76_18.81_19.06_19.10_19.75_,8_35_1_1_1_,18.71_18.66_17.93_17.88_17.70_,1_79_3_10_4_
10:17:02,18.74,1,47,18.76_18.80_19.06_19.10_19.75_,8_35_1_1_1_,18.71_18.66_18.65_17.93_17.88_,1_9_70_3_10_
10:18:45,18.74,1,47,18.76_18.81_19.06_19.10_19.75_,8_35_1_1_1_,18.74_18.66_17.93_17.88_17.70_,1_79_3_10_4_
10:19:26,18.74,1,47,18.76_18.80_19.06_19.10_19.75_,8_35_1_1_1_,18.74_18.66_18.65_17.93_17.88_,1_9_70_3_10_
10:20:53,18.74,1,47,18.76_18.82_19.06_19.10_19.75_,8_35_1_1_1_,18.74_18.67_18.66_17.93_17.88_,1_70_9_3_10_
10:23:57,18.76,1,48,18.78_18.83_19.06_19.10_19.75_,8_35_1_1_1_,18.68_18.66_17.93_17.88_17.70_,78_1_3_10_4_
10:26:31,18.76,1,48,18.78_18.84_19.06_19.10_19.75_,8_35_1_1_1_,18.69_18.68_18.66_17.93_17.88_,70_8_1_3_10_
10:28:08,18.76,1,48,18.78_18.84_19.06_19.10_19.75_,8_35_1_1_1_,18.69_18.68_18.66_17.93_17.88_,1_78_1_3_10_
10:29:00,18.76,1,48,18.78_18.84_19.06_19.10_19.75_,8_35_1_1_1_,18.69_18.68_18.66_17.93_17.88_,71_8_1_3_10_
10:31:03,18.76,1,48,18.78_18.85_19.06_19.10_19.75_,8_35_1_1_1_,18.70_18.69_18.68_18.66_17.93_,70_1_8_1_3_
10:36:25,18.76,1,48,18.78_18.84_19.06_19.10_19.75_,8_35_1_1_1_,18.69_18.68_18.66_17.93_17.88_,71_8_1_3_10_
10:39:25,18.76,1,48,18.80_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.70_18.69_18.66_17.93_,70_8_1_1_3_
10:42:50,18.76,1,48,18.82_18.88_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
10:45:54,18.76,1,48,18.82_18.88_19.06_19.10_19.75_,8_35_1_1_1_,18.73_18.72_18.69_18.66_17.93_,70_8_1_1_3_
10:46:51,18.76,1,48,18.82_18.88_19.06_19.10_19.75_,8_35_1_1_1_,18.73_18.72_18.69_18.66_17.93_,70_8_1_1_3_
10:47:27,18.76,1,48,18.82_18.88_19.06_19.10_19.75_,8_35_1_1_1_,18.73_18.72_18.69_18.66_17.93_,70_8_1_1_3_
10:47:37,18.76,1,48,18.82_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
10:49:14,18.76,1,48,18.82_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
10:50:16,18.76,1,48,18.82_18.86_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.71_18.69_18.66_17.93_,8_70_1_1_3_
10:51:23,18.76,1,48,18.82_18.86_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.71_18.69_18.66_17.93_,8_70_1_1_3_
10:51:33,18.76,1,48,18.82_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
10:52:09,18.76,1,48,18.82_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
10:54:01,18.76,1,48,18.82_18.88_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
10:54:11,18.76,1,48,18.82_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
10:58:28,18.76,1,48,18.82_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
11:00:20,18.76,1,48,18.82_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
11:01:52,18.76,1,48,18.82_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
11:03:30,18.76,1,48,18.82_18.85_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.70_18.69_18.66_17.93_,8_70_1_1_3_
11:07:05,18.76,1,48,18.80_18.83_19.06_19.10_19.75_,8_35_1_1_1_,18.70_18.69_18.68_18.66_17.93_,8_1_70_1_3_
11:08:06,18.76,1,48,18.80_18.85_19.06_19.10_19.75_,8_35_1_1_1_,18.70_18.69_18.66_17.93_17.88_,78_1_1_3_10_
11:11:37,18.76,1,48,18.80_18.85_19.06_19.10_19.75_,8_35_1_1_1_,18.70_18.69_18.66_17.93_17.88_,8_71_1_3_10_
11:13:14,18.76,1,48,18.80_18.86_19.06_19.10_19.75_,8_35_1_1_1_,18.71_18.70_18.69_18.66_17.93_,70_8_1_1_3_
11:13:40,18.76,1,48,18.80_18.86_19.06_19.10_19.75_,8_35_1_1_1_,18.71_18.70_18.69_18.66_17.93_,70_8_1_1_3_
11:15:53,18.76,1,48,18.80_18.86_19.06_19.10_19.75_,8_35_1_1_1_,18.71_18.70_18.69_18.66_17.93_,70_8_1_1_3_
11:16:49,18.76,1,48,18.80_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.70_18.69_18.66_17.93_,70_8_1_1_3_
11:17:10,18.76,1,48,18.80_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.70_18.69_18.66_17.93_,70_8_1_1_3_
11:19:03,18.76,1,48,18.82_18.88_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
11:19:38,18.76,1,48,18.82_18.87_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
11:20:50,18.76,1,48,18.82_18.88_19.06_19.10_19.75_,8_35_1_1_1_,18.73_18.72_18.69_18.66_17.93_,70_8_1_1_3_
11:21:42,18.76,1,48,18.82_18.88_19.06_19.10_19.75_,8_35_1_1_1_,18.72_18.69_18.66_17.93_17.88_,78_1_1_3_10_
11:22:07,18.76,1,48,18.82_18.88_19.06_19.10_19.75_,8_35_1_1_1_,18.73_18.72_18.69_18.66_17.93_,70_8_1_1_3_
11:23:40,18.76,1,48,18.82_18.89_19.06_19.10_19.75_,8_35_1_1_1_,18.73_18.72_18.69_18.66_17.93_,70_8_1_1_3_
11:23:50,18.76,1,48,18.82_18.88_19.06_19.10_19.75_,8_35_1_1_1_,18.73_18.72_18.69_18.66_17.93_,70_8_1_1_3_
11:26:34,18.76,1,48,18.84_18.90_19.06_19.10_19.75_,8_35_1_1_1_,18.75_18.74_18.69_18.66_17.93_,70_8_1_1_3_
11:26:44,18.76,1,48,18.84_18.89_19.06_19.10_19.75_,8_35_1_1_1_,18.74_18.69_18.66_17.93_17.88_,78_1_1_3_10_
11:28:42,18.76,1,48,18.84_18.90_19.06_19.10_19.75_,8_35_1_1_1_,18.75_18.74_18.69_18.66_17.93_,70_8_1_1_3_
11:31:51,18.76,1,48,18.84_18.92_19.06_19.10_19.75_,8_35_1_1_1_,18.77_18.74_18.69_18.66_17.93_,70_8_1_1_3_
11:32:58,18.76,1,48,18.86_18.92_19.06_19.10_19.75_,8_35_1_1_1_,18.76_18.69_18.66_17.93_17.88_,78_1_1_3_10_
11:34:25,18.76,1,48,18.86_18.92_19.06_19.10_19.75_,8_35_1_1_1_,18.77_18.76_18.69_18.66_17.93_,70_8_1_1_3_
11:35:37,18.76,1,48,18.88_18.94_19.06_19.10_19.75_,8_35_1_1_1_,18.79_18.78_18.69_18.66_17.93_,70_8_1_1_3_
11:36:54,18.76,1,48,18.90_18.96_19.06_19.10_19.75_,8_35_1_1_1_,18.80_18.69_18.66_17.93_17.88_,78_1_1_3_10_
11:36:59,18.76,1,48,18.90_18.96_19.06_19.10_19.75_,8_35_1_1_1_,18.81_18.80_18.69_18.66_17.93_,70_8_1_1_3_
11:37:40,18.76,1,48,18.90_18.96_19.06_19.10_19.75_,8_35_1_1_1_,18.80_18.69_18.66_17.93_17.88_,78_1_1_3_10_
11:38:46,18.76,1,48,18.90_18.97_19.06_19.10_19.75_,8_35_1_1_1_,18.81_18.80_18.69_18.66_17.93_,70_8_1_1_3_
11:41:05,18.76,1,48,18.92_18.99_19.06_19.10_19.75_,8_35_1_1_1_,18.84_18.82_18.69_18.66_17.93_,70_8_1_1_3_
11:41:20,18.76,1,48,18.94_19.00_19.06_19.10_19.75_,8_35_1_1_1_,18.85_18.84_18.69_18.66_17.93_,70_8_1_1_3_
11:42:01,18.76,1,48,18.94_19.00_19.06_19.10_19.75_,8_35_1_1_1_,18.85_18.84_18.69_18.66_17.93_,70_8_1_1_3_
11:44:09,18.76,1,48,18.94_19.01_19.06_19.10_19.75_,8_35_1_1_1_,18.86_18.84_18.69_18.66_17.93_,70_8_1_1_3_
11:47:09,18.76,1,48,18.94_19.01_19.06_19.10_19.75_,8_35_1_1_1_,18.85_18.84_18.69_18.66_17.93_,70_8_1_1_3_
11:47:19,18.76,1,48,18.94_19.00_19.06_19.10_19.75_,8_35_1_1_1_,18.85_18.84_18.69_18.66_17.93_,70_8_1_1_3_
