09:11:36,30.60,1,1,30.75_31.00_32.99_,8_105_1_,30.55_29.15_29.10_29.02_29.00_,8_3_1_5_4_
09:16:13,30.60,1,1,30.79_31.00_32.99_,8_105_1_,30.59_29.15_29.10_29.02_29.00_,8_3_1_5_4_
09:17:45,30.60,1,1,30.79_31.00_32.99_,8_105_1_,30.59_29.15_29.10_29.02_29.00_,8_3_1_5_4_
09:20:54,30.60,1,1,30.66_30.79_31.00_32.99_,1_8_105_1_,30.59_29.15_29.10_29.02_29.00_,8_3_1_5_4_
09:31:40,30.60,1,1,30.66_30.79_31.00_32.99_,1_8_105_1_,30.59_29.15_29.10_29.02_29.00_,8_3_1_5_4_
09:32:41,30.60,1,1,30.66_30.79_31.00_32.99_,1_8_105_1_,30.59_29.15_29.10_29.02_29.00_,9_2_1_5_4_
09:32:47,30.60,1,1,30.66_30.79_31.00_32.99_,1_8_105_1_,30.59_29.15_29.10_29.02_29.00_,8_2_1_5_4_
09:32:52,30.60,1,1,30.66_30.83_31.00_32.99_,1_8_105_1_,30.63_29.15_29.10_29.02_29.00_,8_3_1_5_4_
09:36:42,30.67,1,2,30.87_31.00_32.99_,8_105_1_,30.67_30.63_29.15_29.10_29.02_,7_1_2_1_5_
09:37:59,30.67,1,2,30.70_30.87_31.00_32.99_,1_8_105_1_,30.67_30.63_29.15_29.10_29.02_,7_1_2_1_5_
09:38:14,30.71,1,3,30.91_31.00_32.99_,8_105_1_,30.71_30.67_29.15_29.10_29.02_,7_1_2_1_5_
09:38:19,30.71,1,3,30.91_31.00_32.99_,8_105_1_,30.71_29.15_29.10_29.02_29.00_,7_3_1_5_4_
09:42:56,30.71,1,3,30.91_31.00_32.99_,8_105_1_,30.71_29.15_29.10_29.02_29.00_,7_3_1_5_4_
09:51:13,30.71,1,3,30.90_30.91_31.00_32.99_,2_8_105_1_,30.71_29.15_29.10_29.02_29.00_,7_3_1_5_4_
09:54:49,30.71,1,3,30.90_30.91_31.00_32.99_,2_8_105_1_,30.71_29.15_29.10_29.02_29.00_,7_3_1_5_4_
09:56:06,30.71,1,3,30.90_30.91_31.00_32.99_,2_8_105_1_,30.71_29.15_29.10_29.02_29.00_,7_3_1_5_4_
09:56:52,30.71,1,3,30.90_30.91_31.00_32.99_,2_8_105_1_,30.71_29.15_29.10_29.02_29.00_,7_3_1_5_4_
09:56:57,30.71,1,3,30.90_30.91_31.00_32.99_,2_8_5_1_,30.71_29.15_29.10_29.02_29.00_,7_3_1_5_4_
09:57:02,30.71,1,3,30.90_30.91_31.00_32.99_,2_108_5_1_,30.71_29.15_29.10_29.02_29.00_,7_3_1_5_4_
09:57:12,30.71,1,3,30.90_30.91_31.00_32.99_,2_8_105_1_,30.71_29.15_29.10_29.02_29.00_,7_3_1_5_4_
09:57:38,30.71,1,3,30.90_30.91_31.00_32.99_,2_108_5_1_,30.71_29.15_29.10_29.02_29.00_,7_3_1_5_4_
