13:00:11,18.70,1,20,18.79_18.91_19.70_,35_8_1_,18.73_18.67_18.50_18.36_18.22_,8_70_1_1_2_
13:02:04,18.70,1,20,18.80_18.91_19.70_,35_8_1_,18.73_18.69_18.50_18.36_18.22_,8_70_1_1_2_
13:02:29,18.70,1,20,18.80_18.91_19.70_,35_8_1_,18.73_18.68_18.50_18.36_18.22_,8_70_1_1_2_
13:02:55,18.70,1,20,18.80_18.91_19.70_,35_8_1_,18.73_18.69_18.50_18.36_18.22_,8_70_1_1_2_
13:04:47,18.70,1,20,18.82_18.93_19.70_,35_8_1_,18.75_18.71_18.50_18.36_18.22_,8_70_1_1_2_
13:06:14,18.70,1,20,18.82_18.96_19.70_,35_8_1_,18.78_18.71_18.50_18.36_18.22_,8_70_1_1_2_
13:06:35,18.70,1,20,18.83_18.94_19.70_,35_8_1_,18.76_18.71_18.50_18.36_18.22_,8_70_1_1_2_
13:07:11,18.70,1,20,18.83_18.94_19.70_,35_8_1_,18.76_18.72_18.50_18.36_18.22_,8_70_1_1_2_
13:07:52,18.70,1,20,18.83_18.94_19.70_,35_8_1_,18.76_18.72_18.50_18.36_18.22_,8_70_1_1_2_
13:09:14,18.70,1,20,18.84_18.94_19.70_,35_8_1_,18.77_18.72_18.50_18.36_18.22_,8_70_1_1_2_
13:10:10,18.70,1,20,18.84_18.94_19.70_,35_8_1_,18.77_18.60_18.50_18.36_18.22_,8_1_1_1_2_
13:11:01,18.70,1,20,18.85_18.97_19.70_,35_8_1_,18.79_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:12:39,18.70,1,20,18.86_18.98_19.70_,35_8_1_,18.81_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:12:44,18.70,1,20,18.85_18.98_19.70_,35_8_1_,18.81_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:14:00,18.70,1,20,18.85_18.98_19.70_,35_8_1_,18.81_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:14:11,18.70,1,20,18.85_18.98_19.70_,35_8_1_,18.81_18.73_18.60_18.50_18.36_,8_70_1_1_1_
13:14:41,18.70,1,20,18.86_19.02_19.70_,35_8_1_,18.84_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:15:38,18.70,1,20,18.85_18.98_19.70_,35_8_1_,18.81_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:15:58,18.70,1,20,18.86_18.98_19.70_,35_8_1_,18.81_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:16:19,18.70,1,20,18.85_18.98_19.70_,35_8_1_,18.81_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:16:29,18.70,1,20,18.85_18.98_19.70_,35_8_1_,18.81_18.73_18.60_18.50_18.36_,8_70_1_1_1_
13:18:06,18.70,1,20,18.85_18.97_19.70_,35_8_1_,18.79_18.73_18.60_18.50_18.36_,8_70_1_1_1_
13:18:17,18.70,1,20,18.85_18.97_19.70_,35_8_1_,18.79_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:18:32,18.70,1,20,18.85_18.97_19.70_,35_8_1_,18.79_18.73_18.60_18.50_18.36_,8_70_1_1_1_
13:18:47,18.70,1,20,18.85_18.97_19.70_,35_8_1_,18.79_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:22:22,18.70,1,20,18.86_18.98_19.70_,35_8_1_,18.80_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:22:48,18.70,1,20,18.86_18.98_19.70_,35_8_1_,18.80_18.74_18.60_18.50_18.36_,8_70_1_1_1_
13:25:27,18.70,1,20,18.85_18.98_19.70_,1_8_1_,18.80_18.75_18.60_18.50_18.36_,8_1_1_1_1_
13:26:08,18.70,1,20,18.85_18.96_19.70_,1_8_1_,18.78_18.75_18.60_18.50_18.36_,8_1_1_1_1_
13:29:23,18.70,1,20,18.96_19.70_,8_1_,18.78_18.60_18.50_18.36_18.22_,8_1_1_1_2_
13:30:00,18.70,1,20,18.96_19.70_,8_1_,18.78_18.60_18.50_18.36_18.22_,8_1_1_1_2_
09:41:26,18.70,1,1,18.79_18.85_19.65_,35_8_1_,18.68_18.67_18.30_18.10_17.90_,70_8_1_1_4_
09:42:27,18.70,1,1,18.79_18.85_19.65_,35_8_1_,18.68_18.67_18.30_18.10_17.90_,70_8_1_1_4_
09:43:18,18.70,1,1,18.79_18.85_19.65_,35_8_1_,18.67_18.30_18.10_17.90_17.65_,78_1_1_4_4_
09:43:24,18.70,1,1,18.79_18.85_19.65_,35_8_1_,18.68_18.67_18.30_18.10_17.90_,70_8_1_1_4_
09:43:24,18.70,1,1,18.79_18.85_19.65_,35_8_1_,18.68_18.67_18.30_18.10_17.90_,70_8_1_1_4_
09:43:34,18.70,1,1,18.78_18.85_19.65_,35_8_1_,18.67_18.30_18.10_17.90_17.65_,78_1_1_4_4_
09:43:34,18.70,1,1,18.78_18.85_19.65_,35_8_1_,18.67_18.30_18.10_17.90_17.65_,78_1_1_4_4_
09:44:00,18.70,1,1,18.78_18.85_19.65_,35_8_1_,18.67_18.30_18.10_17.90_17.65_,78_1_1_4_4_
09:44:41,18.70,1,1,18.78_18.85_19.65_,35_8_1_,18.67_18.66_18.30_18.10_17.90_,8_70_1_1_4_
09:45:11,18.70,1,1,18.78_18.85_19.65_,35_8_1_,18.67_18.30_18.10_17.90_17.65_,78_1_1_4_4_
09:45:11,18.70,1,1,18.78_18.85_19.65_,35_8_1_,18.67_18.30_18.10_17.90_17.65_,78_1_1_4_4_
09:45:11,18.70,1,1,18.78_18.85_19.65_,35_8_1_,18.67_18.30_18.10_17.90_17.65_,78_1_1_4_4_
09:45:27,18.70,1,1,18.78_18.85_19.65_,35_8_1_,18.67_18.66_18.30_18.10_17.90_,8_70_1_1_4_
09:45:32,18.70,1,1,18.77_18.85_19.65_,35_8_1_,18.67_18.66_18.30_18.10_17.90_,8_70_1_1_4_
09:46:08,18.70,1,1,18.78_18.88_19.65_,35_8_1_,18.70_18.67_18.30_18.10_17.90_,8_70_1_1_4_
09:46:18,18.70,1,1,18.78_18.86_19.65_,35_8_1_,18.68_18.67_18.30_18.10_17.90_,8_70_1_1_4_
09:46:18,18.70,1,1,18.78_18.86_19.65_,35_8_1_,18.68_18.67_18.30_18.10_17.90_,8_70_1_1_4_
09:46:18,18.70,1,1,18.78_18.86_19.65_,35_8_1_,18.68_18.67_18.30_18.10_17.90_,8_70_1_1_4_
09:46:18,18.70,1,1,18.78_18.86_19.65_,35_8_1_,18.68_18.67_18.30_18.10_17.90_,8_70_1_1_4_
09:47:09,18.70,1,1,18.77_18.86_19.65_,35_8_1_,18.68_18.66_18.30_18.10_17.90_,8_70_1_1_4_
09:48:11,18.70,1,1,18.78_18.89_19.65_,35_8_1_,18.71_18.67_18.30_18.10_17.90_,8_70_1_1_4_
09:48:16,18.70,1,1,18.78_18.89_19.65_,35_8_1_,18.71_18.66_18.30_18.10_17.90_,8_70_1_1_4_
09:48:16,18.70,1,1,18.78_18.89_19.65_,35_8_1_,18.71_18.66_18.30_18.10_17.90_,8_70_1_1_4_
09:48:36,18.70,1,1,18.77_18.89_19.65_,35_8_1_,18.71_18.66_18.30_18.10_17.90_,8_70_1_1_4_
09:50:44,18.70,1,1,18.79_18.89_19.65_,35_8_1_,18.71_18.67_18.30_18.10_17.90_,8_70_1_1_4_
09:51:00,18.70,1,1,18.79_18.89_19.65_,35_8_1_,18.71_18.68_18.30_18.10_17.90_,8_70_1_1_4_
09:51:00,18.70,1,1,18.79_18.89_19.65_,35_8_1_,18.71_18.68_18.30_18.10_17.90_,8_70_1_1_4_
09:51:00,18.70,1,1,18.79_18.89_19.65_,35_8_1_,18.71_18.68_18.30_18.10_17.90_,8_70_1_1_4_
09:52:58,18.72,1,3,18.75_18.79_18.90_19.65_,1_35_8_1_,18.72_18.68_18.30_18.10_17.90_,7_70_1_1_4_
09:54:30,18.72,1,3,18.75_18.79_18.90_19.65_,1_35_8_1_,18.72_18.68_18.30_18.10_17.90_,7_70_1_1_4_
