09:00:09,8.53,51,51,8.53_8.54_8.55_8.56_8.57_,261_307_423_400_400_,8.52_8.51_8.50_8.49_8.48_,408_1208_1163_791_794_
09:00:14,8.53,51,51,8.53_8.54_8.55_8.56_8.57_,261_407_423_400_400_,8.52_8.51_8.50_8.49_8.48_,408_1208_1163_791_794_
09:00:29,8.53,51,51,8.53_8.54_8.55_8.56_8.57_,261_307_423_400_400_,8.52_8.51_8.50_8.49_8.48_,708_1208_863_791_794_
09:00:50,8.53,51,51,8.53_8.54_8.55_8.56_8.57_,161_206_423_400_410_,8.52_8.51_8.50_8.49_8.48_,106_908_1163_791_794_
09:00:55,8.53,3,54,8.53_8.54_8.55_8.56_8.57_,258_306_423_400_410_,8.52_8.51_8.50_8.49_8.48_,106_1208_1463_791_794_
09:01:10,8.53,3,54,8.53_8.54_8.55_8.56_8.57_,258_306_423_400_410_,8.52_8.51_8.50_8.49_8.48_,106_1208_1463_791_794_
09:01:15,8.53,3,54,8.53_8.54_8.55_8.56_8.57_,258_306_423_400_410_,8.52_8.51_8.50_8.49_8.48_,106_1207_1463_791_794_
09:01:41,8.53,3,54,8.53_8.54_8.55_8.56_8.57_,258_356_423_400_410_,8.52_8.51_8.50_8.49_8.48_,106_1257_1563_791_794_
09:01:51,8.53,3,54,8.53_8.54_8.55_8.56_8.57_,258_456_423_400_410_,8.52_8.51_8.50_8.49_8.48_,106_1257_1563_791_794_
09:02:01,8.53,3,54,8.53_8.54_8.55_8.56_8.57_,308_306_323_300_310_,8.52_8.51_8.50_8.49_8.48_,106_957_1071_300_300_
09:02:17,8.52,106,160,8.52_8.53_8.54_8.55_8.56_,294_408_206_424_400_,8.51_8.50_8.49_8.48_8.47_,907_1612_1094_794_840_
09:02:37,8.52,106,160,8.52_8.53_8.54_8.55_8.56_,200_408_206_424_400_,8.51_8.50_8.49_8.48_8.47_,607_1612_1094_794_840_
09:02:57,8.52,106,160,8.52_8.53_8.54_8.55_8.56_,102_409_306_424_400_,8.51_8.50_8.49_8.48_8.47_,607_1612_1094_794_840_
09:03:02,8.52,106,160,8.52_8.53_8.54_8.55_8.56_,102_309_206_424_401_,8.51_8.50_8.49_8.48_8.47_,307_1312_1094_794_840_
09:03:28,8.52,106,160,8.52_8.53_8.54_8.55_8.56_,2_309_306_424_401_,8.51_8.50_8.49_8.48_8.47_,677_1262_794_794_841_
09:03:59,8.52,2,162,8.53_8.54_8.55_8.56_8.57_,309_306_424_401_410_,8.52_8.51_8.50_8.49_8.48_,18_677_1262_794_794_
09:04:09,8.52,18,180,8.52_8.53_8.54_8.55_8.56_,82_309_206_424_401_,8.51_8.50_8.49_8.48_8.47_,327_1312_1094_794_841_
09:04:19,8.52,18,180,8.52_8.53_8.54_8.55_8.56_,100_309_206_424_401_,8.51_8.50_8.49_8.48_8.47_,327_1312_1094_794_841_
09:04:50,8.52,18,180,8.53_8.54_8.55_8.56_8.57_,309_306_424_401_410_,8.51_8.50_8.49_8.48_8.47_,327_1312_794_794_841_
09:05:00,8.52,18,180,8.52_8.53_8.54_8.55_8.56_,2_309_306_424_401_,8.51_8.50_8.49_8.48_8.47_,627_1312_794_794_841_
09:05:21,8.52,2,182,8.52_8.53_8.54_8.55_8.56_,200_413_206_424_401_,8.51_8.50_8.49_8.48_8.47_,627_1612_1094_794_841_
09:05:46,8.52,2,182,8.52_8.53_8.54_8.55_8.56_,200_413_206_424_401_,8.51_8.50_8.49_8.48_8.47_,627_1612_1094_794_841_
09:06:22,8.52,2,182,8.52_8.53_8.54_8.55_8.56_,200_413_206_424_401_,8.51_8.50_8.49_8.48_8.47_,632_1612_1094_794_841_
09:06:48,8.52,1,183,8.52_8.53_8.54_8.55_8.56_,199_413_206_424_401_,8.51_8.50_8.49_8.48_8.47_,337_1512_1494_794_841_
09:06:53,8.52,1,183,8.52_8.53_8.54_8.55_8.56_,201_413_206_424_401_,8.51_8.50_8.49_8.48_8.47_,337_1512_1494_794_841_
09:07:08,8.52,5,188,8.52_8.53_8.54_8.55_8.56_,196_413_206_424_401_,8.51_8.50_8.49_8.48_8.47_,337_1512_1494_794_841_
09:07:24,8.52,5,188,8.52_8.53_8.54_8.55_8.56_,196_413_206_425_401_,8.51_8.50_8.49_8.48_8.47_,337_1512_1494_794_841_
09:07:39,8.52,5,188,8.52_8.53_8.54_8.55_8.56_,206_413_206_425_401_,8.51_8.50_8.49_8.48_8.47_,637_1612_1094_794_841_
09:08:00,8.52,5,188,8.52_8.53_8.54_8.55_8.56_,356_363_206_425_401_,8.51_8.50_8.49_8.48_8.47_,337_1512_1494_794_841_
09:08:05,8.52,5,188,8.52_8.53_8.54_8.55_8.56_,358_363_206_425_401_,8.51_8.50_8.49_8.48_8.47_,336_1212_1494_794_841_
09:08:30,8.52,5,188,8.52_8.53_8.54_8.55_8.56_,358_363_206_425_401_,8.51_8.50_8.49_8.48_8.47_,336_912_1494_1094_841_
09:08:41,8.51,100,288,8.52_8.53_8.54_8.55_8.56_,558_263_206_425_401_,8.51_8.50_8.49_8.48_8.47_,236_912_1494_794_841_
09:08:51,8.52,2,290,8.52_8.53_8.54_8.55_8.56_,456_263_106_325_301_,8.51_8.50_8.49_8.48_8.47_,313_421_700_300_350_
09:08:56,8.51,74,364,8.52_8.53_8.54_8.55_8.56_,456_263_106_325_301_,8.51_8.50_8.49_8.48_8.47_,239_421_700_600_350_
09:09:06,8.51,3,367,8.51_8.52_8.53_8.54_8.55_,97_456_163_106_325_,8.50_8.49_8.48_8.47_8.46_,371_1050_600_350_301_
09:09:22,8.51,3,367,8.52_8.53_8.54_8.55_8.56_,456_263_106_325_301_,8.50_8.49_8.48_8.47_8.46_,371_1052_600_350_301_
09:09:37,8.51,3,367,8.52_8.53_8.54_8.55_8.56_,456_263_106_325_301_,8.50_8.49_8.48_8.47_8.46_,721_1002_300_350_301_
09:09:52,8.51,3,367,8.52_8.53_8.54_8.55_8.56_,556_363_206_425_401_,8.51_8.50_8.49_8.48_8.47_,300_1213_1492_791_843_
09:10:13,8.51,3,390,8.52_8.53_8.54_8.55_8.56_,536_363_206_425_401_,8.51_8.50_8.49_8.48_8.47_,297_1213_1492_791_843_
09:10:38,8.51,3,390,8.52_8.53_8.54_8.55_8.56_,536_363_206_425_401_,8.51_8.50_8.49_8.48_8.47_,297_1213_1492_791_843_
09:11:09,8.51,3,390,8.52_8.53_8.54_8.55_8.56_,486_413_206_425_401_,8.51_8.50_8.49_8.48_8.47_,297_1213_1492_791_843_
09:11:19,8.51,3,390,8.52_8.53_8.54_8.55_8.56_,186_413_206_425_401_,8.51_8.50_8.49_8.48_8.47_,297_1513_1492_791_843_
09:11:30,8.51,3,390,8.52_8.53_8.54_8.55_8.56_,186_413_206_425_401_,8.51_8.50_8.49_8.48_8.47_,297_1613_1392_791_843_
09:11:40,8.51,3,390,8.52_8.53_8.54_8.55_8.56_,113_413_306_425_401_,8.51_8.50_8.49_8.48_8.47_,607_1613_1092_791_843_
09:11:55,8.51,3,390,8.52_8.53_8.54_8.55_8.56_,213_413_206_425_401_,8.51_8.50_8.49_8.48_8.47_,607_1613_1092_791_843_
09:12:11,8.51,3,390,8.52_8.53_8.54_8.55_8.56_,213_413_206_425_401_,8.51_8.50_8.49_8.48_8.47_,1007_1613_1092_791_843_
09:12:21,8.51,3,390,8.52_8.53_8.54_8.55_8.56_,13_413_406_425_401_,8.51_8.50_8.49_8.48_8.47_,1307_1613_792_791_843_
09:12:31,8.51,3,390,8.52_8.53_8.54_8.55_8.56_,113_413_306_425_401_,8.51_8.50_8.49_8.48_8.47_,1397_1613_1092_791_843_
09:12:42,8.52,10,400,8.52_8.53_8.54_8.55_8.56_,103_413_306_425_401_,8.51_8.50_8.49_8.48_8.47_,1397_1613_1092_791_843_
09:13:07,8.52,10,400,8.52_8.53_8.54_8.55_8.56_,203_413_206_425_401_,8.51_8.50_8.49_8.48_8.47_,1397_1613_1092_791_843_
09:13:17,8.52,10,400,8.52_8.53_8.54_8.55_8.56_,203_413_206_425_401_,8.51_8.50_8.49_8.48_8.47_,1401_1613_1092_791_843_
09:13:28,8.52,10,400,8.52_8.53_8.54_8.55_8.56_,103_413_306_425_401_,8.51_8.50_8.49_8.48_8.47_,1401_1609_1092_791_843_
09:13:38,8.52,3,403,8.53_8.54_8.55_8.56_8.57_,413_406_425_401_410_,8.52_8.51_8.50_8.49_8.48_,297_2247_1559_792_791_
09:13:48,8.52,3,403,8.53_8.54_8.55_8.56_8.57_,413_406_425_401_410_,8.52_8.51_8.50_8.49_8.48_,297_1947_1571_792_791_
09:13:58,8.52,3,403,8.53_8.54_8.55_8.56_8.57_,413_406_425_401_410_,8.52_8.51_8.50_8.49_8.48_,299_1947_1571_792_791_
