13:01:57,11.15,2,23167,-,-,11.15_11.10_11.05_11.00_10.95_,3875_514_317_328_119_
13:02:37,11.15,3,23170,-,-,11.15_11.10_11.05_11.00_10.95_,3885_514_317_328_119_
13:02:53,11.15,1,23171,-,-,11.15_11.10_11.05_11.00_10.95_,3884_514_317_328_119_
13:03:13,11.15,14,23185,-,-,11.15_11.10_11.05_11.00_10.95_,3875_514_317_328_119_
13:03:18,11.15,14,23185,-,-,11.15_11.10_11.05_11.00_10.95_,3956_514_317_323_119_
13:05:26,11.15,4,23199,-,-,11.15_11.10_11.05_11.00_10.95_,3991_514_217_323_99_
13:05:57,11.15,1,23200,-,-,11.15_11.10_11.05_11.00_10.95_,3990_514_217_323_99_
13:06:13,11.15,8,23208,-,-,11.15_11.10_11.05_11.00_10.95_,3982_514_217_323_99_
13:07:04,11.15,1,23216,-,-,11.15_11.10_11.05_11.00_10.95_,3944_514_217_323_99_
13:07:35,11.15,1,23216,-,-,11.15_11.10_11.05_11.00_10.95_,3954_514_217_323_99_
13:08:41,11.15,1,23217,-,-,11.15_11.10_11.05_11.00_10.95_,4037_508_217_323_99_
13:09:53,11.15,1,23218,-,-,11.15_11.10_11.05_11.00_10.95_,3948_508_217_323_99_
13:11:10,11.15,10,23228,-,-,11.15_11.10_11.05_11.00_10.95_,3943_508_217_323_99_
13:11:41,11.15,10,23228,-,-,11.15_11.10_11.05_11.00_10.95_,3945_508_217_323_99_
13:12:37,11.15,10,23228,-,-,11.15_11.10_11.05_11.00_10.95_,3946_508_217_323_99_
13:13:39,11.15,1,23230,-,-,11.15_11.10_11.05_11.00_10.95_,3967_508_217_323_99_
13:13:54,11.15,1,23230,-,-,11.15_11.10_11.05_11.00_10.95_,3967_508_209_323_99_
13:14:40,11.15,1,23230,-,-,11.15_11.10_11.05_11.00_10.95_,3969_508_209_323_99_
13:16:28,11.15,2,23240,-,-,11.15_11.10_11.05_11.00_10.95_,3870_508_209_323_99_
13:17:19,11.15,1,23241,-,-,11.15_11.10_11.05_11.00_10.95_,3931_508_209_323_99_
13:17:29,11.15,1,23241,-,-,11.15_11.10_11.05_11.00_10.95_,3935_508_209_323_99_
13:17:45,11.15,1,23241,-,-,11.15_11.10_11.05_11.00_10.95_,3935_508_209_323_98_
13:19:22,11.15,1,23263,-,-,11.15_11.10_11.05_11.00_10.95_,3942_505_208_323_100_
13:21:20,11.15,2,23274,-,-,11.15_11.10_11.05_11.00_10.95_,3941_505_208_323_97_
13:22:37,11.15,1,23375,-,-,11.15_11.10_11.05_11.00_10.95_,3782_505_208_323_95_
13:24:45,11.15,2,23411,-,-,11.15_11.10_11.05_11.00_10.95_,3845_505_208_305_85_
13:25:23,11.15,2,23411,-,-,11.15_11.10_11.05_11.00_10.95_,3756_505_188_205_85_
13:25:33,11.15,2,23411,-,-,11.15_11.10_11.05_11.00_10.95_,3869_505_188_205_85_
13:25:43,11.15,2,23411,-,-,11.15_11.10_11.05_11.00_10.95_,3872_505_188_205_85_
13:26:30,11.15,2,23411,-,-,11.15_11.10_11.05_11.00_10.95_,3861_495_188_205_85_
13:29:19,11.15,2,23411,-,-,11.15_11.10_11.05_11.00_10.95_,3847_495_188_205_85_
13:29:55,11.15,2,23411,-,-,11.15_11.10_11.05_11.00_10.95_,3851_495_188_205_85_
13:30:00,11.15,65,23476,-,-,11.15_11.10_11.05_11.00_10.95_,3853_495_188_205_85_
