09:00:50,24.20,4,487,24.25_24.30_24.35_24.40_24.45_,112_112_121_58_84_,24.20_24.15_24.10_24.05_24.00_,33_138_192_145_111_
09:03:24,24.10,6,849,24.10_24.15_24.20_24.25_24.30_,8_89_142_120_116_,24.05_24.00_23.95_23.90_23.85_,104_141_69_115_39_
09:03:29,24.10,3,852,24.10_24.15_24.20_24.25_24.30_,6_90_142_120_120_,24.05_24.00_23.95_23.90_23.85_,105_140_69_115_39_
09:05:16,24.10,1,1154,24.10_24.15_24.20_24.25_24.30_,41_108_126_120_121_,24.05_24.00_23.95_23.90_23.85_,99_146_68_122_39_
09:05:21,24.10,5,1159,24.10_24.15_24.20_24.25_24.30_,45_108_126_120_121_,24.05_24.00_23.95_23.90_23.85_,99_146_65_122_36_
09:05:26,24.10,3,1162,24.10_24.15_24.20_24.25_24.30_,45_108_126_120_121_,24.05_24.00_23.95_23.90_23.85_,138_158_65_122_36_
09:05:32,24.10,15,1177,24.10_24.15_24.20_24.25_24.30_,30_109_126_121_121_,24.05_24.00_23.95_23.90_23.85_,159_147_66_122_36_
09:05:42,24.10,10,1195,24.10_24.15_24.20_24.25_24.30_,18_118_128_121_121_,24.05_24.00_23.95_23.90_23.85_,163_146_66_122_36_
09:06:08,24.10,3,1258,24.15_24.20_24.25_24.30_24.35_,114_129_121_121_129_,24.10_24.05_24.00_23.95_23.90_,15_179_130_66_141_
09:06:13,24.10,11,1269,24.15_24.20_24.25_24.30_24.35_,114_130_121_121_129_,24.10_24.05_24.00_23.95_23.90_,28_178_130_66_141_
09:06:23,24.10,2,1271,24.15_24.20_24.25_24.30_24.35_,114_130_122_121_129_,24.10_24.05_24.00_23.95_23.90_,63_141_129_71_141_
09:06:28,24.10,2,1271,24.15_24.20_24.25_24.30_24.35_,114_130_122_121_129_,24.10_24.05_24.00_23.95_23.90_,66_136_129_71_141_
09:06:33,24.15,1,1272,24.15_24.20_24.25_24.30_24.35_,113_130_122_121_129_,24.10_24.05_24.00_23.95_23.90_,66_136_129_71_141_
09:06:38,24.15,4,1276,24.15_24.20_24.25_24.30_24.35_,112_130_122_121_129_,24.10_24.05_24.00_23.95_23.90_,66_136_129_71_141_
09:06:54,24.15,3,1291,24.15_24.20_24.25_24.30_24.35_,102_130_122_121_129_,24.10_24.05_24.00_23.95_23.90_,75_136_129_66_141_
09:06:59,24.15,3,1291,24.15_24.20_24.25_24.30_24.35_,102_130_122_121_129_,24.10_24.05_24.00_23.95_23.90_,77_136_129_66_141_
09:12:42,24.10,1,1752,24.15_24.20_24.25_24.30_24.35_,44_159_124_148_120_,24.10_24.05_24.00_23.95_23.90_,160_122_135_70_154_
09:13:08,24.10,1,1757,24.15_24.20_24.25_24.30_24.35_,40_161_124_155_120_,24.10_24.05_24.00_23.95_23.90_,198_124_113_65_163_
09:13:28,24.10,1,1758,24.15_24.20_24.25_24.30_24.35_,52_161_124_156_120_,24.10_24.05_24.00_23.95_23.90_,184_124_114_85_163_
09:13:49,24.15,3,1763,24.15_24.20_24.25_24.30_24.35_,52_166_124_156_120_,24.10_24.05_24.00_23.95_23.90_,182_124_109_100_163_
09:13:54,24.10,1,1764,24.15_24.20_24.25_24.30_24.35_,52_191_124_156_120_,24.10_24.05_24.00_23.95_23.90_,181_124_109_100_163_
09:14:09,24.15,1,1765,24.15_24.20_24.25_24.30_24.35_,53_192_124_156_120_,24.10_24.05_24.00_23.95_23.90_,188_124_108_100_163_
09:15:26,24.10,7,1779,24.15_24.20_24.25_24.30_24.35_,71_192_124_156_123_,24.10_24.05_24.00_23.95_23.90_,202_139_108_65_173_
09:16:07,24.15,10,1911,24.20_24.25_24.30_24.35_24.40_,208_124_157_125_57_,24.15_24.10_24.05_24.00_23.95_,25_236_96_108_85_
09:16:17,24.20,3,1919,24.20_24.25_24.30_24.35_24.40_,204_124_157_125_57_,24.15_24.10_24.05_24.00_23.95_,22_235_96_108_85_
09:16:22,24.15,23,1942,24.15_24.20_24.25_24.30_24.35_,7_204_124_157_125_,24.10_24.05_24.00_23.95_23.90_,235_96_108_85_130_
09:16:27,24.10,6,1948,24.15_24.20_24.25_24.30_24.35_,8_204_124_157_125_,24.10_24.05_24.00_23.95_23.90_,233_112_108_65_174_
09:20:18,24.15,5,2063,24.15_24.20_24.25_24.30_24.35_,71_268_226_168_125_,24.10_24.05_24.00_23.95_23.90_,266_117_114_115_174_
09:20:23,24.15,5,2063,24.15_24.20_24.25_24.30_24.35_,73_268_226_168_125_,24.10_24.05_24.00_23.95_23.90_,271_117_114_115_174_
09:20:28,24.10,5,2068,24.15_24.20_24.25_24.30_24.35_,73_268_226_168_125_,24.10_24.05_24.00_23.95_23.90_,266_117_114_115_174_
09:20:34,24.15,1,2069,24.15_24.20_24.25_24.30_24.35_,74_269_226_168_125_,24.10_24.05_24.00_23.95_23.90_,266_123_109_115_174_
09:21:30,24.15,3,2076,24.15_24.20_24.25_24.30_24.35_,123_269_216_168_125_,24.10_24.05_24.00_23.95_23.90_,277_117_108_115_174_
09:21:35,24.15,2,2078,24.15_24.20_24.25_24.30_24.35_,122_269_216_168_125_,24.10_24.05_24.00_23.95_23.90_,277_117_108_115_174_
09:21:40,24.15,20,2098,24.15_24.20_24.25_24.30_24.35_,102_269_216_168_125_,24.10_24.05_24.00_23.95_23.90_,277_117_108_115_174_
09:21:45,24.15,1,2099,24.15_24.20_24.25_24.30_24.35_,106_269_216_168_125_,24.10_24.05_24.00_23.95_23.90_,277_117_108_115_174_
09:21:50,24.15,2,2101,24.15_24.20_24.25_24.30_24.35_,104_269_216_168_125_,24.10_24.05_24.00_23.95_23.90_,271_121_108_115_174_
09:21:56,24.15,2,2101,24.15_24.20_24.25_24.30_24.35_,105_278_216_168_125_,24.10_24.05_24.00_23.95_23.90_,283_121_108_115_174_
09:22:06,24.10,1,2107,24.15_24.20_24.25_24.30_24.35_,101_289_216_168_125_,24.10_24.05_24.00_23.95_23.90_,285_127_108_115_174_
09:22:16,24.15,1,2110,24.15_24.20_24.25_24.30_24.35_,100_290_216_168_125_,24.10_24.05_24.00_23.95_23.90_,285_129_108_115_174_
09:26:06,24.20,7,2408,24.20_24.25_24.30_24.35_24.40_,283_217_169_136_60_,24.15_24.10_24.05_24.00_23.95_,58_266_96_108_139_
09:26:47,24.15,2,2428,24.20_24.25_24.30_24.35_24.40_,271_217_169_136_60_,24.15_24.10_24.05_24.00_23.95_,96_247_102_108_139_
09:26:52,24.20,7,2435,24.20_24.25_24.30_24.35_24.40_,265_217_169_136_60_,24.15_24.10_24.05_24.00_23.95_,93_247_102_110_139_
09:26:58,24.20,2,2437,24.20_24.25_24.30_24.35_24.40_,265_217_169_136_60_,24.15_24.10_24.05_24.00_23.95_,93_252_102_110_139_
09:27:13,24.20,5,2443,24.20_24.25_24.30_24.35_24.40_,260_227_169_136_60_,24.15_24.10_24.05_24.00_23.95_,93_251_102_110_139_
09:28:56,24.15,3,2599,24.15_24.20_24.25_24.30_24.35_,84_238_232_169_149_,24.10_24.05_24.00_23.95_23.90_,262_151_114_132_274_
09:29:16,24.15,1,2612,24.15_24.20_24.25_24.30_24.35_,78_239_232_170_149_,24.10_24.05_24.00_23.95_23.90_,272_154_114_132_274_
09:30:59,24.10,1,2649,24.15_24.20_24.25_24.30_24.35_,86_251_232_169_149_,24.10_24.05_24.00_23.95_23.90_,301_157_112_132_284_
09:31:04,24.15,1,2650,24.15_24.20_24.25_24.30_24.35_,85_251_232_169_149_,24.10_24.05_24.00_23.95_23.90_,301_158_111_132_284_
09:31:09,24.15,4,2654,24.15_24.20_24.25_24.30_24.35_,86_251_232_169_149_,24.10_24.05_24.00_23.95_23.90_,296_160_111_132_284_
09:31:14,24.15,4,2654,24.15_24.20_24.25_24.30_24.35_,88_251_232_169_149_,24.10_24.05_24.00_23.95_23.90_,315_160_111_132_284_
09:31:40,24.15,2,2656,24.15_24.20_24.25_24.30_24.35_,89_260_232_170_149_,24.10_24.05_24.00_23.95_23.90_,315_159_111_132_274_
09:32:26,24.15,1,2658,24.15_24.20_24.25_24.30_24.35_,110_262_232_169_149_,24.10_24.05_24.00_23.95_23.90_,316_159_116_132_274_
