09:00:05,12.61,481,481,12.62_12.63_12.64_12.65_12.66_,39_13_21_526_833_,12.61_12.60_12.59_12.58_12.57_,172_615_387_520_191_
09:00:10,12.61,171,652,12.61_12.62_12.63_12.64_12.65_,632_1248_1510_1918_926_,12.60_12.59_12.58_12.57_12.56_,615_386_520_191_167_
09:00:15,12.61,2,654,12.61_12.62_12.63_12.64_12.65_,631_901_1853_1518_526_,12.60_12.59_12.58_12.57_12.56_,615_385_520_191_167_
09:00:25,12.61,1,655,12.61_12.62_12.63_12.64_12.65_,634_901_2352_1513_526_,12.60_12.59_12.58_12.57_12.56_,601_385_524_191_167_
09:00:31,12.60,400,1055,12.61_12.62_12.63_12.64_12.65_,617_1368_1510_1513_926_,12.60_12.59_12.58_12.57_12.56_,216_385_524_191_167_
09:00:41,12.60,400,1055,12.61_12.62_12.63_12.64_12.65_,240_411_855_16_526_,12.60_12.59_12.58_12.57_12.56_,220_385_524_196_167_
09:00:46,12.60,10,1065,12.61_12.62_12.63_12.64_12.65_,615_36_855_16_526_,12.60_12.59_12.58_12.57_12.56_,214_390_524_196_167_
09:00:56,12.60,10,1065,12.61_12.62_12.63_12.64_12.65_,615_1533_2352_16_526_,12.60_12.59_12.58_12.57_12.56_,215_389_1023_1194_177_
09:01:01,12.60,145,1210,12.61_12.62_12.63_12.64_12.65_,615_1533_2352_16_526_,12.60_12.59_12.58_12.57_12.56_,100_389_1028_1194_177_
09:01:07,12.60,5,1215,12.61_12.62_12.63_12.64_12.65_,1737_1908_855_16_526_,12.60_12.59_12.58_12.57_12.56_,95_389_529_695_1175_
09:01:12,12.60,95,1310,12.60_12.61_12.62_12.63_12.64_,258_1883_1876_13_416_,12.59_12.58_12.57_12.56_12.55_,389_529_695_1175_1107_
09:01:17,12.61,50,1360,12.61_12.62_12.63_12.64_12.65_,2191_1876_512_16_926_,12.59_12.58_12.57_12.56_12.55_,389_529_695_1175_1107_
09:01:22,12.59,3,1363,12.60_12.61_12.62_12.63_12.64_,10_2191_1876_512_16_,12.59_12.58_12.57_12.56_12.55_,388_528_695_1175_1107_
09:01:27,12.60,8,1371,12.60_12.61_12.62_12.63_12.64_,696_1497_2375_43_416_,12.59_12.58_12.57_12.56_12.55_,388_529_696_1176_1107_
09:01:32,12.60,3,1374,12.60_12.61_12.62_12.63_12.64_,693_1497_2375_43_416_,12.59_12.58_12.57_12.56_12.55_,394_533_696_1176_1107_
09:01:37,12.60,3,1374,12.60_12.61_12.62_12.63_12.64_,693_1497_2375_43_416_,12.59_12.58_12.57_12.56_12.55_,394_528_701_1176_1108_
09:01:42,12.60,5,1379,12.60_12.61_12.62_12.63_12.64_,688_1497_2375_43_416_,12.59_12.58_12.57_12.56_12.55_,394_528_701_1176_1113_
09:01:48,12.60,5,1379,12.61_12.62_12.63_12.64_12.65_,2191_2375_43_16_926_,12.60_12.59_12.58_12.57_12.56_,5_396_528_701_1179_
09:01:53,12.60,2,1381,12.61_12.62_12.63_12.64_12.65_,694_2375_1540_16_926_,12.60_12.59_12.58_12.57_12.56_,3_396_1027_1201_181_
09:02:08,12.60,2,1381,12.61_12.62_12.63_12.64_12.65_,2191_2375_43_16_926_,12.60_12.59_12.58_12.57_12.56_,100_412_538_702_1382_
09:02:13,12.60,2,1381,12.61_12.62_12.63_12.64_12.65_,2191_1876_542_16_926_,12.60_12.59_12.58_12.57_12.56_,101_413_538_712_1382_
09:02:18,12.60,3,1384,12.61_12.62_12.63_12.64_12.65_,2191_1876_43_16_926_,12.60_12.59_12.58_12.57_12.56_,108_413_538_712_1382_
09:02:24,12.60,3,1384,12.61_12.62_12.63_12.64_12.65_,2191_2375_13_16_926_,12.60_12.59_12.58_12.57_12.56_,121_413_538_712_1383_
09:02:29,12.61,2,1386,12.61_12.62_12.63_12.64_12.65_,2189_2375_13_16_926_,12.60_12.59_12.58_12.57_12.56_,122_413_538_712_1383_
09:02:34,12.60,50,1436,12.61_12.62_12.63_12.64_12.65_,2189_2375_13_46_926_,12.60_12.59_12.58_12.57_12.56_,79_413_550_712_1383_
09:02:39,12.61,2,1438,12.61_12.62_12.63_12.64_12.65_,2187_1876_13_46_926_,12.60_12.59_12.58_12.57_12.56_,79_423_553_714_1383_
09:02:44,12.61,2,1438,12.61_12.62_12.63_12.64_12.65_,2686_1876_13_46_926_,12.60_12.59_12.58_12.57_12.56_,80_423_553_714_1383_
09:02:54,12.59,354,1792,12.60_12.61_12.62_12.63_12.64_,369_1189_379_13_46_,12.59_12.58_12.57_12.56_12.55_,149_553_215_728_1464_
09:02:59,12.60,1,1793,12.60_12.61_12.62_12.63_12.64_,368_2686_1876_13_46_,12.59_12.58_12.57_12.56_12.55_,149_553_714_1726_1464_
09:03:05,12.60,1,1793,12.60_12.61_12.62_12.63_12.64_,356_3059_1876_13_46_,12.59_12.58_12.57_12.56_12.55_,149_553_714_1726_1464_
09:03:10,12.60,1,1793,12.60_12.61_12.62_12.63_12.64_,697_2718_1876_13_446_,12.59_12.58_12.57_12.56_12.55_,149_565_1060_1726_1116_
09:03:20,12.59,150,1943,12.59_12.60_12.61_12.62_12.63_,800_1050_2365_1876_13_,12.58_12.57_12.56_12.55_12.54_,567_717_1726_2280_177_
09:03:25,12.59,150,1943,12.59_12.60_12.61_12.62_12.63_,800_1050_2365_1876_13_,12.58_12.57_12.56_12.55_12.54_,567_717_1727_2281_197_
09:03:35,12.59,1,1944,12.59_12.60_12.61_12.62_12.63_,799_1076_2365_1876_13_,12.58_12.57_12.56_12.55_12.54_,582_717_1729_2282_198_
09:03:56,12.59,2,2009,12.59_12.60_12.61_12.62_12.63_,765_736_2365_1876_13_,12.58_12.57_12.56_12.55_12.54_,565_1090_1929_1936_208_
09:04:01,12.59,51,2060,12.59_12.60_12.61_12.62_12.63_,738_836_2365_1876_13_,12.58_12.57_12.56_12.55_12.54_,565_1090_1929_1937_209_
09:04:16,12.59,20,2102,12.60_12.61_12.62_12.63_12.64_,1333_3059_1876_13_46_,12.59_12.58_12.57_12.56_12.55_,114_580_749_1536_2294_
09:04:21,12.59,20,2102,12.60_12.61_12.62_12.63_12.64_,1333_2718_1876_13_46_,12.59_12.58_12.57_12.56_12.55_,207_580_1093_1536_1948_
09:04:32,12.59,2,2104,12.60_12.61_12.62_12.63_12.64_,1333_2718_1876_15_46_,12.59_12.58_12.57_12.56_12.55_,209_580_1098_1536_1948_
09:04:42,12.60,1,2105,12.60_12.61_12.62_12.63_12.64_,1333_2718_1876_15_46_,12.59_12.58_12.57_12.56_12.55_,212_581_1097_1536_2450_
09:04:47,12.59,2,2107,12.60_12.61_12.62_12.63_12.64_,1333_3059_1876_15_46_,12.59_12.58_12.57_12.56_12.55_,210_581_1097_1536_2450_
09:04:52,12.60,1,2108,12.60_12.61_12.62_12.63_12.64_,1333_3059_1876_15_46_,12.59_12.58_12.57_12.56_12.55_,220_585_1102_1536_2455_
09:05:02,12.60,1,2108,12.60_12.61_12.62_12.63_12.64_,1333_1562_379_15_46_,12.59_12.58_12.57_12.56_12.55_,230_595_603_538_2455_
09:05:13,12.60,10,2118,12.60_12.61_12.62_12.63_12.64_,1324_3558_2375_514_46_,12.59_12.58_12.57_12.56_12.55_,242_595_1102_1540_2455_
09:05:18,12.60,10,2118,12.60_12.61_12.62_12.63_12.64_,1324_3558_2375_514_46_,12.59_12.58_12.57_12.56_12.55_,242_596_1102_1540_2455_
09:05:23,12.60,10,2118,12.60_12.61_12.62_12.63_12.64_,1665_3217_2375_514_46_,12.59_12.58_12.57_12.56_12.55_,244_596_1102_1540_2455_
09:05:28,12.60,10,2118,12.60_12.61_12.62_12.63_12.64_,1665_2718_1876_15_46_,12.59_12.58_12.57_12.56_12.55_,249_596_1102_1540_2450_
09:05:33,12.60,10,2128,12.60_12.61_12.62_12.63_12.64_,1675_2718_1876_15_46_,12.59_12.58_12.57_12.56_12.55_,249_596_1102_1540_2450_
09:05:38,12.59,249,2377,12.59_12.60_12.61_12.62_12.63_,151_2028_2365_1876_15_,12.58_12.57_12.56_12.55_12.54_,587_759_1543_2801_410_
09:05:44,12.60,11,2388,12.60_12.61_12.62_12.63_12.64_,2018_2365_1876_15_446_,12.58_12.57_12.56_12.55_12.54_,587_759_1543_2801_410_
09:05:49,12.60,2,2390,12.60_12.61_12.62_12.63_12.64_,2016_2365_1876_15_446_,12.58_12.57_12.56_12.55_12.54_,587_759_1543_2801_410_
09:05:59,12.60,2,2392,12.59_12.60_12.61_12.62_12.63_,3_2014_2365_1876_16_,12.58_12.57_12.56_12.55_12.54_,588_759_1545_2801_412_
09:06:04,12.59,5,2397,12.59_12.60_12.61_12.62_12.63_,339_1673_2365_1876_16_,12.58_12.57_12.56_12.55_12.54_,588_759_1545_2801_412_
09:06:09,12.59,5,2397,12.59_12.60_12.61_12.62_12.63_,339_1673_2365_1876_16_,12.58_12.57_12.56_12.55_12.54_,590_758_1545_2800_419_
