09:00:08,8.49,10,10,8.50_8.51_8.52_8.53_8.54_,500_810_430_400_400_,8.49_8.48_8.47_8.46_8.45_,7_1114_1404_817_842_
09:00:39,8.49,7,17,8.49_8.50_8.51_8.52_8.53_,200_800_410_430_400_,8.48_8.47_8.46_8.45_8.44_,814_1404_1317_1131_790_
09:01:15,8.49,7,17,8.49_8.50_8.51_8.52_8.53_,500_800_410_430_400_,8.48_8.47_8.46_8.45_8.44_,14_1210_1418_1331_790_
09:01:25,8.49,7,17,8.49_8.50_8.51_8.52_8.53_,500_800_400_430_400_,8.48_8.47_8.46_8.45_8.44_,14_1210_1418_1331_790_
09:01:51,8.49,7,17,8.49_8.50_8.51_8.52_8.53_,200_502_600_430_400_,8.48_8.47_8.46_8.45_8.44_,814_1400_1318_1131_790_
09:02:06,8.49,7,17,8.49_8.50_8.51_8.52_8.53_,200_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,814_1400_1318_1131_790_
09:02:16,8.48,10,27,8.50_8.51_8.52_8.53_8.54_,502_800_430_400_400_,8.48_8.47_8.46_8.45_8.44_,1104_1400_1018_1131_790_
09:02:27,8.48,10,27,8.50_8.51_8.52_8.53_8.54_,502_500_330_300_300_,8.48_8.47_8.46_8.45_8.44_,804_910_524_638_300_
09:02:37,8.48,10,27,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,804_1404_1318_1132_793_
09:02:47,8.49,1,28,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,804_1404_1318_1132_793_
09:03:18,8.49,1,30,8.49_8.50_8.51_8.52_8.53_,199_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,506_1404_1618_1132_793_
09:03:23,8.49,1,30,8.49_8.50_8.51_8.52_8.53_,200_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,806_1404_1318_1132_793_
09:03:39,8.49,10,40,8.49_8.50_8.51_8.52_8.53_,90_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,806_1404_1320_1132_793_
09:03:49,8.49,10,40,8.50_8.51_8.52_8.53_8.54_,802_600_430_400_400_,8.48_8.47_8.46_8.45_8.44_,806_1404_1420_1132_793_
09:03:59,8.49,6,46,8.49_8.50_8.51_8.52_8.53_,94_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,806_1404_1420_1132_793_
09:04:15,8.49,6,46,8.49_8.50_8.51_8.52_8.53_,200_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,807_1404_1420_1132_793_
09:04:40,8.49,6,46,8.49_8.50_8.51_8.52_8.53_,200_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,807_1404_1421_1132_793_
09:05:01,8.49,6,46,8.49_8.50_8.51_8.52_8.53_,200_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,807_1404_1421_1139_793_
09:05:11,8.49,6,46,8.49_8.50_8.51_8.52_8.53_,200_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,507_1404_1721_1139_793_
09:05:21,8.49,6,46,8.49_8.50_8.51_8.52_8.53_,200_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,507_1408_1721_1139_794_
09:05:37,8.49,1,47,8.49_8.50_8.51_8.52_8.53_,200_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,823_1408_1419_1139_794_
09:06:07,8.49,1,48,8.49_8.50_8.51_8.52_8.53_,199_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,525_1408_1719_1140_794_
09:06:48,8.49,1,48,8.49_8.50_8.51_8.52_8.53_,499_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,325_1408_1719_1139_794_
09:06:58,8.49,1,48,8.49_8.50_8.51_8.52_8.53_,499_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,625_1411_1419_1139_794_
09:07:19,8.49,1,49,8.49_8.50_8.51_8.52_8.53_,498_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,525_1412_1719_1144_794_
09:07:34,8.49,1,50,8.49_8.50_8.51_8.52_8.53_,497_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,531_1412_1619_1244_794_
09:07:50,8.49,1,50,8.49_8.50_8.51_8.52_8.53_,497_802_400_430_400_,8.48_8.47_8.46_8.45_8.44_,331_1412_1619_1244_794_
09:08:20,8.48,228,578,8.48_8.49_8.50_8.51_8.52_,369_497_502_300_330_,8.47_8.46_8.45_8.44_8.43_,923_1225_652_301_325_
09:09:11,8.48,300,879,8.48_8.49_8.50_8.51_8.52_,168_497_402_300_330_,8.47_8.46_8.45_8.44_8.43_,948_1225_654_301_325_
09:09:57,8.48,20,899,8.48_8.49_8.50_8.51_8.52_,148_497_402_300_330_,8.47_8.46_8.45_8.44_8.43_,344_925_1254_301_325_
09:10:08,8.48,20,899,8.48_8.49_8.50_8.51_8.52_,148_497_402_300_330_,8.47_8.46_8.45_8.44_8.43_,344_925_1254_301_325_
09:10:38,8.48,2,901,8.48_8.49_8.50_8.51_8.52_,146_197_402_300_330_,8.47_8.46_8.45_8.44_8.43_,944_1228_659_301_325_
09:10:59,8.48,20,931,8.48_8.49_8.50_8.51_8.52_,116_197_702_400_430_,8.47_8.46_8.45_8.44_8.43_,944_1528_1153_797_817_
09:11:04,8.48,20,931,8.48_8.49_8.50_8.51_8.52_,116_197_702_400_430_,8.47_8.46_8.45_8.44_8.43_,947_1528_1153_797_817_
09:11:30,8.48,20,931,8.48_8.49_8.50_8.51_8.52_,116_197_702_400_430_,8.47_8.46_8.45_8.44_8.43_,947_1528_1153_799_817_
09:11:50,8.48,10,941,8.48_8.49_8.50_8.51_8.52_,6_200_802_400_430_,8.47_8.46_8.45_8.44_8.43_,947_1528_1153_799_817_
09:12:00,8.48,10,941,8.48_8.49_8.50_8.51_8.52_,6_100_802_500_430_,8.47_8.46_8.45_8.44_8.43_,1247_1720_1153_799_817_
09:12:11,8.48,10,941,8.48_8.49_8.50_8.51_8.52_,6_100_802_500_430_,8.47_8.46_8.45_8.44_8.43_,947_1528_1153_801_817_
09:12:46,8.48,10,941,8.48_8.49_8.50_8.51_8.52_,6_200_802_400_430_,8.47_8.46_8.45_8.44_8.43_,947_1528_1153_801_817_
09:12:52,8.48,10,941,8.48_8.49_8.50_8.51_8.52_,6_100_802_500_430_,8.47_8.46_8.45_8.44_8.43_,1247_1718_1153_801_817_
09:13:07,8.48,10,941,8.48_8.49_8.50_8.51_8.52_,6_100_802_500_430_,8.47_8.46_8.45_8.44_8.43_,1247_1722_1153_801_817_
09:13:17,8.48,6,947,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,294_1247_1422_1153_801_
09:13:38,8.48,6,947,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,305_1247_1711_864_801_
09:13:58,8.48,6,947,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,308_1247_1422_1153_801_
09:14:08,8.48,6,947,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,308_1247_1711_864_801_
09:14:29,8.48,6,947,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,308_1247_1711_864_801_
09:14:50,8.48,6,947,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,320_1247_1422_1153_801_
09:15:00,8.48,6,947,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,320_1247_1422_1153_801_
09:15:05,8.48,2,949,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,318_1247_1711_864_801_
09:15:26,8.48,2,949,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,318_1247_1711_869_801_
09:15:51,8.48,2,949,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,323_1247_1422_1158_801_
09:16:17,8.48,2,949,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,323_1248_1711_869_801_
09:16:22,8.48,2,949,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,327_1248_1711_869_801_
09:16:53,8.48,2,949,8.49_8.50_8.51_8.52_8.53_,100_802_500_430_400_,8.48_8.47_8.46_8.45_8.44_,327_1248_1422_1158_801_
09:17:29,8.48,2,949,8.49_8.50_8.51_8.52_8.53_,400_602_500_430_400_,8.48_8.47_8.46_8.45_8.44_,647_1448_1423_1154_800_
09:17:54,8.48,2,949,8.49_8.50_8.51_8.52_8.53_,400_602_500_430_400_,8.48_8.47_8.46_8.45_8.44_,47_1258_1733_1164_810_
09:18:30,8.48,37,986,8.48_8.49_8.50_8.51_8.52_,63_400_502_400_430_,8.47_8.46_8.45_8.44_8.43_,1258_1733_1164_810_816_
09:18:51,8.48,37,986,8.48_8.49_8.50_8.51_8.52_,100_800_502_400_430_,8.47_8.46_8.45_8.44_8.43_,1258_1733_1164_810_816_
09:19:01,8.48,5,991,8.48_8.49_8.50_8.51_8.52_,95_800_502_400_430_,8.47_8.46_8.45_8.44_8.43_,1261_1733_1164_810_816_
09:19:47,8.48,2,993,8.48_8.49_8.50_8.51_8.52_,100_800_502_400_430_,8.47_8.46_8.45_8.44_8.43_,961_1733_1164_810_816_
09:20:02,8.48,2,993,8.48_8.49_8.50_8.51_8.52_,100_800_502_400_430_,8.47_8.46_8.45_8.44_8.43_,961_1733_1164_810_816_
09:21:29,8.48,1,1095,8.49_8.50_8.51_8.52_8.53_,800_602_400_430_400_,8.47_8.46_8.45_8.44_8.43_,1261_1738_1164_810_916_
09:21:34,8.48,1,1095,8.48_8.49_8.50_8.51_8.52_,100_800_502_400_430_,8.47_8.46_8.45_8.44_8.43_,1261_1738_1164_810_916_
09:21:50,8.48,1,1096,8.48_8.49_8.50_8.51_8.52_,100_800_502_400_430_,8.47_8.46_8.45_8.44_8.43_,1260_1738_1164_810_916_
09:22:00,8.48,30,1126,8.48_8.49_8.50_8.51_8.52_,70_800_502_400_430_,8.47_8.46_8.45_8.44_8.43_,1260_1738_1164_810_916_
09:22:10,8.48,20,1176,8.48_8.49_8.50_8.51_8.52_,80_800_502_400_430_,8.47_8.46_8.45_8.44_8.43_,1260_1738_1164_810_916_
09:22:26,8.48,20,1176,8.49_8.50_8.51_8.52_8.53_,800_602_400_430_400_,8.48_8.47_8.46_8.45_8.44_,20_1260_1738_1164_810_
09:22:41,8.48,20,1176,8.49_8.50_8.51_8.52_8.53_,800_602_400_430_400_,8.48_8.47_8.46_8.45_8.44_,320_1260_1438_1164_810_
