09:00:59,328.50,1,15,330.00_332.00_333.00_334.00_334.50_,6_7_2_1_4_,328.50_328.00_327.00_326.50_326.00_,2_1_6_2_3_
09:01:51,331.50,1,23,332.00_333.00_334.00_334.50_335.00_,8_4_3_4_11_,331.50_328.50_328.00_327.50_327.00_,1_4_2_2_11_
09:02:01,331.50,1,25,332.00_333.00_334.00_334.50_335.00_,8_2_5_6_11_,331.50_329.50_329.00_328.50_328.00_,2_3_3_1_1_
09:02:26,331.50,1,27,331.50_332.00_332.50_333.00_334.00_,1_8_2_4_3_,328.50_328.00_327.50_327.00_326.50_,2_4_3_10_2_
09:02:37,331.50,1,27,331.50_332.00_332.50_333.00_334.00_,2_9_1_5_3_,328.50_328.00_327.50_327.00_326.50_,2_4_2_13_2_
09:02:47,331.00,1,28,331.00_331.50_332.00_332.50_333.00_,1_2_10_2_3_,328.50_328.00_327.50_327.00_326.50_,2_3_3_13_2_
09:03:43,328.50,1,29,331.00_331.50_332.00_332.50_333.00_,4_2_10_1_5_,329.00_328.00_327.50_327.00_326.50_,2_5_1_14_3_
09:04:24,329.00,1,30,330.50_331.00_331.50_332.00_332.50_,1_2_1_10_1_,329.50_328.50_328.00_327.50_327.00_,2_3_5_4_11_
09:04:55,330.00,1,31,330.50_331.00_331.50_332.00_333.00_,1_2_1_13_3_,329.50_328.50_328.00_327.50_327.00_,4_3_4_3_13_
09:06:01,331.00,2,35,331.50_332.00_333.00_333.50_334.00_,1_9_10_2_5_,330.50_330.00_328.50_328.00_327.50_,3_2_5_6_1_
09:06:12,331.50,1,36,332.00_333.00_333.50_334.00_334.50_,9_8_2_7_4_,330.50_330.00_329.00_328.50_328.00_,3_2_2_5_4_
09:07:34,332.00,1,50,333.00_334.00_334.50_335.00_335.50_,9_5_5_12_2_,332.00_331.00_330.50_330.00_329.50_,4_1_2_2_2_
09:07:49,333.00,8,59,333.00_334.00_334.50_335.00_335.50_,1_5_5_13_2_,332.00_331.00_330.50_330.00_329.50_,6_1_2_2_2_
09:08:25,334.00,1,66,334.00_334.50_335.00_335.50_336.00_,4_4_13_1_5_,333.00_332.00_331.50_331.00_330.50_,7_3_1_3_3_
09:09:06,334.00,1,73,334.50_335.00_336.00_336.50_337.00_,5_12_2_7_4_,333.00_332.00_331.50_331.00_330.50_,8_5_2_2_1_
