12:24:48,20.81,1,1,20.81_21.00_22.10_22.88_,4_8_1_1_,20.80_20.00_19.70_19.58_19.33_,8_2_1_3_1_
12:25:55,20.81,1,1,20.81_20.85_20.98_22.10_22.88_,4_35_8_1_1_,20.78_20.69_20.00_19.70_19.58_,8_70_2_1_3_
12:26:00,20.81,1,1,20.81_20.86_20.98_22.10_22.88_,4_35_8_1_1_,20.78_20.69_20.00_19.70_19.58_,8_70_2_1_3_
12:27:27,20.81,1,2,20.81_20.85_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.69_20.00_19.70_19.58_,8_70_2_1_3_
12:27:33,20.81,1,2,20.81_20.86_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.69_20.00_19.70_19.58_,8_70_2_1_3_
12:27:53,20.81,1,2,20.81_20.86_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.00_19.70_19.58_19.33_,8_2_1_3_1_
12:27:58,20.81,1,2,20.81_20.85_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.68_20.00_19.70_19.58_,8_70_2_1_3_
12:28:03,20.81,1,2,20.81_20.85_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.69_20.00_19.70_19.58_,8_70_2_1_3_
12:28:29,20.81,1,2,20.81_20.85_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.69_20.00_19.70_19.58_,8_70_2_1_3_
12:29:10,20.81,1,2,20.81_20.86_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.69_20.00_19.70_,8_1_70_2_1_
12:30:17,20.81,1,2,20.81_20.85_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.69_20.00_19.70_,8_1_70_2_1_
12:30:27,20.81,1,2,20.81_20.85_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.68_20.00_19.70_,8_1_70_2_1_
12:30:42,20.81,1,2,20.81_20.85_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.69_20.00_19.70_,8_1_70_2_1_
12:30:47,20.81,1,2,20.81_20.86_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.69_20.00_19.70_,8_1_70_2_1_
12:30:52,20.81,1,2,20.81_20.86_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.00_19.70_19.58_,8_71_2_1_3_
12:30:57,20.81,1,2,20.81_20.86_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.69_20.00_19.70_,8_1_70_2_1_
12:31:18,20.81,1,2,20.81_20.86_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.00_19.70_19.58_,8_71_2_1_3_
12:31:54,20.81,1,2,20.81_20.85_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.69_20.00_19.70_,8_1_70_2_1_
12:32:14,20.81,1,2,20.81_20.85_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.69_20.00_19.70_,8_1_70_2_1_
12:33:05,20.81,1,2,20.81_20.86_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.69_20.00_19.70_,8_1_70_2_1_
12:33:21,20.81,1,2,20.81_20.85_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.69_20.00_19.70_,8_1_70_2_1_
12:34:37,20.81,1,2,20.81_20.85_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.69_20.00_19.70_,8_1_70_2_1_
12:34:48,20.81,1,2,20.81_20.86_20.98_22.10_22.88_,3_35_8_1_1_,20.78_20.70_20.69_20.00_19.70_,8_1_70_2_1_
