09:01:57,32.40,1,1,32.43_33.00_,1_1_,32.40_32.11_32.10_31.80_31.53_,1_1_1_2_3_
09:02:33,32.40,1,1,32.45_32.60_33.00_,1_1_1_,32.40_32.14_32.10_31.80_31.53_,1_1_1_2_3_
09:02:38,32.40,1,1,32.46_32.60_33.00_,1_1_1_,32.40_32.14_32.10_31.80_31.53_,1_1_1_2_3_
09:02:43,32.40,1,1,32.45_32.60_33.00_,1_1_1_,32.40_32.14_32.10_31.80_31.53_,1_1_1_2_3_
09:05:57,32.40,1,1,32.46_32.60_33.00_,1_101_1_,32.40_32.15_32.10_31.80_31.53_,1_2_1_2_3_
09:06:03,32.40,1,1,32.46_32.60_33.00_,1_101_1_,32.40_32.15_32.14_32.10_31.80_,1_1_1_1_2_
09:06:28,32.40,1,1,32.43_32.60_33.00_,1_101_1_,32.40_32.15_32.12_32.10_31.80_,1_1_1_1_2_
09:06:54,32.40,1,1,32.45_32.60_33.00_,1_101_1_,32.40_32.15_32.14_32.10_31.80_,1_1_1_1_2_
09:08:10,32.40,1,1,32.45_32.60_33.00_,1_101_1_,32.40_32.16_32.14_32.10_31.80_,1_1_1_1_2_
09:08:41,32.40,1,2,32.44_32.60_33.00_,1_101_1_,32.16_32.13_32.10_31.80_31.53_,1_1_1_2_3_
09:10:08,32.40,1,2,32.45_32.60_33.00_,1_101_1_,32.16_32.13_32.10_31.80_31.53_,1_1_1_2_3_
09:10:18,32.40,1,2,32.45_32.60_33.00_,1_101_1_,32.16_32.14_32.10_31.80_31.53_,1_1_1_2_3_
09:10:24,32.40,1,2,32.45_32.60_33.00_,1_101_1_,32.16_32.13_32.10_31.80_31.53_,1_1_1_2_3_
09:10:34,32.40,1,2,32.44_32.60_33.00_,1_101_1_,32.16_32.13_32.10_31.80_31.53_,1_1_1_2_3_
09:10:59,32.40,1,2,32.44_32.60_33.00_,1_101_1_,32.16_32.13_32.10_31.80_31.53_,1_1_1_2_3_
09:11:10,32.40,1,2,32.60_33.00_,101_1_,32.16_32.12_32.10_31.80_31.53_,1_1_1_2_3_
09:12:11,32.40,1,2,32.42_32.60_33.00_,1_101_1_,32.16_32.11_32.10_31.80_31.53_,1_1_1_2_3_
09:15:56,32.40,1,2,32.40_32.60_33.00_,1_101_1_,32.16_32.10_32.09_31.80_31.53_,1_1_1_2_3_
09:16:22,32.40,1,2,32.42_32.60_33.00_,1_101_1_,32.16_32.10_31.80_31.53_31.21_,1_2_2_3_4_
09:16:32,32.40,1,2,32.39_32.60_33.00_,1_101_1_,32.16_32.10_32.08_31.80_31.53_,1_1_1_2_3_
09:16:37,32.40,1,2,32.41_32.60_33.00_,1_101_1_,32.16_32.10_31.80_31.53_31.21_,1_2_2_3_4_
09:18:35,32.40,1,2,32.39_32.60_33.00_,1_101_1_,32.16_32.10_32.08_31.80_31.53_,1_1_1_2_3_
09:18:40,32.40,1,2,32.38_32.60_33.00_,1_101_1_,32.16_32.10_32.07_31.80_31.53_,1_1_1_2_3_
09:18:50,32.40,1,2,32.36_32.60_33.00_,1_101_1_,32.16_32.10_32.05_31.80_31.53_,1_1_1_2_3_
