13:02:29,48.50,1,470,48.50_48.55_48.60_48.70_48.80_,3_1_2_8_6_,48.45_48.40_48.30_48.25_48.20_,4_13_9_1_18_
13:03:57,48.50,3,473,48.55_48.60_48.70_48.80_48.85_,2_2_8_2_10_,48.45_48.40_48.30_48.25_48.20_,4_13_10_1_18_
13:05:09,48.50,3,473,48.50_48.55_48.60_48.70_48.80_,4_1_2_8_6_,48.45_48.40_48.30_48.25_48.20_,4_13_10_1_18_
13:05:45,48.50,1,476,48.50_48.60_48.70_48.80_48.85_,1_2_8_2_10_,48.45_48.40_48.30_48.25_48.20_,4_14_10_1_18_
13:06:00,48.50,1,476,48.50_48.60_48.70_48.80_48.85_,1_2_8_2_10_,48.45_48.40_48.30_48.25_48.20_,4_14_9_2_18_
13:07:27,48.50,2,478,48.50_48.60_48.70_48.80_48.85_,2_2_8_2_10_,48.45_48.40_48.30_48.25_48.20_,4_14_10_1_18_
13:09:30,48.50,1,480,48.50_48.60_48.70_48.80_48.85_,2_2_8_2_10_,48.45_48.40_48.35_48.30_48.25_,4_15_1_9_9_
13:10:06,48.50,1,480,48.50_48.60_48.70_48.80_48.85_,2_2_8_2_10_,48.45_48.40_48.30_48.25_48.20_,5_15_9_1_14_
13:11:38,48.50,2,482,48.60_48.70_48.80_48.85_48.90_,3_8_1_7_6_,48.50_48.45_48.40_48.30_48.25_,3_5_15_9_9_
13:12:14,48.50,2,482,48.60_48.70_48.80_48.85_48.90_,3_8_1_7_6_,48.50_48.45_48.40_48.35_48.30_,5_4_15_1_16_
13:12:40,48.50,2,482,48.60_48.70_48.80_48.85_48.90_,3_8_1_7_6_,48.50_48.45_48.40_48.35_48.30_,6_4_15_1_16_
13:15:03,48.45,1,489,48.50_48.60_48.70_48.80_48.85_,3_2_8_2_10_,48.45_48.40_48.30_48.25_48.20_,4_15_8_1_14_
13:16:20,48.50,2,491,48.50_48.60_48.70_48.80_48.85_,1_2_8_2_10_,48.45_48.40_48.30_48.25_48.20_,4_15_8_1_14_
13:16:25,48.45,4,495,48.50_48.60_48.70_48.80_48.85_,2_2_8_2_10_,48.45_48.40_48.30_48.25_48.20_,1_15_8_1_14_
13:17:16,48.45,4,495,48.45_48.50_48.60_48.70_48.75_,4_2_2_7_5_,48.40_48.30_48.25_48.20_48.15_,15_10_1_6_8_
13:17:37,48.45,4,495,48.45_48.50_48.60_48.70_48.75_,4_2_2_7_5_,48.40_48.30_48.25_48.20_48.15_,20_10_1_6_8_
13:18:28,48.40,4,501,48.45_48.50_48.60_48.70_48.75_,4_2_2_7_5_,48.40_48.35_48.30_48.25_48.20_,14_1_8_1_14_
13:18:38,48.45,1,502,48.45_48.50_48.60_48.70_48.75_,3_2_2_7_5_,48.40_48.30_48.25_48.20_48.10_,14_9_1_14_14_
13:18:54,48.45,1,502,48.45_48.50_48.60_48.70_48.75_,3_3_2_7_5_,48.40_48.30_48.25_48.20_48.10_,14_9_1_14_14_
13:20:11,48.45,1,505,48.45_48.50_48.60_48.70_48.75_,2_3_2_7_5_,48.40_48.30_48.25_48.20_48.15_,14_9_1_6_8_
13:21:22,48.50,1,508,48.50_48.60_48.70_48.80_48.85_,5_2_7_2_10_,48.45_48.40_48.35_48.30_48.25_,1_14_3_8_9_
13:22:55,48.40,2,511,48.45_48.50_48.55_48.60_48.70_,4_6_2_2_7_,48.40_48.35_48.30_48.25_48.20_,12_3_8_1_14_
13:23:00,48.45,1,512,48.45_48.50_48.55_48.60_48.70_,3_6_2_2_12_,48.40_48.35_48.30_48.25_48.20_,11_2_9_1_15_
13:24:06,48.40,2,525,48.40_48.50_48.55_48.60_48.70_,1_4_2_2_12_,48.35_48.30_48.25_48.20_48.10_,2_8_1_7_20_
13:25:42,48.35,1,527,48.50_48.55_48.60_48.70_48.75_,4_2_2_8_4_,48.30_48.25_48.20_48.15_48.10_,5_1_7_8_12_
13:28:26,48.35,1,527,48.50_48.55_48.60_48.70_48.75_,3_2_2_8_4_,48.30_48.25_48.20_48.15_48.10_,12_1_6_8_12_
13:29:02,48.35,1,527,48.50_48.55_48.60_48.70_48.75_,3_2_2_8_4_,48.30_48.25_48.20_48.15_48.10_,5_1_6_8_23_
13:29:53,48.35,1,527,48.50_48.55_48.60_48.70_48.75_,3_2_2_8_4_,48.30_48.25_48.20_48.15_48.10_,17_1_6_8_23_
13:30:00,48.30,26,553,48.50_48.55_48.60_48.70_48.75_,3_2_2_8_4_,48.30_48.25_48.20_48.15_48.10_,17_1_6_8_23_
09:00:30,48.50,1,1,48.80_48.90_49.00_49.40_49.50_,1_1_1_1_1_,48.65_48.50_48.30_48.05_48.00_,1_2_3_1_10_
09:00:30,48.50,1,1,48.80_48.90_49.00_49.40_49.50_,1_1_1_1_1_,48.65_48.50_48.30_48.05_48.00_,1_2_3_1_10_
09:00:30,48.50,1,1,48.80_48.90_49.00_49.40_49.50_,1_1_1_1_1_,48.65_48.50_48.30_48.05_48.00_,1_2_3_1_10_
09:00:30,48.50,1,1,48.80_48.90_49.00_49.40_49.50_,1_1_1_1_1_,48.65_48.50_48.30_48.05_48.00_,1_2_3_1_10_
09:00:30,48.50,1,1,48.80_48.90_49.00_49.40_49.50_,1_1_1_1_1_,48.65_48.50_48.30_48.05_48.00_,1_2_3_1_10_
09:00:30,48.50,1,1,48.80_48.90_49.00_49.40_49.50_,1_1_1_1_1_,48.65_48.50_48.30_48.05_48.00_,1_2_3_1_10_
09:00:30,48.50,1,1,48.80_48.90_49.00_49.40_49.50_,1_1_1_1_1_,48.65_48.50_48.30_48.05_48.00_,1_2_3_1_10_
09:00:30,48.50,1,1,48.80_48.90_49.00_49.40_49.50_,1_1_1_1_1_,48.65_48.50_48.30_48.05_48.00_,1_2_3_1_10_
09:00:30,48.50,1,1,48.80_48.90_49.00_49.40_49.50_,1_1_1_1_1_,48.65_48.50_48.30_48.05_48.00_,1_2_3_1_10_
09:01:16,48.90,2,3,49.00_49.40_49.50_49.80_49.90_,1_1_1_5_6_,48.65_48.50_48.30_48.05_48.00_,1_2_3_1_10_
09:01:21,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_1_10_
09:01:21,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_1_10_
09:01:21,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_1_10_
09:01:37,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_2_10_
09:01:37,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_2_10_
09:01:37,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_2_10_
09:01:37,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_2_10_
09:01:37,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_2_10_
09:01:37,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_2_10_
09:01:37,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_2_10_
09:01:37,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_2_10_
09:01:37,48.90,2,3,49.00_49.35_49.40_49.50_49.80_,1_5_1_1_5_,48.65_48.50_48.30_48.05_48.00_,1_4_3_2_10_
09:02:23,48.90,2,3,49.00_49.30_49.35_49.40_49.50_,1_1_5_1_1_,48.65_48.50_48.35_48.30_48.05_,1_4_1_3_2_
09:02:23,48.90,2,3,49.00_49.30_49.35_49.40_49.50_,1_1_5_1_1_,48.65_48.50_48.35_48.30_48.05_,1_4_1_3_2_
09:02:23,48.90,2,3,49.00_49.30_49.35_49.40_49.50_,1_1_5_1_1_,48.65_48.50_48.35_48.30_48.05_,1_4_1_3_2_
09:02:23,48.90,2,3,49.00_49.30_49.35_49.40_49.50_,1_1_5_1_1_,48.65_48.50_48.35_48.30_48.05_,1_4_1_3_2_
09:03:19,48.90,2,3,48.90_49.00_49.10_49.15_49.20_,4_3_4_4_1_,48.65_48.50_48.40_48.35_48.30_,1_2_8_1_3_
09:03:19,48.90,2,3,48.90_49.00_49.10_49.15_49.20_,4_3_4_4_1_,48.65_48.50_48.40_48.35_48.30_,1_2_8_1_3_
09:03:19,48.90,2,3,48.90_49.00_49.10_49.15_49.20_,4_3_4_4_1_,48.65_48.50_48.40_48.35_48.30_,1_2_8_1_3_
09:03:19,48.90,2,3,48.90_49.00_49.10_49.15_49.20_,4_3_4_4_1_,48.65_48.50_48.40_48.35_48.30_,1_2_8_1_3_
09:03:40,48.90,2,3,48.90_49.00_49.10_49.15_49.20_,4_3_4_4_2_,48.65_48.50_48.40_48.35_48.30_,1_2_8_1_3_
09:03:40,48.90,2,3,48.90_49.00_49.10_49.15_49.20_,4_3_4_4_2_,48.65_48.50_48.40_48.35_48.30_,1_2_8_1_3_
09:03:50,48.90,1,4,48.90_49.00_49.10_49.15_49.20_,3_3_4_4_2_,48.65_48.50_48.40_48.35_48.30_,1_1_8_1_3_
09:05:43,48.65,1,5,48.80_48.90_48.95_49.00_49.05_,5_4_1_6_4_,48.50_48.35_48.30_48.20_48.05_,1_9_3_1_2_
09:05:48,48.65,1,5,48.80_48.85_48.90_48.95_49.00_,5_1_4_1_6_,48.50_48.35_48.30_48.20_48.05_,1_9_3_1_2_
09:05:48,48.65,1,5,48.80_48.85_48.90_48.95_49.00_,5_1_4_1_6_,48.50_48.35_48.30_48.20_48.05_,1_9_3_1_2_
09:05:48,48.65,1,5,48.80_48.85_48.90_48.95_49.00_,5_1_4_1_6_,48.50_48.35_48.30_48.20_48.05_,1_9_3_1_2_
