09:54:49,32.62,1,2,32.91_33.20_,1_101_,32.62_32.59_32.30_32.00_31.87_,2_1_1_2_3_
09:56:32,32.61,1,4,32.92_33.20_,1_101_,32.61_32.60_32.30_32.00_31.87_,1_2_1_2_3_
09:56:37,32.61,1,4,32.91_33.20_,1_101_,32.61_32.60_32.59_32.30_32.00_,1_1_1_1_2_
09:56:47,32.61,1,5,32.90_33.20_,1_101_,32.60_32.58_32.30_32.00_31.87_,1_1_1_2_3_
09:56:52,32.60,1,6,32.90_33.20_,1_101_,32.60_32.58_32.30_32.00_31.87_,1_1_1_2_3_
10:02:20,32.58,1,9,32.87_33.20_,1_101_,32.56_32.55_32.30_32.00_31.87_,1_1_1_2_3_
10:04:07,32.56,1,10,32.97_33.20_,1_101_,32.65_32.30_32.00_31.87_31.55_,2_1_2_3_4_
10:06:31,32.56,1,10,32.98_33.20_,1_101_,32.67_32.66_32.30_32.00_31.87_,1_1_1_2_3_
10:06:51,32.56,1,10,32.97_33.20_,1_101_,32.67_32.65_32.30_32.00_31.87_,1_1_1_2_3_
10:08:39,32.56,1,10,32.96_33.20_,1_101_,32.68_32.64_32.30_32.00_31.87_,1_1_1_2_3_
10:10:11,32.56,1,10,32.98_33.20_,1_101_,32.69_32.66_32.30_32.02_32.00_,1_1_1_5_2_
10:10:16,32.56,1,10,33.00_33.20_,1_101_,32.69_32.68_32.30_32.02_32.00_,1_1_1_5_2_
10:10:57,32.56,1,10,33.02_33.20_,1_101_,32.70_32.69_32.30_32.02_32.00_,1_1_1_5_2_
10:11:33,32.56,1,10,33.01_33.20_,1_101_,32.70_32.30_32.02_32.00_31.87_,2_1_5_2_3_
10:11:48,32.56,1,10,33.00_33.20_,1_101_,32.70_32.68_32.30_32.02_32.00_,1_1_1_5_2_
10:11:59,32.56,1,10,33.03_33.20_,1_101_,32.71_32.70_32.30_32.02_32.00_,1_1_1_5_2_
10:16:10,32.56,1,10,33.01_33.20_,1_101_,32.71_32.69_32.30_32.02_32.00_,1_1_1_5_2_
10:17:06,32.56,1,10,33.00_33.20_,1_101_,32.71_32.68_32.30_32.02_32.00_,1_1_1_5_2_
10:17:11,32.56,1,10,32.99_33.20_,1_101_,32.71_32.67_32.30_32.02_32.00_,1_1_1_5_2_
10:17:21,32.56,1,10,33.00_33.20_,1_101_,32.71_32.68_32.30_32.02_32.00_,1_1_1_5_2_
10:34:05,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
10:34:20,32.71,1,11,33.01_33.20_,1_101_,32.72_32.70_32.69_32.30_32.02_,1_1_1_1_5_
10:38:57,32.71,1,11,32.97_33.20_,1_101_,32.72_32.70_32.65_32.30_32.02_,1_1_1_1_5_
10:43:54,32.71,1,11,32.97_33.20_,1_101_,32.72_32.70_32.65_32.30_32.02_,1_1_1_1_5_
10:44:14,32.71,1,11,32.98_33.20_,1_101_,32.72_32.70_32.66_32.30_32.02_,1_1_1_1_5_
10:44:19,32.71,1,11,32.96_33.20_,1_101_,32.72_32.70_32.64_32.30_32.02_,1_1_1_1_5_
10:45:00,32.71,1,11,32.97_33.20_,1_101_,32.72_32.70_32.65_32.30_32.02_,1_1_1_1_5_
10:45:21,32.71,1,11,32.98_33.20_,1_101_,32.72_32.70_32.66_32.30_32.02_,1_1_1_1_5_
10:46:22,32.71,1,11,32.97_33.20_,1_101_,32.72_32.70_32.65_32.30_32.02_,1_1_1_1_5_
10:48:20,32.71,1,11,32.96_33.20_,1_101_,32.72_32.70_32.64_32.30_32.02_,1_1_1_1_5_
10:48:35,32.71,1,11,32.97_33.20_,1_101_,32.72_32.70_32.65_32.30_32.02_,1_1_1_1_5_
10:48:45,32.71,1,11,32.98_33.20_,1_101_,32.72_32.70_32.66_32.30_32.02_,1_1_1_1_5_
10:48:51,32.71,1,11,32.97_33.20_,1_101_,32.72_32.70_32.65_32.30_32.02_,1_1_1_1_5_
10:49:42,32.71,1,11,32.99_33.20_,1_101_,32.72_32.70_32.67_32.30_32.02_,1_1_1_1_5_
10:52:05,32.71,1,11,32.99_33.20_,1_101_,32.72_32.70_32.67_32.30_32.02_,1_1_1_1_5_
10:53:37,32.71,1,11,32.99_33.20_,1_101_,32.72_32.70_32.67_32.30_32.02_,1_1_1_1_5_
10:53:53,32.71,1,11,32.99_33.20_,1_101_,32.72_32.70_32.67_32.30_32.02_,1_1_1_1_5_
10:59:56,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:00:17,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:00:32,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.69_32.30_32.02_,1_1_1_1_5_
11:01:39,32.71,1,11,33.01_33.20_,1_101_,32.72_32.70_32.69_32.30_32.02_,1_1_1_1_5_
11:04:54,32.71,1,11,33.01_33.20_,1_101_,32.72_32.70_32.69_32.30_32.02_,1_1_1_1_5_
11:06:41,32.71,1,11,33.03_33.20_,1_101_,32.72_32.71_32.70_32.30_32.02_,1_1_1_1_5_
11:07:48,32.71,1,11,33.01_33.20_,1_101_,32.72_32.70_32.69_32.30_32.02_,1_1_1_1_5_
11:09:35,32.71,1,11,33.02_33.20_,1_101_,32.72_32.70_32.30_32.02_32.00_,1_2_1_5_2_
11:09:40,32.71,1,11,33.03_33.20_,1_101_,32.72_32.71_32.70_32.30_32.02_,1_1_1_1_5_
11:11:33,32.71,1,11,32.99_33.20_,1_101_,32.72_32.70_32.67_32.30_32.02_,1_1_1_1_5_
11:15:49,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.69_32.30_32.02_,1_1_1_1_5_
11:17:57,32.71,1,11,32.99_33.20_,1_101_,32.72_32.70_32.67_32.30_32.02_,1_1_1_1_5_
11:29:19,32.71,1,11,32.99_33.20_,1_101_,32.72_32.70_32.67_32.30_32.02_,1_1_1_1_5_
11:29:29,32.71,1,11,33.01_33.20_,1_101_,32.72_32.70_32.69_32.30_32.02_,1_1_1_1_5_
11:29:39,32.71,1,11,32.99_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:29:44,32.71,1,11,32.99_33.20_,1_101_,32.72_32.70_32.67_32.30_32.02_,1_1_1_1_5_
11:29:49,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:29:59,32.71,1,11,32.99_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:30:05,32.71,1,11,33.01_33.20_,1_101_,32.72_32.70_32.69_32.30_32.02_,1_1_1_1_5_
11:36:03,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:36:29,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:36:39,32.71,1,11,32.99_33.20_,1_101_,32.72_32.70_32.67_32.30_32.02_,1_1_1_1_5_
11:37:36,32.71,1,11,33.02_33.20_,1_101_,32.72_32.70_32.30_32.02_32.00_,1_2_1_5_2_
11:38:01,32.71,1,11,33.01_33.20_,1_101_,32.72_32.70_32.30_32.02_32.00_,1_2_1_5_2_
11:38:06,32.71,1,11,33.02_33.20_,1_101_,32.72_32.71_32.70_32.30_32.02_,1_1_1_1_5_
11:38:42,32.71,1,11,33.03_33.20_,1_101_,32.72_32.71_32.70_32.30_32.02_,1_1_1_1_5_
11:38:58,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:40:45,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:40:50,32.71,1,11,33.02_33.20_,1_101_,32.72_32.70_32.30_32.02_32.00_,1_2_1_5_2_
11:41:00,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:41:11,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:41:21,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.69_32.30_32.02_,1_1_1_1_5_
11:43:14,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.30_32.02_32.00_,1_1_1_5_2_
11:48:26,32.71,1,11,32.98_33.20_,1_101_,32.72_32.70_32.67_32.30_32.02_,1_1_1_1_5_
11:49:48,32.71,1,11,33.00_33.20_,1_101_,32.72_32.70_32.68_32.30_32.02_,1_1_1_1_5_
11:54:56,32.71,1,11,32.97_33.20_,1_1_,32.70_32.66_32.30_32.02_32.00_,1_1_1_5_2_
12:01:55,32.71,1,11,32.97_33.20_,1_1_,32.70_32.66_32.30_32.02_32.00_,1_1_1_5_2_
12:07:03,32.71,1,11,33.00_33.20_,1_1_,32.70_32.68_32.30_32.02_32.00_,1_1_1_5_2_
12:10:27,32.71,1,11,32.99_33.20_,1_1_,32.70_32.67_32.30_32.02_32.00_,1_1_1_5_2_
12:13:37,32.71,1,11,32.95_33.20_,1_101_,32.70_32.63_32.30_32.02_32.00_,2_1_1_5_2_
12:13:42,32.71,1,11,32.96_33.20_,1_101_,32.70_32.64_32.30_32.02_32.00_,2_1_1_5_2_
12:13:47,32.71,1,11,32.97_33.20_,1_101_,32.70_32.65_32.30_32.02_32.00_,2_1_1_5_2_
12:13:58,32.71,1,11,32.95_33.20_,1_101_,32.70_32.63_32.30_32.02_32.00_,2_1_1_5_2_
12:15:45,32.71,1,11,32.96_33.20_,1_101_,32.70_32.64_32.30_32.02_32.00_,2_1_1_5_2_
12:16:21,32.71,1,11,32.95_33.20_,1_101_,32.70_32.64_32.30_32.02_32.00_,2_1_1_5_2_
12:17:43,32.71,1,11,32.94_33.20_,1_101_,32.70_32.62_32.30_32.02_32.00_,2_1_1_5_2_
12:17:59,32.71,1,11,32.94_33.20_,1_101_,32.70_32.62_32.30_32.02_32.00_,2_1_1_5_2_
12:27:27,32.71,1,11,32.93_33.20_,1_101_,32.70_32.61_32.30_32.02_32.00_,2_1_1_5_2_
12:27:48,32.71,1,11,32.93_33.20_,1_101_,32.70_32.62_32.30_32.02_32.00_,2_1_1_5_2_
12:33:46,32.71,1,11,32.94_33.20_,1_101_,32.70_32.62_32.30_32.02_32.00_,2_1_1_5_2_
12:34:58,32.71,1,11,32.94_33.20_,1_101_,32.70_32.62_32.30_32.02_32.00_,2_1_1_5_2_
12:37:52,32.71,1,11,32.95_33.20_,1_101_,32.70_32.63_32.30_32.02_32.00_,2_1_1_5_2_
12:39:09,32.71,1,11,32.94_33.20_,1_101_,32.70_32.62_32.30_32.02_32.00_,2_1_1_5_2_
12:41:32,32.71,1,11,32.92_33.20_,1_101_,32.70_32.30_32.02_32.00_31.87_,2_1_5_2_3_
12:42:18,32.71,1,11,32.93_33.20_,1_101_,32.70_32.61_32.30_32.02_32.00_,2_1_1_5_2_
12:44:01,32.71,1,11,32.91_33.20_,1_101_,32.70_32.59_32.30_32.02_32.00_,2_1_1_5_2_
12:44:42,32.71,1,11,32.92_33.20_,1_101_,32.70_32.60_32.30_32.02_32.00_,2_1_1_5_2_
12:46:35,32.71,1,11,32.91_33.20_,1_101_,32.70_32.59_32.30_32.02_32.00_,2_1_1_5_2_
12:46:40,32.71,1,11,32.90_33.20_,1_101_,32.70_32.58_32.30_32.02_32.00_,2_1_1_5_2_
12:46:50,32.71,1,11,32.91_33.20_,1_101_,32.70_32.59_32.30_32.02_32.00_,2_1_1_5_2_
12:47:00,32.71,1,11,32.90_33.20_,1_101_,32.70_32.58_32.30_32.02_32.00_,2_1_1_5_2_
12:47:31,32.70,1,12,32.90_33.20_,1_101_,32.70_32.59_32.30_32.02_32.00_,1_1_1_5_2_
12:49:34,32.70,1,12,32.97_33.20_,1_101_,32.70_32.65_32.30_32.02_32.00_,1_1_1_5_2_
12:49:49,32.70,1,12,32.95_33.20_,1_101_,32.70_32.64_32.30_32.02_32.00_,1_1_1_5_2_
12:49:59,32.70,1,12,32.97_33.20_,1_101_,32.70_32.65_32.30_32.02_32.00_,1_1_1_5_2_
12:55:12,32.70,1,12,32.93_33.20_,1_101_,32.70_32.61_32.30_32.02_32.00_,1_1_1_5_2_
13:16:25,32.70,1,12,33.04_33.20_,1_101_,32.76_32.72_32.30_32.02_32.00_,1_1_1_5_2_
13:25:04,32.70,1,12,33.11_33.20_,1_1_,32.79_32.30_32.02_32.00_31.87_,1_1_5_2_3_
13:25:24,32.70,1,12,32.87_33.11_33.20_,1_1_1_,32.79_32.69_32.30_32.02_32.00_,1_1_1_5_2_
13:29:45,32.70,1,12,33.11_33.20_,1_1_,32.73_32.30_32.02_32.00_31.87_,1_1_5_2_3_
13:29:50,32.70,1,12,33.05_33.20_,1_1_,32.73_32.30_32.02_32.00_31.87_,1_1_5_2_3_
13:30:00,32.70,1,12,33.05_33.20_,1_1_,32.73_32.30_32.02_32.00_31.87_,1_1_5_2_3_
