09:48:17,39.42,1,1,39.53_39.54_,10_10_,39.25_39.24_39.23_39.06_38.46_,10_10_10_1_3_
09:52:18,39.42,1,1,39.49_39.53_39.54_39.59_,1_10_10_100_,39.25_39.24_39.23_39.14_38.46_,10_10_10_2_3_
09:54:26,39.42,1,1,39.51_39.55_39.56_39.59_,1_10_10_100_,39.27_39.26_39.25_39.15_38.46_,10_10_10_2_3_
09:54:31,39.42,1,1,39.50_39.54_39.55_39.59_,1_10_10_100_,39.26_39.25_39.24_39.15_38.46_,10_10_10_2_3_
09:54:36,39.42,1,1,39.51_39.55_39.56_39.59_,1_10_10_100_,39.27_39.26_39.25_39.15_38.46_,10_10_10_2_3_
09:54:42,39.42,1,1,39.51_39.55_39.56_39.60_,1_10_10_100_,39.27_39.26_39.25_39.15_38.46_,10_10_10_2_3_
09:54:47,39.42,1,1,39.51_39.56_39.57_39.61_,1_10_10_100_,39.28_39.27_39.26_39.15_38.46_,10_10_10_2_3_
09:55:12,39.42,1,1,39.51_39.55_39.56_39.62_,1_10_10_100_,39.27_39.26_39.25_39.16_39.15_,10_10_10_1_1_
09:55:23,39.42,1,1,39.51_39.54_39.55_39.62_,1_10_10_100_,39.27_39.26_39.25_39.16_38.46_,10_10_10_2_3_
09:55:28,39.42,1,1,39.50_39.54_39.55_39.62_,1_10_10_100_,39.27_39.26_39.25_39.16_39.14_,10_10_10_1_1_
09:57:00,39.42,1,1,39.51_39.55_39.56_39.62_,1_10_10_100_,39.28_39.27_39.26_39.16_38.46_,10_10_10_2_3_
09:57:36,39.42,1,1,39.51_39.56_39.57_39.62_,1_10_10_100_,39.28_39.27_39.26_39.16_39.15_,10_10_10_1_1_
09:57:41,39.42,1,1,39.51_39.55_39.56_39.62_,1_10_10_100_,39.28_39.27_39.26_39.16_39.15_,10_10_10_1_1_
09:57:51,39.42,1,1,39.51_39.54_39.55_39.62_,1_10_10_100_,39.26_39.25_39.24_39.16_39.15_,10_10_10_1_1_
09:59:13,39.42,1,1,39.51_39.53_39.54_39.62_,1_10_10_100_,39.26_39.25_39.24_39.23_39.15_,10_10_10_1_1_
09:59:33,39.42,1,1,39.50_39.55_39.56_39.62_,1_10_10_100_,39.27_39.26_39.25_39.15_38.46_,10_10_10_2_3_
10:00:09,39.42,1,1,39.51_39.55_39.56_39.62_,1_10_10_100_,39.27_39.26_39.25_39.23_39.15_,10_10_10_1_1_
10:00:30,39.42,1,1,39.51_39.54_39.55_39.62_,1_10_10_100_,39.27_39.26_39.25_39.23_39.15_,10_10_10_1_1_
10:01:21,39.42,1,1,39.51_39.55_39.56_39.62_,1_10_10_100_,39.27_39.26_39.25_39.16_39.15_,10_10_10_1_1_
10:01:31,39.42,1,1,39.51_39.55_39.56_39.62_,1_10_10_100_,39.28_39.27_39.26_39.16_38.46_,10_10_10_2_3_
10:01:36,39.42,1,1,39.51_39.54_39.55_39.62_,1_10_10_100_,39.26_39.25_39.24_39.16_38.46_,10_10_10_2_3_
10:01:41,39.42,1,1,39.51_39.55_39.56_39.62_,1_10_10_100_,39.27_39.26_39.25_39.16_38.46_,10_10_10_2_3_
10:02:58,39.42,1,1,39.50_39.54_39.55_39.62_,1_10_10_100_,39.26_39.25_39.24_39.16_39.15_,10_10_10_1_1_
10:03:14,39.42,1,1,39.51_39.53_39.54_39.62_,1_10_10_100_,39.26_39.25_39.24_39.16_39.15_,10_10_10_1_1_
10:03:29,39.42,1,1,39.51_39.54_39.55_39.62_,1_10_10_100_,39.26_39.25_39.24_39.16_39.15_,10_10_10_1_1_
10:04:31,39.42,1,1,39.50_39.54_39.55_39.62_,1_10_10_100_,39.27_39.26_39.25_39.16_39.15_,10_10_10_1_1_
10:06:49,39.42,1,1,39.50_39.53_39.54_39.62_,1_10_10_100_,39.26_39.25_39.24_39.22_39.15_,10_10_10_1_1_
10:08:26,39.42,1,1,39.49_39.53_39.54_39.62_,1_10_10_100_,39.25_39.24_39.23_39.14_39.13_,10_10_10_1_1_
10:12:07,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.14_39.12_,10_10_10_1_1_
10:14:25,39.42,1,1,39.48_39.50_39.51_39.62_,1_10_10_100_,39.22_39.21_39.20_39.13_39.12_,10_10_10_1_1_
10:15:47,39.42,1,1,39.48_39.51_39.52_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_39.12_,10_10_10_1_1_
10:15:57,39.42,1,1,39.48_39.51_39.52_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_39.12_,10_10_10_1_1_
10:18:16,39.42,1,1,39.47_39.51_39.52_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_39.12_,10_10_10_1_1_
10:19:17,39.42,1,1,39.47_39.51_39.52_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_39.12_,10_10_10_1_1_
10:19:42,39.42,1,1,39.47_39.51_39.52_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_39.12_,10_10_10_1_1_
10:19:48,39.42,1,1,39.47_39.51_39.52_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_39.11_,10_10_10_1_1_
10:19:53,39.42,1,1,39.47_39.50_39.51_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_39.11_,10_10_10_1_1_
10:23:07,39.42,1,1,39.48_39.51_39.52_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_39.12_,10_10_10_1_1_
10:23:38,39.42,1,1,39.48_39.51_39.52_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_39.12_,10_10_10_1_1_
10:23:49,39.42,1,1,39.48_39.51_39.52_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_39.12_,10_10_10_1_1_
10:25:00,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_38.46_,10_10_10_2_3_
10:26:17,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_39.12_,10_10_10_1_1_
10:29:11,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_39.12_,10_10_10_1_1_
10:30:59,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_39.12_,10_10_10_1_1_
10:32:06,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_39.12_,10_10_10_1_1_
10:32:21,39.42,1,1,39.48_39.51_39.52_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_39.12_,10_10_10_1_1_
10:33:28,39.42,1,1,39.49_39.53_39.54_39.62_,1_10_10_100_,39.25_39.24_39.23_39.13_38.46_,10_10_10_2_3_
10:33:33,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.25_39.24_39.23_39.13_38.46_,10_10_10_2_3_
10:33:38,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_38.46_,10_10_10_2_3_
10:33:53,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.25_39.24_39.23_39.13_38.46_,10_10_10_2_3_
10:33:58,39.42,1,1,39.49_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_38.46_,10_10_10_2_3_
10:35:05,39.42,1,1,39.47_39.51_39.52_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_39.11_,10_10_10_1_1_
10:36:53,39.42,1,1,39.49_39.52_39.53_39.62_,1_10_10_100_,39.25_39.24_39.23_39.13_38.46_,10_10_10_2_3_
10:37:03,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.25_39.24_39.23_39.13_39.12_,10_10_10_1_1_
10:37:08,39.42,1,1,39.48_39.51_39.52_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_38.46_,10_10_10_2_3_
10:38:40,39.42,1,1,39.49_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_38.46_,10_10_10_2_3_
10:40:28,39.42,1,1,39.47_39.52_39.53_39.62_,1_10_10_100_,39.25_39.24_39.23_39.13_39.11_,10_10_10_1_1_
10:41:24,39.42,1,1,39.48_39.51_39.52_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_39.12_,10_10_10_1_1_
10:42:15,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_39.12_,10_10_10_1_1_
10:42:21,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.25_39.24_39.23_39.13_39.12_,10_10_10_1_1_
10:42:26,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_39.12_,10_10_10_1_1_
10:42:36,39.42,1,1,39.48_39.52_39.53_39.62_,1_10_10_100_,39.24_39.23_39.22_39.13_38.46_,10_10_10_2_3_
10:44:24,39.42,1,1,39.48_39.53_39.54_39.62_,1_10_10_100_,39.25_39.24_39.23_39.13_38.46_,10_10_10_2_3_
10:44:29,39.42,1,1,39.48_39.51_39.52_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_38.46_,10_10_10_2_3_
10:44:49,39.42,1,1,39.49_39.51_39.52_39.62_,1_10_10_100_,39.23_39.22_39.21_39.13_38.46_,10_10_10_2_3_
10:47:18,39.42,1,1,39.50_39.54_39.55_39.62_,1_10_10_100_,39.26_39.25_39.24_39.14_38.46_,10_10_10_2_3_
10:47:23,39.42,1,1,39.49_39.53_39.54_39.62_,1_10_10_100_,39.25_39.24_39.23_39.14_39.13_,10_10_10_1_1_
10:47:28,39.42,1,1,39.49_39.52_39.53_39.62_,1_10_10_100_,39.25_39.24_39.23_39.14_39.13_,10_10_10_1_1_
10:48:34,39.42,1,1,39.49_39.53_39.54_39.62_,1_10_10_100_,39.25_39.24_39.23_39.15_39.14_,10_10_10_1_1_
10:52:46,39.42,1,1,39.52_39.55_39.56_39.62_,1_10_10_100_,39.27_39.26_39.25_39.16_38.46_,10_10_10_2_3_
10:52:51,39.42,1,1,39.52_39.55_39.56_39.62_,1_10_10_100_,39.28_39.27_39.26_39.16_38.46_,10_10_10_2_3_
10:53:01,39.42,1,1,39.52_39.56_39.57_39.62_,1_10_10_100_,39.28_39.27_39.26_39.16_38.46_,10_10_10_2_3_
10:53:32,39.42,1,1,39.51_39.54_39.55_39.62_,1_10_10_100_,39.26_39.25_39.24_39.16_39.15_,10_10_10_1_1_
10:54:49,39.42,1,1,39.52_39.56_39.57_39.62_,1_10_10_100_,39.28_39.27_39.26_39.16_38.46_,10_10_10_2_3_
10:58:14,39.42,1,1,39.52_39.56_39.57_39.62_,1_10_10_100_,39.28_39.27_39.26_39.17_39.16_,10_10_10_1_1_
10:59:05,39.42,1,1,39.52_39.57_39.62_,1_10_100_,39.30_39.29_39.28_39.17_38.46_,10_10_10_2_3_
11:01:59,39.42,1,1,39.54_39.57_39.58_39.64_,1_10_10_100_,39.29_39.28_39.27_39.19_38.46_,10_10_10_2_3_
11:03:47,39.42,1,1,39.55_39.59_39.60_39.64_,1_10_10_100_,39.31_39.30_39.29_39.19_39.18_,10_10_10_1_1_
11:07:07,39.42,1,1,39.55_39.57_39.58_39.65_,1_10_10_100_,39.29_39.28_39.27_39.19_38.46_,10_10_10_2_3_
11:07:12,39.42,1,1,39.54_39.58_39.59_39.65_,1_10_10_100_,39.31_39.30_39.29_39.19_38.46_,10_10_10_2_3_
11:07:48,39.42,1,1,39.54_39.57_39.58_39.65_,1_10_10_100_,39.30_39.29_39.28_39.19_39.18_,10_10_10_1_1_
11:13:16,39.42,1,1,39.55_39.59_39.60_39.65_,1_10_10_100_,39.31_39.30_39.29_39.20_38.46_,10_10_10_2_3_
11:13:47,39.42,1,1,39.54_39.57_39.58_39.65_,1_10_10_100_,39.30_39.29_39.28_39.20_39.18_,10_10_10_1_1_
11:18:49,39.42,1,1,39.55_39.59_39.60_39.65_,1_10_10_100_,39.31_39.30_39.29_39.21_39.19_,10_10_10_1_1_
11:19:19,39.42,1,1,39.54_39.59_39.60_39.65_,1_10_10_100_,39.31_39.30_39.29_39.21_39.19_,10_10_10_1_1_
11:20:57,39.42,1,1,39.54_39.58_39.59_39.65_,1_10_10_100_,39.30_39.29_39.28_39.21_39.19_,10_10_10_1_1_
11:21:33,39.42,1,1,39.55_39.58_39.59_39.65_,1_10_10_100_,39.30_39.29_39.28_39.21_39.19_,10_10_10_1_1_
11:27:41,39.42,1,1,39.54_39.57_39.58_39.65_,1_10_10_100_,39.29_39.28_39.27_39.19_39.18_,10_10_10_1_1_
11:27:57,39.42,1,1,39.54_39.57_39.58_39.65_,1_10_10_100_,39.30_39.29_39.28_39.19_39.18_,10_10_10_1_1_
11:28:17,39.42,1,1,39.53_39.57_39.58_39.65_,1_10_10_100_,39.29_39.28_39.27_39.19_39.18_,10_10_10_1_1_
11:31:01,39.42,1,1,39.54_39.58_39.59_39.65_,1_10_10_100_,39.30_39.29_39.28_39.19_39.18_,10_10_10_1_1_
11:31:42,39.42,1,1,39.54_39.57_39.58_39.65_,1_10_10_100_,39.29_39.28_39.27_39.19_39.18_,10_10_10_1_1_
11:31:53,39.42,1,1,39.54_39.57_39.58_39.65_,1_10_10_100_,39.30_39.29_39.28_39.19_39.18_,10_10_10_1_1_
11:31:58,39.42,1,1,39.54_39.58_39.59_39.65_,1_10_10_100_,39.30_39.29_39.28_39.19_39.18_,10_10_10_1_1_
11:32:08,39.42,1,1,39.53_39.58_39.59_39.65_,1_10_10_100_,39.30_39.29_39.28_39.19_39.18_,10_10_10_1_1_
11:35:33,39.42,1,1,39.53_39.57_39.58_39.65_,1_10_10_100_,39.29_39.28_39.27_39.20_39.17_,10_10_10_1_1_
11:36:24,39.42,1,1,39.54_39.59_39.60_39.65_,1_10_10_100_,39.31_39.30_39.29_39.20_39.19_,10_10_10_1_1_
11:38:37,39.42,1,1,39.54_39.58_39.59_39.65_,1_10_10_100_,39.30_39.29_39.28_39.20_39.18_,10_10_10_1_1_
11:40:40,39.42,1,1,39.53_39.56_39.57_39.65_,1_10_10_100_,39.29_39.28_39.27_39.18_39.17_,10_10_10_1_1_
11:40:45,39.42,1,1,39.53_39.56_39.57_39.65_,1_10_10_100_,39.28_39.27_39.26_39.18_39.17_,10_10_10_1_1_
11:41:06,39.42,1,1,39.54_39.58_39.59_39.65_,1_10_10_100_,39.30_39.29_39.28_39.26_39.18_,10_10_10_1_1_
11:44:31,39.42,1,1,39.54_39.57_39.58_39.65_,1_10_10_100_,39.29_39.28_39.27_39.18_38.46_,10_10_10_2_3_
11:45:12,39.42,1,1,39.52_39.55_39.56_39.65_,1_10_10_100_,39.27_39.26_39.25_39.18_39.16_,10_10_10_1_1_
11:45:37,39.42,1,1,39.53_39.57_39.58_39.65_,1_10_10_100_,39.29_39.28_39.27_39.18_39.17_,10_10_10_1_1_
11:45:42,39.42,1,1,39.53_39.56_39.57_39.65_,1_10_10_100_,39.29_39.28_39.27_39.18_38.46_,10_10_10_2_3_
11:45:47,39.42,1,1,39.53_39.56_39.57_39.65_,1_10_10_100_,39.28_39.27_39.26_39.18_39.17_,10_10_10_1_1_
11:45:58,39.42,1,1,39.52_39.56_39.57_39.65_,1_10_10_100_,39.28_39.27_39.26_39.18_39.16_,10_10_10_1_1_
11:46:03,39.42,1,1,39.52_39.55_39.56_39.65_,1_10_10_100_,39.27_39.26_39.25_39.18_39.16_,10_10_10_1_1_
