09:09:24,28.65,1,3,28.80_29.60_,3_1_,28.53_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:09:39,28.65,1,3,28.78_28.80_29.60_,2_1_1_,28.51_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:09:59,28.65,1,3,28.77_28.80_29.60_,2_1_1_,28.50_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:10:05,28.65,1,3,28.78_28.80_29.60_,2_1_1_,28.51_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:10:10,28.65,1,3,28.77_28.80_29.60_,2_1_1_,28.50_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:10:20,28.65,1,3,28.78_28.80_29.60_,2_1_1_,28.51_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:11:52,28.65,1,3,28.76_28.80_29.60_,2_1_1_,28.49_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:13:29,28.65,1,3,28.77_28.80_29.60_,2_1_1_,28.50_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:16:29,28.65,1,3,28.74_28.80_29.60_,2_1_1_,28.47_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:17:51,28.65,1,3,28.75_28.80_29.60_,2_1_1_,28.48_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:18:42,28.65,1,3,28.73_28.80_29.60_,2_1_1_,28.46_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:19:08,28.65,1,3,28.75_28.80_29.60_,2_1_1_,28.48_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:19:28,28.65,1,3,28.74_28.80_29.60_,2_1_1_,28.47_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:20:24,28.65,1,3,28.74_28.80_29.60_,2_1_1_,28.47_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:20:55,28.65,1,3,28.75_28.80_29.60_,2_1_1_,28.48_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:23:09,28.65,1,3,28.76_28.80_29.60_,2_1_1_,28.49_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:23:24,28.65,1,3,28.75_28.80_29.60_,2_1_1_,28.48_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:28:27,28.65,1,3,28.75_28.80_29.60_,2_1_1_,28.48_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:29:02,28.65,1,3,28.75_28.80_29.60_,2_1_1_,28.48_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:29:08,28.65,1,3,28.77_28.80_29.60_,2_1_1_,28.50_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:29:54,28.65,1,3,28.75_28.80_29.60_,2_1_1_,28.48_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:30:19,28.65,1,3,28.75_28.80_29.60_,2_1_1_,28.48_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:31:46,28.65,1,3,28.72_28.80_29.60_,2_1_1_,28.45_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:32:38,28.65,1,3,28.73_28.80_29.60_,2_1_1_,28.46_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:33:18,28.65,1,3,28.74_28.80_29.60_,2_1_1_,28.47_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:35:37,28.65,1,3,28.71_28.80_29.60_,2_1_1_,28.45_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:35:42,28.65,1,3,28.71_28.80_29.60_,2_1_1_,28.44_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:40:34,28.65,1,3,28.80_29.60_,1_1_,28.42_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:42:52,28.65,1,3,28.68_28.80_29.60_,2_1_1_,28.41_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:43:13,28.65,1,3,28.66_28.80_29.60_,2_1_1_,28.39_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:45:05,28.65,1,3,28.65_28.80_29.60_,2_1_1_,28.38_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:45:16,28.65,1,3,28.66_28.80_29.60_,2_1_1_,28.39_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:45:26,28.65,1,3,28.64_28.80_29.60_,2_1_1_,28.37_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:46:12,28.65,1,3,28.62_28.80_29.60_,2_1_1_,28.35_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:46:17,28.65,1,3,28.62_28.80_29.60_,2_1_1_,28.36_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:46:22,28.65,1,3,28.63_28.80_29.60_,2_1_1_,28.37_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:46:27,28.65,1,3,28.63_28.80_29.60_,2_1_1_,28.25_28.00_27.80_27.52_27.23_,1_2_3_4_5_
09:46:33,28.65,1,3,28.63_28.80_29.60_,2_1_1_,28.36_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:46:38,28.65,1,3,28.64_28.80_29.60_,2_1_1_,28.37_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:46:43,28.65,1,3,28.61_28.80_29.60_,2_1_1_,28.34_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:46:48,28.65,1,3,28.60_28.80_29.60_,2_1_1_,28.33_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:46:53,28.65,1,3,28.61_28.80_29.60_,2_1_1_,28.34_28.25_28.00_27.80_27.52_,1_1_2_3_4_
09:47:03,28.65,1,3,28.62_28.80_29.60_,2_1_1_,28.35_28.25_28.00_27.80_27.52_,1_1_2_3_4_
