09:00:02,19.75,2,2,19.75_20.00_20.90_21.00_,1_1_1_1_,19.02_19.01_19.00_18.35_18.32_,1_3_1_2_3_
09:00:13,19.75,2,2,19.75_19.84_20.00_20.90_21.00_,1_119_1_1_1_,19.66_19.05_19.02_19.01_19.00_,1_1_1_3_1_
09:02:21,19.75,2,2,19.75_19.84_20.00_21.00_21.49_,1_119_1_1_1_,19.66_19.06_19.05_19.02_19.01_,1_3_1_1_3_
09:03:43,19.57,1,4,19.66_20.00_21.00_21.49_,1_1_1_1_,19.51_19.48_19.06_19.05_19.02_,10_119_3_1_1_
09:06:17,19.57,1,4,19.66_20.00_20.90_21.00_21.49_,119_1_1_1_1_,19.48_19.47_19.06_19.05_19.02_,1_10_3_1_1_
09:07:23,19.57,1,4,19.66_20.00_20.90_21.00_21.49_,119_1_1_1_1_,19.48_19.38_19.06_19.05_19.02_,1_10_3_1_1_
09:07:39,19.57,1,4,19.66_20.00_20.90_21.00_21.49_,119_1_1_1_1_,19.48_19.37_19.06_19.05_19.02_,1_10_3_1_1_
09:08:20,19.57,1,4,19.66_20.00_20.90_21.00_21.49_,119_1_1_1_1_,19.48_19.38_19.06_19.05_19.02_,1_10_3_1_1_
09:08:30,19.57,1,4,19.66_20.00_20.90_21.00_21.49_,119_1_1_1_1_,19.48_19.37_19.06_19.05_19.02_,1_10_3_1_1_
09:08:50,19.57,1,4,19.66_20.00_20.90_21.00_21.49_,119_1_1_1_1_,19.48_19.38_19.06_19.05_19.02_,1_10_3_1_1_
09:09:47,19.57,1,4,19.66_20.00_20.90_21.00_21.49_,119_1_1_1_1_,19.48_19.37_19.06_19.05_19.02_,1_10_3_1_1_
09:10:07,19.57,1,4,20.00_20.90_21.00_21.49_,1_1_1_1_,19.38_19.06_19.05_19.02_19.01_,10_3_1_1_3_
09:10:12,19.57,1,4,19.66_20.00_20.90_21.00_21.49_,119_1_1_1_1_,19.48_19.39_19.06_19.05_19.02_,1_10_3_1_1_
09:12:05,19.57,1,4,19.66_20.00_20.90_21.00_21.49_,119_1_1_1_1_,19.48_19.06_19.05_19.02_19.01_,1_3_1_1_3_
09:13:07,19.57,1,4,19.66_20.00_20.90_21.49_,119_1_1_1_,19.48_19.06_19.05_19.02_19.01_,1_3_1_1_3_
09:15:51,19.57,1,4,19.60_19.66_20.00_20.90_21.49_,1_119_1_1_1_,19.48_19.35_19.06_19.05_19.02_,1_10_3_1_1_
09:15:56,19.57,1,4,19.60_19.66_20.00_20.90_21.49_,1_119_1_1_1_,19.48_19.34_19.06_19.05_19.02_,1_10_3_1_1_
09:17:43,19.57,1,4,19.60_19.66_20.00_20.90_21.49_,1_119_1_1_1_,19.48_19.36_19.06_19.05_19.02_,1_10_3_1_1_
09:17:48,19.57,1,4,19.60_19.66_20.00_20.90_21.49_,1_119_1_1_1_,19.48_19.37_19.06_19.05_19.02_,1_10_3_1_1_
09:18:04,19.57,1,4,19.60_19.66_20.00_20.90_21.49_,1_119_1_1_1_,19.48_19.38_19.06_19.05_19.02_,1_10_3_1_1_
09:19:21,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.42_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:19:31,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.43_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:20:02,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.44_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:20:12,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.43_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:20:48,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.42_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:21:54,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.42_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:22:00,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.41_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:22:35,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.40_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:22:46,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.41_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:22:51,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.40_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:22:56,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.06_19.05_19.02_19.01_,11_3_1_1_3_
09:23:37,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.40_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:24:23,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.41_19.40_19.39_19.06_19.05_,10_10_1_3_1_
09:24:28,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.40_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:24:59,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.41_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:25:09,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.40_19.39_19.06_19.05_19.02_,10_1_3_1_1_
09:26:21,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.37_19.06_19.05_19.02_,1_10_3_1_1_
09:26:41,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.06_19.05_19.02_19.01_,1_3_1_1_3_
09:27:27,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.36_19.06_19.05_19.02_,1_10_3_1_1_
09:28:03,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.37_19.06_19.05_19.02_,1_10_3_1_1_
09:28:13,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.36_19.06_19.05_19.02_,1_10_3_1_1_
09:29:10,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.36_19.06_19.05_19.02_,1_10_3_1_1_
09:30:12,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.35_19.06_19.05_19.02_,1_10_3_1_1_
09:30:37,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.35_19.06_19.05_19.02_,1_10_3_1_1_
09:31:08,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.34_19.06_19.05_19.02_,1_10_3_1_1_
09:31:13,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.35_19.06_19.05_19.02_,1_10_3_1_1_
09:32:20,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.36_19.06_19.05_19.02_,1_10_3_1_1_
09:32:40,19.48,1,5,19.57_19.60_20.00_20.90_21.49_,119_1_1_1_1_,19.39_19.34_19.06_19.05_19.02_,1_10_3_1_1_
09:35:19,19.48,1,5,19.49_19.60_20.00_20.90_21.49_,1_1_1_1_1_,19.39_19.33_19.06_19.05_19.02_,1_10_3_1_1_
09:36:46,19.48,1,5,19.49_19.57_19.60_20.00_20.90_,1_119_1_1_1_,19.39_19.32_19.06_19.05_19.02_,1_10_3_1_1_
09:37:42,19.48,1,5,19.49_19.57_19.60_20.00_20.90_,1_119_1_1_1_,19.39_19.28_19.06_19.05_19.02_,1_10_3_1_1_
09:38:49,19.48,1,5,19.49_19.57_19.60_20.00_20.90_,1_119_1_1_1_,19.39_19.26_19.06_19.05_19.02_,1_10_3_1_1_
09:38:59,19.48,1,5,19.49_19.57_19.60_20.00_20.90_,1_119_1_1_1_,19.39_19.27_19.06_19.05_19.02_,1_10_3_1_1_
09:39:10,19.48,1,5,19.49_19.57_19.60_20.00_20.90_,1_119_1_1_1_,19.39_19.26_19.06_19.05_19.02_,1_10_3_1_1_
