09:21:02,38.85,1,2,39.00_39.17_39.18_42.12_42.13_,1_10_10_1_1_,38.82_38.78_38.77_38.76_,5_10_10_10_
09:21:17,38.85,1,2,39.00_39.09_39.10_42.12_42.13_,1_10_10_1_1_,38.82_38.70_38.69_38.68_,5_10_10_10_
09:23:46,38.89,1,3,39.09_39.10_42.12_42.13_,10_10_1_1_,38.82_38.70_38.69_38.68_,5_10_10_10_
09:26:25,38.89,1,3,39.20_39.21_42.12_42.13_,10_10_1_1_,38.93_38.81_38.80_38.79_,5_10_10_10_
09:26:35,38.89,1,3,39.21_39.22_42.12_42.13_,10_10_1_1_,38.93_38.81_38.80_38.79_,5_10_10_10_
09:26:40,38.89,1,3,39.13_39.14_42.12_42.13_,10_10_1_1_,38.86_38.74_38.73_38.72_,5_10_10_10_
09:26:45,38.89,1,3,39.21_39.22_42.12_42.13_,10_10_1_1_,38.93_38.82_38.81_38.80_,5_10_10_10_
09:26:56,38.89,1,3,39.21_39.22_42.12_42.13_,10_10_1_1_,38.94_38.82_38.81_38.80_,5_10_10_10_
09:27:01,38.89,1,3,39.21_39.22_42.12_42.13_,10_10_1_1_,38.93_38.82_38.81_38.80_,5_10_10_10_
09:27:06,38.89,1,3,39.21_39.22_42.12_42.13_,10_10_1_1_,38.94_38.82_38.81_38.80_,5_10_10_10_
09:27:47,38.89,1,3,39.21_39.22_42.12_42.13_,10_10_1_1_,38.94_38.82_38.81_38.80_,5_10_10_10_
09:27:57,38.89,1,3,39.21_39.22_42.12_42.13_,10_10_3_1_,38.94_38.82_38.81_38.80_,5_10_10_10_
09:28:28,38.94,3,6,39.14_39.15_42.12_42.13_,10_10_3_1_,38.94_38.75_38.74_38.73_,2_10_10_10_
09:28:33,38.94,3,6,39.21_39.22_42.12_42.13_,10_10_3_1_,38.95_38.82_38.81_38.80_,5_10_10_10_
09:29:19,38.94,3,6,39.22_39.23_42.12_42.13_,10_10_3_1_,38.83_38.82_38.81_,10_10_10_
09:29:50,38.94,3,6,39.22_39.23_42.12_42.13_,10_10_3_1_,38.94_38.83_38.82_38.81_,5_10_10_10_
09:30:16,38.94,3,6,39.21_39.22_42.12_42.13_,10_10_3_1_,38.94_38.82_38.81_38.80_,5_10_10_10_
09:30:51,38.94,3,6,39.15_39.16_42.12_42.13_,10_10_3_1_,38.87_38.75_38.74_38.73_,5_10_10_10_
09:30:56,38.94,3,6,39.15_39.16_42.12_42.13_,10_10_3_1_,38.94_38.75_38.74_38.73_,5_10_10_10_
09:32:03,38.94,3,6,39.22_39.23_42.12_42.13_,10_10_3_1_,38.95_38.83_38.82_38.81_,5_10_10_10_
09:32:49,38.94,3,6,39.22_39.23_42.12_42.13_,10_10_3_1_,38.94_38.83_38.82_38.81_,5_10_10_10_
09:34:36,38.94,3,6,39.30_39.31_42.12_42.13_,10_10_3_1_,39.02_38.91_38.90_38.89_,5_10_10_10_
09:35:12,38.94,3,6,39.29_39.30_42.12_42.13_,10_10_3_1_,39.01_38.90_38.89_38.88_,5_10_10_10_
09:35:53,38.94,3,6,39.29_39.30_42.12_42.13_,10_10_3_1_,39.01_38.89_38.88_38.87_,5_10_10_10_
09:36:45,38.94,3,6,39.21_39.22_42.12_42.13_,10_10_3_1_,38.93_38.82_38.81_38.80_,5_10_10_10_
09:37:15,38.94,3,6,39.28_39.29_42.12_42.13_,10_10_3_1_,38.93_38.89_38.88_38.87_,5_10_10_10_
09:37:20,38.94,3,6,39.21_39.22_42.12_42.13_,10_10_3_1_,39.00_38.82_38.81_38.80_,5_10_10_10_
09:37:26,38.94,3,6,39.28_39.29_42.12_42.13_,10_10_3_1_,38.93_38.89_38.88_38.87_,5_10_10_10_
09:37:31,38.94,3,6,39.28_39.29_42.12_42.13_,10_10_3_1_,39.00_38.89_38.88_38.87_,5_10_10_10_
09:39:03,38.94,3,6,39.20_39.21_42.12_42.13_,10_10_3_1_,39.00_38.81_38.80_38.79_,5_10_10_10_
09:39:49,38.94,3,6,39.19_39.20_42.12_42.13_,10_10_3_1_,38.80_38.79_38.78_,10_10_10_
09:39:54,38.94,3,6,39.20_39.21_42.12_42.13_,10_10_3_1_,38.81_38.80_38.79_,10_10_10_
09:41:21,38.94,3,6,39.19_39.20_42.12_42.13_,10_10_3_1_,38.98_38.80_38.79_38.78_,5_10_10_10_
09:49:03,38.94,3,6,39.27_39.28_42.12_42.13_,10_10_3_1_,38.99_38.88_38.87_38.86_,5_10_10_10_
09:50:45,38.94,3,6,39.19_39.20_42.12_42.13_,10_10_3_1_,38.99_38.80_38.79_38.78_,5_10_10_10_
09:53:50,38.94,3,6,39.16_39.17_42.12_42.13_,10_10_3_1_,38.88_38.77_38.76_38.75_,5_10_10_10_
09:54:31,38.94,3,6,39.07_39.08_42.12_42.13_,10_10_3_1_,38.80_38.68_38.67_38.66_,5_10_10_10_
09:55:48,38.94,3,6,39.07_39.08_42.12_42.13_,10_10_3_1_,38.79_38.68_38.67_38.66_,5_10_10_10_
09:56:03,38.94,3,6,39.08_39.09_42.12_42.13_,10_10_3_1_,38.79_38.69_38.68_38.67_,5_10_10_10_
09:56:08,38.94,3,6,39.07_39.08_42.12_42.13_,10_10_3_1_,38.79_38.68_38.67_38.66_,5_10_10_10_
09:56:54,38.94,3,6,39.06_39.07_42.12_42.13_,10_10_3_1_,38.79_38.67_38.66_38.65_,5_10_10_10_
09:57:46,38.94,3,6,39.05_39.06_42.12_42.13_,10_10_3_1_,38.78_38.66_38.65_38.64_,5_10_10_10_
09:57:51,38.94,3,6,39.06_39.07_42.12_42.13_,10_10_3_1_,38.78_38.67_38.66_38.65_,5_10_10_10_
09:58:32,38.94,3,6,39.13_39.14_42.12_42.13_,10_10_3_1_,38.86_38.74_38.73_38.72_,5_10_10_10_
