09:00:00,12.56,1419,1419,12.57_12.58_12.59_12.60_12.61_,205_430_191_543_222_,12.56_12.55_12.54_12.53_12.52_,761_137_1020_200_32_
09:00:05,12.58,380,1799,12.58_12.59_12.60_12.61_12.62_,257_191_543_222_282_,12.57_12.56_12.55_12.54_12.53_,380_888_10_404_200_
09:00:20,12.60,298,2604,12.60_12.61_12.62_12.63_12.64_,301_222_282_298_224_,12.57_12.56_12.55_12.54_12.53_,636_380_420_404_200_
09:00:25,12.59,50,2654,12.59_12.60_12.61_12.62_12.63_,7_302_222_282_298_,12.58_12.57_12.56_12.55_12.54_,380_636_380_40_404_
09:00:30,12.58,15,2669,12.59_12.60_12.61_12.62_12.63_,20_305_222_282_300_,12.58_12.57_12.56_12.55_12.54_,626_380_380_40_404_
09:00:35,12.58,31,2700,12.59_12.60_12.61_12.62_12.63_,23_331_223_282_316_,12.58_12.57_12.56_12.55_12.54_,230_380_380_420_404_
09:00:46,12.59,60,2765,12.59_12.60_12.61_12.62_12.63_,132_341_223_290_316_,12.57_12.56_12.55_12.54_12.53_,1144_380_440_404_370_
09:00:51,12.57,50,2815,12.58_12.59_12.60_12.61_12.62_,2_138_350_223_290_,12.57_12.56_12.55_12.54_12.53_,1094_380_440_404_170_
09:00:56,12.57,64,2879,12.58_12.59_12.60_12.61_12.62_,6_207_350_223_292_,12.57_12.56_12.55_12.54_12.53_,779_636_440_404_170_
09:01:22,12.62,105,4974,12.62_12.63_12.64_12.65_12.66_,486_821_739_403_318_,12.61_12.60_12.59_12.58_12.57_,61_504_100_65_382_
09:01:32,12.61,20,5034,12.62_12.63_12.64_12.65_12.66_,18_319_240_409_318_,12.61_12.60_12.59_12.58_12.57_,11_514_599_85_382_
09:01:37,12.61,47,5081,12.62_12.63_12.64_12.65_12.66_,146_319_240_409_319_,12.61_12.60_12.59_12.58_12.57_,366_914_599_584_2_
09:01:47,12.60,170,5260,12.61_12.62_12.63_12.64_12.65_,78_164_351_240_415_,12.60_12.59_12.58_12.57_12.56_,238_899_534_501_380_
09:01:58,12.60,7,5267,12.61_12.62_12.63_12.64_12.65_,201_289_359_240_415_,12.60_12.59_12.58_12.57_12.56_,231_899_534_501_380_
09:02:08,12.60,10,5282,12.61_12.62_12.63_12.64_12.65_,223_370_363_241_410_,12.60_12.59_12.58_12.57_12.56_,236_899_534_501_380_
09:02:13,12.60,78,5360,12.61_12.62_12.63_12.64_12.65_,207_394_363_241_410_,12.60_12.59_12.58_12.57_12.56_,672_899_534_501_380_
09:02:18,12.60,45,5405,12.61_12.62_12.63_12.64_12.65_,208_396_363_240_410_,12.60_12.59_12.58_12.57_12.56_,627_899_534_501_380_
09:02:33,12.61,301,5773,12.62_12.63_12.64_12.65_12.66_,348_369_240_412_330_,12.61_12.60_12.59_12.58_12.57_,199_1249_899_534_2_
09:02:39,12.61,23,5796,12.62_12.63_12.64_12.65_12.66_,349_369_240_415_330_,12.61_12.60_12.59_12.58_12.57_,377_1269_899_534_501_
09:02:59,12.60,13,5855,12.61_12.62_12.63_12.64_12.65_,136_509_369_245_420_,12.60_12.59_12.58_12.57_12.56_,861_1398_534_503_393_
09:03:04,12.60,72,5927,12.61_12.62_12.63_12.64_12.65_,150_504_369_269_420_,12.60_12.59_12.58_12.57_12.56_,789_1398_534_503_18_
09:03:19,12.60,11,5952,12.61_12.62_12.63_12.64_12.65_,200_513_720_638_439_,12.60_12.59_12.58_12.57_12.56_,1110_1749_534_503_274_
09:03:30,12.60,8,5980,12.61_12.62_12.63_12.64_12.65_,230_518_724_638_440_,12.60_12.59_12.58_12.57_12.56_,2088_1250_534_4_274_
09:03:35,12.60,12,5992,12.61_12.62_12.63_12.64_12.65_,432_524_716_638_640_,12.60_12.59_12.58_12.57_12.56_,2081_1250_534_4_274_
09:03:45,12.61,30,6086,12.61_12.62_12.63_12.64_12.65_,409_524_748_636_640_,12.60_12.59_12.58_12.57_12.56_,1413_1521_885_4_20_
09:03:55,12.61,400,6501,12.61_12.62_12.63_12.64_12.65_,4_459_748_622_640_,12.60_12.59_12.58_12.57_12.56_,2233_1521_885_4_20_
09:04:05,12.62,400,6910,12.62_12.63_12.64_12.65_12.66_,54_748_623_689_1139_,12.61_12.60_12.59_12.58_12.57_,800_1433_1121_1285_4_
09:04:11,12.62,10,6920,12.62_12.63_12.64_12.65_12.66_,45_748_626_689_1139_,12.61_12.60_12.59_12.58_12.57_,800_934_1521_1285_4_
09:04:16,12.62,20,6940,12.62_12.63_12.64_12.65_12.66_,27_753_626_690_1139_,12.61_12.60_12.59_12.58_12.57_,800_934_2020_1285_4_
09:04:21,12.62,39,6979,12.63_12.64_12.65_12.66_12.67_,753_616_690_1139_239_,12.62_12.61_12.60_12.59_12.58_,361_800_435_1521_1285_
09:04:26,12.62,2,6981,12.63_12.64_12.65_12.66_12.67_,753_616_693_1137_242_,12.62_12.61_12.60_12.59_12.58_,398_400_934_1521_1285_
09:04:36,12.62,15,7180,12.62_12.63_12.64_12.65_12.66_,1_758_615_694_1137_,12.61_12.60_12.59_12.58_12.57_,410_939_1521_1285_504_
09:04:41,12.62,53,7233,12.63_12.64_12.65_12.66_12.67_,744_643_696_337_1042_,12.62_12.61_12.60_12.59_12.58_,347_810_1709_1650_885_
09:04:52,12.62,13,7395,12.63_12.64_12.65_12.66_12.67_,759_643_722_338_1042_,12.62_12.61_12.60_12.59_12.58_,698_15_1548_1650_914_
09:04:57,12.62,141,7536,12.63_12.64_12.65_12.66_12.67_,754_643_727_354_1042_,12.62_12.61_12.60_12.59_12.58_,577_15_2057_1650_914_
09:05:02,12.62,430,7966,12.63_12.64_12.65_12.66_12.67_,787_648_727_740_1422_,12.62_12.61_12.60_12.59_12.58_,51_395_2437_2030_534_
09:05:07,12.62,159,8125,12.63_12.64_12.65_12.66_12.67_,787_648_727_360_622_,12.62_12.61_12.60_12.59_12.58_,272_1565_2966_850_35_
09:05:12,12.62,49,8174,12.63_12.64_12.65_12.66_12.67_,458_253_1106_781_623_,12.62_12.61_12.60_12.59_12.58_,995_2308_2467_499_35_
09:05:17,12.62,33,8207,12.63_12.64_12.65_12.66_12.67_,458_254_757_781_992_,12.62_12.61_12.60_12.59_12.58_,1715_1908_2124_499_35_
09:05:32,12.63,7,8737,12.64_12.65_12.66_12.67_12.68_,254_732_821_992_1139_,12.63_12.62_12.61_12.60_12.58_,1916_2251_1793_1324_291_
09:05:43,12.63,17,8774,12.64_12.65_12.66_12.67_12.68_,269_752_1125_992_770_,12.63_12.62_12.61_12.60_12.59_,374_2651_2193_924_499_
09:06:08,12.64,212,9145,12.65_12.66_12.67_12.68_12.69_,805_465_655_1140_1205_,12.64_12.63_12.62_12.61_12.60_,787_3295_2419_897_45_
09:06:13,12.64,19,9164,12.65_12.66_12.67_12.68_12.69_,805_468_1653_2153_1205_,12.64_12.63_12.62_12.61_12.60_,1370_2506_3017_897_544_
09:06:24,12.64,16,9255,12.65_12.66_12.67_12.68_12.69_,830_479_1653_2150_1218_,12.64_12.63_12.62_12.61_12.60_,1681_2506_3017_897_544_
09:06:29,12.65,5,9260,12.65_12.66_12.67_12.68_12.69_,822_499_1653_2180_1238_,12.64_12.63_12.62_12.61_12.60_,1681_3005_3017_897_45_
09:06:34,12.64,19,9279,12.65_12.66_12.67_12.68_12.69_,822_503_1653_2180_1238_,12.64_12.63_12.62_12.61_12.60_,1663_3405_2617_897_45_
09:06:39,12.65,411,9690,12.65_12.66_12.67_12.68_12.69_,424_503_1630_2206_1238_,12.64_12.63_12.62_12.61_12.60_,2418_3534_1718_517_301_
09:06:59,12.64,2,9943,12.65_12.66_12.67_12.68_12.69_,472_551_1657_2185_1243_,12.64_12.63_12.62_12.61_12.60_,1415_3405_2637_1097_45_
09:07:10,12.64,13,10161,12.65_12.66_12.67_12.68_12.69_,483_557_2012_2187_875_,12.64_12.63_12.62_12.61_12.60_,392_3706_2988_1097_544_
09:07:20,12.64,2,10210,12.65_12.66_12.67_12.68_12.69_,538_593_1658_2187_1247_,12.64_12.63_12.62_12.61_12.60_,1456_2936_2637_1097_544_
09:07:30,12.64,56,10373,12.65_12.66_12.67_12.68_12.69_,572_1589_2012_1189_883_,12.64_12.63_12.62_12.61_12.60_,523_2708_2138_2095_544_
09:07:35,12.64,35,10408,12.65_12.66_12.67_12.68_12.69_,588_1616_1986_1193_883_,12.64_12.63_12.62_12.61_12.60_,155_2708_2489_2095_544_
09:07:40,12.64,3,10411,12.65_12.66_12.67_12.68_12.69_,590_1611_1986_1194_883_,12.64_12.63_12.62_12.61_12.60_,152_2708_2489_2095_544_
09:07:45,12.65,142,10553,12.65_12.66_12.67_12.68_12.69_,538_587_1658_2191_1252_,12.64_12.63_12.62_12.61_12.60_,1128_3336_2237_1097_544_
09:07:56,12.63,5,10583,12.64_12.65_12.66_12.67_12.68_,133_581_1718_1956_1193_,12.63_12.62_12.61_12.60_12.59_,2703_2988_2095_544_2_
09:08:01,12.64,156,10739,12.65_12.66_12.67_12.68_12.69_,586_1718_1964_1193_882_,12.64_12.63_12.62_12.61_12.60_,244_2703_2489_2095_544_
09:08:06,12.63,7,10746,12.64_12.65_12.66_12.67_12.68_,20_586_721_1970_2191_,12.63_12.62_12.61_12.60_12.59_,3195_3487_1097_544_2_
09:08:16,12.64,15,10768,12.64_12.65_12.66_12.67_12.68_,92_586_1719_1970_1199_,12.63_12.62_12.61_12.60_12.59_,2693_2988_2095_544_2_
09:08:26,12.63,102,10870,12.64_12.65_12.66_12.67_12.68_,118_588_1819_1971_1199_,12.63_12.62_12.61_12.60_12.59_,2591_2988_2095_544_2_
09:08:32,12.64,2,10872,12.64_12.65_12.66_12.67_12.68_,134_588_1819_1971_1202_,12.63_12.62_12.61_12.60_12.59_,2293_3388_2095_544_2_
09:08:37,12.63,3,10875,12.64_12.65_12.66_12.67_12.68_,138_608_1909_1971_1202_,12.63_12.62_12.61_12.60_12.59_,2290_3798_2095_544_2_
09:08:47,12.63,2,10877,12.64_12.65_12.66_12.67_12.68_,143_633_1906_1971_1202_,12.63_12.62_12.61_12.60_12.59_,2293_3798_2095_544_2_
09:08:52,12.63,151,11028,12.64_12.65_12.66_12.67_12.68_,243_635_1906_1971_1202_,12.63_12.62_12.61_12.60_12.59_,2142_3798_2095_544_2_
09:08:57,12.63,6,11034,12.64_12.65_12.66_12.67_12.68_,251_635_1906_1971_1212_,12.63_12.62_12.61_12.60_12.59_,2292_3798_2095_544_2_
09:09:02,12.63,4,11038,12.64_12.65_12.66_12.67_12.68_,301_635_2006_1971_1217_,12.63_12.62_12.61_12.60_12.59_,2290_3798_2095_544_2_
